name,year_501c3,year_fiscal_sponsor,n_sponsored,project,model_A,model_B,model_C,model_D
Betty Jean Brown Foundation,2004,2015,1,political,FALSE,FALSE,TRUE,FALSE
Betty Jean Brown Foundation,2004,2015,1,social,FALSE,FALSE,TRUE,FALSE
Betty Jean Brown Foundation,2004,2015,1,social,FALSE,FALSE,TRUE,FALSE
The Biodiversity Group,2007,2020,7,sustainable,FALSE,FALSE,TRUE,TRUE
The Biodiversity Group,2007,2020,7,international,FALSE,FALSE,TRUE,TRUE
The Biodiversity Group,2007,2020,7,adequate,FALSE,FALSE,TRUE,TRUE
Blue Earth Alliance,1996,1996,25,critical,TRUE,FALSE,FALSE,FALSE
Blue Earth Alliance,1996,1996,25,environmental,TRUE,FALSE,FALSE,FALSE
Blue Earth Alliance,1996,1996,25,social,TRUE,FALSE,FALSE,FALSE
Boston Dance Alliance,1994,2006,49,component,FALSE,FALSE,TRUE,FALSE
Boston Dance Alliance,1994,2006,49,eligible,FALSE,FALSE,TRUE,FALSE
Broncos Kitchen Foundation,2021,2021,3,economic,FALSE,FALSE,TRUE,FALSE
Broncos Kitchen Foundation,2021,2021,3,religious,FALSE,FALSE,TRUE,FALSE
Brooklyn Arts Council,1970,1996,30,specific,FALSE,FALSE,TRUE,FALSE
Brooklyn Arts Council,1970,1996,30,individual,FALSE,FALSE,TRUE,FALSE
"The Carla Rose Foundation, Inc.",2014,2015,16,international,FALSE,FALSE,TRUE,FALSE
"The Carla Rose Foundation, Inc.",2014,2015,16,social,FALSE,FALSE,TRUE,FALSE
"The Carla Rose Foundation, Inc.",2014,2015,16,diagnostic,FALSE,FALSE,TRUE,FALSE
"The Carla Rose Foundation, Inc.",2014,2015,16,referral,FALSE,FALSE,TRUE,FALSE
Center for Community Stewardship,2002,2009,65,economic,TRUE,FALSE,FALSE,FALSE
Center for Community Stewardship,2002,2009,65,sustainable,TRUE,FALSE,FALSE,FALSE
Center for Community Stewardship,2002,2009,65,political,TRUE,FALSE,FALSE,FALSE
Center for Community Stewardship,2002,2009,65,social,TRUE,FALSE,FALSE,FALSE
Center for Community Stewardship,2002,2009,65,social,TRUE,FALSE,FALSE,FALSE
CENTER Santa Fe,1994,1994,4,economic,FALSE,FALSE,FALSE,TRUE
CENTER Santa Fe,1994,1994,4,sustainable,FALSE,FALSE,FALSE,TRUE
CENTER Santa Fe,1994,1994,4,religious,FALSE,FALSE,FALSE,TRUE
CENTER Santa Fe,1994,1994,4,international,FALSE,FALSE,FALSE,TRUE
CENTER Santa Fe,1994,1994,4,political,FALSE,FALSE,FALSE,TRUE
CENTER Santa Fe,1994,1994,4,social,FALSE,FALSE,FALSE,TRUE
CENTER Santa Fe,1994,1994,4,social,FALSE,FALSE,FALSE,TRUE
CENTER Santa Fe,1994,1994,4,public,FALSE,FALSE,FALSE,TRUE
CENTER Santa Fe,1994,1994,4,critical,FALSE,FALSE,FALSE,TRUE
CENTER Santa Fe,1994,1994,4,environmental,FALSE,FALSE,FALSE,TRUE
CENTER Santa Fe,1994,1994,4,social,FALSE,FALSE,FALSE,TRUE
CENTER Santa Fe,1994,1994,4,educational,FALSE,FALSE,FALSE,TRUE
CENTER Santa Fe,1994,1994,4,geographic,FALSE,FALSE,FALSE,TRUE
CENTER Santa Fe,1994,1994,4,photographic,FALSE,FALSE,FALSE,TRUE
"The Chainges Fund, Inc",2014,2015,2,economic,FALSE,TRUE,FALSE,FALSE
"The Chainges Fund, Inc",2014,2015,2,international,FALSE,TRUE,FALSE,FALSE
"The Chainges Fund, Inc",2014,2015,2,social,FALSE,TRUE,FALSE,FALSE
Chalice Oak Foundation,2011,2013,2,economic,FALSE,FALSE,TRUE,FALSE
Chalice Oak Foundation,2011,2013,2,sustainable,FALSE,FALSE,TRUE,FALSE
Chalice Oak Foundation,2011,2013,2,religious,FALSE,FALSE,TRUE,FALSE
Chalice Oak Foundation,2011,2013,2,political,FALSE,FALSE,TRUE,FALSE
Chalice Oak Foundation,2011,2013,2,social,FALSE,FALSE,TRUE,FALSE
Chalice Oak Foundation,2011,2013,2,social,FALSE,FALSE,TRUE,FALSE
"Charity Music, Inc",2005,2007,6,homeless,TRUE,FALSE,FALSE,FALSE
"Charity Music, Inc",2005,2007,6,economic,TRUE,FALSE,FALSE,FALSE
"Charity Music, Inc",2005,2007,6,active,TRUE,FALSE,FALSE,FALSE
Cloud Forest Institute,1996,1998,84,sustainable,FALSE,FALSE,TRUE,FALSE
Colorado Nonprofit Development Center,1999,1999,64,economic,TRUE,FALSE,FALSE,FALSE
Colorado Nonprofit Development Center,1999,1999,64,sustainable,TRUE,FALSE,FALSE,FALSE
Colorado Nonprofit Development Center,1999,1999,64,political,TRUE,FALSE,FALSE,FALSE
Colorado Nonprofit Development Center,1999,1999,64,social,TRUE,FALSE,FALSE,FALSE
Colorado Nonprofit Development Center,1999,1999,64,social,TRUE,FALSE,FALSE,FALSE
Colorado Nonprofit Development Center,1999,1999,64,fiscal,TRUE,FALSE,FALSE,FALSE
Colorado Nonprofit Development Center,1999,1999,64,charitable,TRUE,FALSE,FALSE,FALSE
Colorado Nonprofit Development Center,1999,1999,64,geographic,TRUE,FALSE,FALSE,FALSE
Community2gether Inc.,1994,1995,10,economic,TRUE,FALSE,FALSE,FALSE
Community2gether Inc.,1994,1995,10,sustainable,TRUE,FALSE,FALSE,FALSE
Community Partners,1990,1992,180,economic,FALSE,FALSE,FALSE,FALSE
Community Partners,1990,1992,180,sustainable,FALSE,FALSE,FALSE,FALSE
Community Partners,1990,1992,180,political,FALSE,FALSE,FALSE,FALSE
Community Partners,1990,1992,180,social,FALSE,FALSE,FALSE,FALSE
Community Partners,1990,1992,180,social,FALSE,FALSE,FALSE,FALSE
Community Shares Tennessee,2004,2018,2,economic,FALSE,TRUE,TRUE,FALSE
Community Shares Tennessee,2004,2018,2,sustainable,FALSE,TRUE,TRUE,FALSE
Community Shares Tennessee,2004,2018,2,international,FALSE,TRUE,TRUE,FALSE
Community Shares Tennessee,2004,2018,2,political,FALSE,TRUE,TRUE,FALSE
Community Shares Tennessee,2004,2018,2,social,FALSE,TRUE,TRUE,FALSE
Community Shares Tennessee,2004,2018,2,social,FALSE,TRUE,TRUE,FALSE
Conscious Goodness,2021,2021,1,conscious,TRUE,FALSE,FALSE,FALSE
Conscious Goodness,2021,2021,1,specific,TRUE,FALSE,FALSE,FALSE
Conscious Goodness,2021,2021,1,eligible,TRUE,FALSE,FALSE,FALSE
CORE Foundation Inc,2007,2007,35,economic,TRUE,FALSE,FALSE,FALSE
CORE Foundation Inc,2007,2007,35,sustainable,TRUE,FALSE,FALSE,FALSE
CORE Foundation Inc,2007,2007,35,social,TRUE,FALSE,FALSE,FALSE
Create Wisconsin,1994,1999,20,economic,FALSE,FALSE,TRUE,FALSE
Create Wisconsin,1994,1999,20,creative,FALSE,FALSE,TRUE,FALSE
Create Wisconsin,1994,1999,20,cultural,FALSE,FALSE,TRUE,FALSE
Create Wisconsin,1994,1999,20,social,FALSE,FALSE,TRUE,FALSE
Creative Visions,1997,2007,88,sustainable,FALSE,FALSE,TRUE,FALSE
Creative Visions,1997,2007,88,international,FALSE,FALSE,TRUE,FALSE
Creative Visions,1997,2007,88,political,FALSE,FALSE,TRUE,FALSE
Creative Visions,1997,2007,88,social,FALSE,FALSE,TRUE,FALSE
Creative Visions,1997,2007,88,social,FALSE,FALSE,TRUE,FALSE
Dance Films Association,1956,1998,9,experimental,FALSE,FALSE,TRUE,FALSE
Dance Films Association,1956,1998,9,narrative,FALSE,FALSE,TRUE,FALSE
Daylight Community Arts Foundation,2014,2023,5,political,FALSE,FALSE,TRUE,FALSE
Daylight Community Arts Foundation,2014,2023,5,social,FALSE,FALSE,TRUE,FALSE
Del Mar Foundation,1982,1983,1,sustainable,FALSE,FALSE,TRUE,FALSE
Del Valle Community Coalition Non-Profit,2020,2020,3,economic,TRUE,FALSE,FALSE,FALSE
Del Valle Community Coalition Non-Profit,2020,2020,3,social,TRUE,FALSE,FALSE,FALSE
Documentary Educational Resources,1971,1972,40,ethnographic,FALSE,FALSE,TRUE,FALSE
Documentary Educational Resources,1971,1972,40,short,FALSE,FALSE,TRUE,FALSE
Documentary Educational Resources,1971,1972,40,interactive,FALSE,FALSE,TRUE,FALSE
Documentary Educational Resources,1971,1972,40,contemporary,FALSE,FALSE,TRUE,FALSE
Documentary Educational Resources,1971,1972,40,educational,FALSE,FALSE,TRUE,FALSE
Earth Island Institute,1982,1982,80,international,TRUE,FALSE,FALSE,FALSE
Education Consortium of Central Los Angeles,1989,1994,27,economic,FALSE,TRUE,TRUE,FALSE
Education Consortium of Central Los Angeles,1989,1994,27,sustainable,FALSE,TRUE,TRUE,FALSE
Education Consortium of Central Los Angeles,1989,1994,27,political,FALSE,TRUE,TRUE,FALSE
Education Consortium of Central Los Angeles,1989,1994,27,social,FALSE,TRUE,TRUE,FALSE
"Educational Media Foundation, Inc.",2001,2001,3,economic,TRUE,FALSE,FALSE,FALSE
"Educational Media Foundation, Inc.",2001,2001,3,sustainable,TRUE,FALSE,FALSE,FALSE
"Educational Media Foundation, Inc.",2001,2001,3,religious,TRUE,FALSE,FALSE,FALSE
"Educational Media Foundation, Inc.",2001,2001,3,international,TRUE,FALSE,FALSE,FALSE
"Educational Media Foundation, Inc.",2001,2001,3,political,TRUE,FALSE,FALSE,FALSE
"Educational Media Foundation, Inc.",2001,2001,3,social,TRUE,FALSE,FALSE,FALSE
"Educational Media Foundation, Inc.",2001,2001,3,social,TRUE,FALSE,FALSE,FALSE
Empowerment Works,2001,2003,35,economic,TRUE,FALSE,FALSE,FALSE
Empowerment Works,2001,2003,35,sustainable,TRUE,FALSE,FALSE,FALSE
Empowerment Works,2001,2003,35,international,TRUE,FALSE,FALSE,FALSE
Empowerment Works,2001,2003,35,political,TRUE,FALSE,FALSE,FALSE
Empowerment Works,2001,2003,35,social,TRUE,FALSE,FALSE,FALSE
Empowerment Works,2001,2003,35,fiscal,TRUE,FALSE,FALSE,FALSE
Empowerment Works,2001,2003,35,advisory,TRUE,FALSE,FALSE,FALSE
Empowerment Works,2001,2003,35,fiscal,TRUE,FALSE,FALSE,FALSE
The Federated Charities Corporation of Frederick,1994,2017,6,economic,FALSE,FALSE,TRUE,FALSE
The Federated Charities Corporation of Frederick,1994,2017,6,sustainable,FALSE,FALSE,TRUE,FALSE
The Federated Charities Corporation of Frederick,1994,2017,6,religious,FALSE,FALSE,TRUE,FALSE
The Federated Charities Corporation of Frederick,1994,2017,6,international,FALSE,FALSE,TRUE,FALSE
The Federated Charities Corporation of Frederick,1994,2017,6,political,FALSE,FALSE,TRUE,FALSE
The Federated Charities Corporation of Frederick,1994,2017,6,social,FALSE,FALSE,TRUE,FALSE
The Federated Charities Corporation of Frederick,1994,2017,6,social,FALSE,FALSE,TRUE,FALSE
Fideicomiso de Conservación de Puerto Rico,1970,2017,3,sustainable,FALSE,FALSE,TRUE,FALSE
The Field,1986,1986,300,artistic,FALSE,FALSE,TRUE,FALSE
The Field,1986,1986,300,creative,FALSE,FALSE,TRUE,FALSE
The Film Collaborative,2009,2011,230,narrative,FALSE,FALSE,TRUE,FALSE
The Film Collaborative,2009,2011,230,short,FALSE,FALSE,TRUE,FALSE
Film Independent,1984,2017,200,economic,FALSE,FALSE,TRUE,FALSE
Film Independent,1984,2017,200,sustainable,FALSE,FALSE,TRUE,FALSE
Film Independent,1984,2017,200,religious,FALSE,FALSE,TRUE,FALSE
Film Independent,1984,2017,200,international,FALSE,FALSE,TRUE,FALSE
Film Independent,1984,2017,200,political,FALSE,FALSE,TRUE,FALSE
Film Independent,1984,2017,200,social,FALSE,FALSE,TRUE,FALSE
Film Independent,1984,2017,200,social,FALSE,FALSE,TRUE,FALSE
Film Independent,1984,2017,200,independent,FALSE,FALSE,TRUE,FALSE
Film Independent,1984,2017,200,narrative,FALSE,FALSE,TRUE,FALSE
Film Independent,1984,2017,200,independent,FALSE,FALSE,TRUE,FALSE
Film Independent,1984,2017,200,minded,FALSE,FALSE,TRUE,FALSE
Fiscal Sponsorship Allies Inc.,2020,2020,100,economic,FALSE,FALSE,TRUE,FALSE
Fiscal Sponsorship Allies Inc.,2020,2020,100,sustainable,FALSE,FALSE,TRUE,FALSE
Fiscal Sponsorship Allies Inc.,2020,2020,100,religious,FALSE,FALSE,TRUE,FALSE
Fiscal Sponsorship Allies Inc.,2020,2020,100,international,FALSE,FALSE,TRUE,FALSE
Fiscal Sponsorship Allies Inc.,2020,2020,100,political,FALSE,FALSE,TRUE,FALSE
Fiscal Sponsorship Allies Inc.,2020,2020,100,social,FALSE,FALSE,TRUE,FALSE
Fiscal Sponsorship Allies Inc.,2020,2020,100,social,FALSE,FALSE,TRUE,FALSE
Force for Good Community Development Corporation,2019,2020,4,economic,TRUE,TRUE,FALSE,FALSE
Force for Good Community Development Corporation,2019,2020,4,sustainable,TRUE,TRUE,FALSE,FALSE
Force for Good Community Development Corporation,2019,2020,4,religious,TRUE,TRUE,FALSE,FALSE
Force for Good Community Development Corporation,2019,2020,4,international,TRUE,TRUE,FALSE,FALSE
Force for Good Community Development Corporation,2019,2020,4,political,TRUE,TRUE,FALSE,FALSE
Force for Good Community Development Corporation,2019,2020,4,social,TRUE,TRUE,FALSE,FALSE
Force for Good Community Development Corporation,2019,2020,4,social,TRUE,TRUE,FALSE,FALSE
Foundation for California Community Colleges,1998,2000,11,economic,TRUE,FALSE,FALSE,FALSE
Foundation for California Community Colleges,1998,2000,11,sustainable,TRUE,FALSE,FALSE,FALSE
Foundation for California Community Colleges,1998,2000,11,political,TRUE,FALSE,FALSE,FALSE
Foundation for California Community Colleges,1998,2000,11,social,TRUE,FALSE,FALSE,FALSE
Foundation for California Community Colleges,1998,2000,11,social,TRUE,FALSE,FALSE,FALSE
"Foundation for Independent Artists, Inc",1981,1981,24,interdisciplinary,TRUE,FALSE,FALSE,FALSE
Foundation For Montana History,1985,2001,8,fiscal,FALSE,FALSE,TRUE,FALSE
Foundation For Montana History,1985,2001,8,dedicated,FALSE,FALSE,TRUE,FALSE
Foundation For Montana History,1985,2001,8,historic,FALSE,FALSE,TRUE,FALSE
Foundation For Montana History,1985,2001,8,public,FALSE,FALSE,TRUE,FALSE
Foundry Community Foundation,2014,2018,6,economic,TRUE,FALSE,FALSE,TRUE
Foundry Community Foundation,2014,2018,6,sustainable,TRUE,FALSE,FALSE,TRUE
Fundación Comunitaria de Puerto Rico,1986,2000,4,economic,FALSE,FALSE,TRUE,FALSE
Fundación Comunitaria de Puerto Rico,1986,2000,4,sustainable,FALSE,FALSE,TRUE,FALSE
Fundación Comunitaria de Puerto Rico,1986,2000,4,political,FALSE,FALSE,TRUE,FALSE
Fundación Comunitaria de Puerto Rico,1986,2000,4,social,FALSE,FALSE,TRUE,FALSE
Fund for Constitutional Government,1973,2006,7,economic,TRUE,FALSE,FALSE,FALSE
Fund for Constitutional Government,1973,2006,7,sustainable,TRUE,FALSE,FALSE,FALSE
Fund for Constitutional Government,1973,2006,7,religious,TRUE,FALSE,FALSE,FALSE
Fund for Constitutional Government,1973,2006,7,international,TRUE,FALSE,FALSE,FALSE
Fund for Constitutional Government,1973,2006,7,political,TRUE,FALSE,FALSE,FALSE
Fund for Constitutional Government,1973,2006,7,social,TRUE,FALSE,FALSE,FALSE
Global Peace Media,1993,2019,12,economic,FALSE,TRUE,TRUE,FALSE
Global Peace Media,1993,2019,12,sustainable,FALSE,TRUE,TRUE,FALSE
Global Peace Media,1993,2019,12,religious,FALSE,TRUE,TRUE,FALSE
Global Peace Media,1993,2019,12,international,FALSE,TRUE,TRUE,FALSE
Global Peace Media,1993,2019,12,political,FALSE,TRUE,TRUE,FALSE
Global Peace Media,1993,2019,12,social,FALSE,TRUE,TRUE,FALSE
Global Peace Media,1993,2019,12,social,FALSE,TRUE,TRUE,FALSE
Goodnation Foundation,2017,2019,15,economic,TRUE,TRUE,FALSE,FALSE
Goodnation Foundation,2017,2019,15,sustainable,TRUE,TRUE,FALSE,FALSE
Goodnation Foundation,2017,2019,15,religious,TRUE,TRUE,FALSE,FALSE
Goodnation Foundation,2017,2019,15,international,TRUE,TRUE,FALSE,FALSE
Goodnation Foundation,2017,2019,15,political,TRUE,TRUE,FALSE,FALSE
Goodnation Foundation,2017,2019,15,social,TRUE,TRUE,FALSE,FALSE
Goodnation Foundation,2017,2019,15,social,TRUE,TRUE,FALSE,FALSE
The Gotham Center for New York City History,2000,2000,2,public,TRUE,FALSE,FALSE,FALSE
The Gotham Center for New York City History,2000,2000,2,limited,TRUE,FALSE,FALSE,FALSE
The Gotham Center for New York City History,2000,2000,2,historical,TRUE,FALSE,FALSE,FALSE
Grant Assistance Services Inc.,2008,2010,5,economic,TRUE,TRUE,FALSE,FALSE
Grant Assistance Services Inc.,2008,2010,5,sustainable,TRUE,TRUE,FALSE,FALSE
Grant Assistance Services Inc.,2008,2010,5,social,TRUE,TRUE,FALSE,FALSE
Green Umbrella,2002,2012,3,sustainable,FALSE,TRUE,TRUE,FALSE
"Hired to Home, Inc.",2019,2021,0,homeless,FALSE,FALSE,TRUE,FALSE
"Hired to Home, Inc.",2019,2021,0,homeless,FALSE,FALSE,TRUE,FALSE
"Hired to Home, Inc.",2019,2021,0,intentional,FALSE,FALSE,TRUE,FALSE
"Hired to Home, Inc.",2019,2021,0,homeless,FALSE,FALSE,TRUE,FALSE
Hudson County Latino Foundation,2017,2019,9,economic,TRUE,FALSE,FALSE,FALSE
Hudson County Latino Foundation,2017,2019,9,sustainable,TRUE,FALSE,FALSE,FALSE
Hudson County Latino Foundation,2017,2019,9,religious,TRUE,FALSE,FALSE,FALSE
Hudson County Latino Foundation,2017,2019,9,international,TRUE,FALSE,FALSE,FALSE
Hudson County Latino Foundation,2017,2019,9,political,TRUE,FALSE,FALSE,FALSE
Hudson County Latino Foundation,2017,2019,9,social,TRUE,FALSE,FALSE,FALSE
Hudson County Latino Foundation,2017,2019,9,social,TRUE,FALSE,FALSE,FALSE
Image Essays,2017,2017,1,political,FALSE,FALSE,FALSE,TRUE
Image Essays,2017,2017,1,social,FALSE,FALSE,FALSE,TRUE
Ink People Inc.,1981,1985,100,economic,TRUE,FALSE,FALSE,FALSE
Ink People Inc.,1981,1985,100,traditional,TRUE,FALSE,FALSE,FALSE
Inside and Out Project,2019,2022,1,main,FALSE,FALSE,TRUE,FALSE
Inside and Out Project,2019,2022,1,individual,FALSE,FALSE,TRUE,FALSE
"International Information Policy Foundation, Inc.",2010,2012,1,economic,FALSE,FALSE,TRUE,FALSE
"International Information Policy Foundation, Inc.",2010,2012,1,sustainable,FALSE,FALSE,TRUE,FALSE
"International Information Policy Foundation, Inc.",2010,2012,1,international,FALSE,FALSE,TRUE,FALSE
"International Information Policy Foundation, Inc.",2010,2012,1,political,FALSE,FALSE,TRUE,FALSE
"International Information Policy Foundation, Inc.",2010,2012,1,social,FALSE,FALSE,TRUE,FALSE
The Interreligious Foundation for Community Organization,1967,1973,6,economic,FALSE,FALSE,TRUE,FALSE
The Interreligious Foundation for Community Organization,1967,1973,6,religious,FALSE,FALSE,TRUE,FALSE
The Interreligious Foundation for Community Organization,1967,1973,6,international,FALSE,FALSE,TRUE,FALSE
The Interreligious Foundation for Community Organization,1967,1973,6,political,FALSE,FALSE,TRUE,FALSE
The Interreligious Foundation for Community Organization,1967,1973,6,social,FALSE,FALSE,TRUE,FALSE
The Interreligious Foundation for Community Organization,1967,1973,6,social,FALSE,FALSE,TRUE,FALSE
The Interreligious Foundation for Community Organization,1967,1973,6,progressive,FALSE,FALSE,TRUE,FALSE
The Interreligious Foundation for Community Organization,1967,1973,6,domestic,FALSE,FALSE,TRUE,FALSE
The Interreligious Foundation for Community Organization,1967,1973,6,international,FALSE,FALSE,TRUE,FALSE
The Interreligious Foundation for Community Organization,1967,1973,6,committed,FALSE,FALSE,TRUE,FALSE
The Interreligious Foundation for Community Organization,1967,1973,6,social,FALSE,FALSE,TRUE,FALSE
ioby,2009,2009,250,economic,FALSE,FALSE,TRUE,FALSE
ioby,2009,2009,250,sustainable,FALSE,FALSE,TRUE,FALSE
ioby,2009,2009,250,religious,FALSE,FALSE,TRUE,FALSE
ioby,2009,2009,250,political,FALSE,FALSE,TRUE,FALSE
ioby,2009,2009,250,social,FALSE,FALSE,TRUE,FALSE
ioby,2009,2009,250,social,FALSE,FALSE,TRUE,FALSE
Ladies In Transit Holistic Community Development Corporation,2011,2015,32,economic,TRUE,FALSE,FALSE,FALSE
Ladies In Transit Holistic Community Development Corporation,2011,2015,32,sustainable,TRUE,FALSE,FALSE,FALSE
Ladies In Transit Holistic Community Development Corporation,2011,2015,32,religious,TRUE,FALSE,FALSE,FALSE
Ladies In Transit Holistic Community Development Corporation,2011,2015,32,nondenomnational,TRUE,FALSE,FALSE,FALSE
Ladies In Transit Holistic Community Development Corporation,2011,2015,32,political,TRUE,FALSE,FALSE,FALSE
Ladies In Transit Holistic Community Development Corporation,2011,2015,32,social,TRUE,FALSE,FALSE,FALSE
Ladies In Transit Holistic Community Development Corporation,2011,2015,32,social,TRUE,FALSE,FALSE,FALSE
"Land Conservation and Advocacy Trust, Inc.",2009,2011,9,sustainable,TRUE,TRUE,FALSE,FALSE
The Learners Lab Foundation (TLLF),2015,2015,37,unable,FALSE,FALSE,TRUE,FALSE
Local Color,2015,2021,9,economic,FALSE,FALSE,TRUE,FALSE
Local Media Foundation,2001,2020,22,social,FALSE,FALSE,TRUE,FALSE
Local Media Foundation,2001,2020,22,unhoused,FALSE,FALSE,TRUE,FALSE
Lokahi Pacific,1974,2017,20,economic,FALSE,FALSE,TRUE,FALSE
Lokahi Pacific,1974,2017,20,sustainable,FALSE,FALSE,TRUE,FALSE
Lokahi Pacific,1974,2017,20,social,FALSE,FALSE,TRUE,FALSE
Lokahi Pacific,1974,2017,20,oriented,FALSE,FALSE,TRUE,FALSE
Lokahi Pacific,1974,2017,20,broad,FALSE,FALSE,TRUE,FALSE
Lokahi Pacific,1974,2017,20,pacific,FALSE,FALSE,TRUE,FALSE
Lokahi Pacific,1974,2017,20,successful,FALSE,FALSE,TRUE,FALSE
Lokahi Pacific,1974,2017,20,economic,FALSE,FALSE,TRUE,FALSE
Lokahi Pacific,1974,2017,20,affordable,FALSE,FALSE,TRUE,FALSE
Lokahi Pacific,1974,2017,20,special,FALSE,FALSE,TRUE,FALSE
Lokahi Pacific,1974,2017,20,rental,FALSE,FALSE,TRUE,FALSE
Los Altos Community Foundation,1991,1997,12,economic,TRUE,TRUE,FALSE,FALSE
Los Altos Community Foundation,1991,1997,12,social,TRUE,TRUE,FALSE,FALSE
MarinLink,2004,2005,80,economic,FALSE,TRUE,FALSE,FALSE
MarinLink,2004,2005,80,sustainable,FALSE,TRUE,FALSE,FALSE
MarinLink,2004,2005,80,religious,FALSE,TRUE,FALSE,FALSE
MarinLink,2004,2005,80,political,FALSE,TRUE,FALSE,FALSE
MarinLink,2004,2005,80,social,FALSE,TRUE,FALSE,FALSE
MarinLink,2004,2005,80,social,FALSE,TRUE,FALSE,FALSE
Mayan Spring Inc.,2015,2018,2,sustainable,TRUE,FALSE,FALSE,FALSE
Maysles Documentary Center,2005,2005,4,experimental,FALSE,FALSE,TRUE,FALSE
"Milwaukee, Film",2009,2016,12,fiscal,FALSE,FALSE,FALSE,FALSE
"Milwaukee, Film",2009,2016,12,eligible,FALSE,FALSE,FALSE,FALSE
"Milwaukee, Film",2009,2016,12,fiscal,FALSE,FALSE,FALSE,FALSE
Ministry Movement,2016,2016,4,religious,TRUE,TRUE,FALSE,FALSE
Ministry Movement,2016,2016,4,political,TRUE,TRUE,FALSE,FALSE
Ministry Movement,2016,2016,4,social,TRUE,TRUE,FALSE,FALSE
Ministry Movement,2016,2016,4,social,TRUE,TRUE,FALSE,FALSE
Ministry Movement,2016,2016,4,social,TRUE,TRUE,FALSE,FALSE
Mockingbird Incubator,2019,2021,4,sustainable,TRUE,FALSE,FALSE,FALSE
Mockingbird Incubator,2019,2021,4,political,TRUE,FALSE,FALSE,FALSE
Mockingbird Incubator,2019,2021,4,social,TRUE,FALSE,FALSE,FALSE
Mockingbird Incubator,2019,2021,4,social,TRUE,FALSE,FALSE,FALSE
