"holiday","temp","hum","windspeed","year","month","date","cnt","over_load","seasons","weather_cond","wkday","bizday","hour","mnth"
0,-1.6462066558277,0.0661958823431994,-0.456085516247529,2011,1,3,52,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","20-23 hr","Jan"
0,-1.85393830175198,0.325357459104286,-0.456085516247529,2011,1,3,20,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","20-23 hr","Jan"
0,-1.6462066558277,-0.400294955826758,-0.699668517093971,2011,1,3,12,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","20-23 hr","Jan"
0,-1.75007247878984,-0.400294955826758,-0.699668517093971,2011,1,4,5,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","0-3 hr","Jan"
0,-1.75007247878984,-0.192965694417888,-0.699668517093971,2011,1,4,2,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","0-3 hr","Jan"
0,-1.85393830175198,0.0143635669909819,-0.456085516247529,2011,1,4,1,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","0-3 hr","Jan"
0,-1.85393830175198,0.0143635669909819,-0.821460017517193,2011,1,4,2,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","4-7 hr","Jan"
0,-1.95780412471412,0.273525143752069,-0.699668517093971,2011,1,4,4,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","4-7 hr","Jan"
0,-1.95780412471412,0.584519035865374,-0.699668517093971,2011,1,4,36,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","4-7 hr","Jan"
0,-1.95780412471412,0.584519035865374,-0.456085516247529,2011,1,4,94,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","4-7 hr","Jan"
0,-1.85393830175198,0.325357459104286,-0.211685122780796,2011,1,4,179,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","8-11 hr","Jan"
0,-1.75007247878984,0.0661958823431994,0.276298271532379,2011,1,4,100,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","8-11 hr","Jan"
0,-1.75007247878984,0.325357459104286,1.13047355973551,2011,1,4,42,FALSE,"spring","Mist or Cloudy","monday-thursday","neither weekend nor holiday","8-11 hr","Jan"
0,-1.43847500990342,-0.607624217235628,0.886073166268775,2011,1,4,57,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","8-11 hr","Jan"
0,-1.43847500990342,-0.607624217235628,-0.211685122780796,2011,1,4,78,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","12-15 hr","Jan"
0,-1.33460918694128,-0.34846264047454,0.0318978780656464,2011,1,4,97,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","12-15 hr","Jan"
0,-1.23074336397914,-0.55579190188341,0.276298271532379,2011,1,4,63,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","12-15 hr","Jan"
0,-1.126877541017,-0.55579190188341,0.519881272378821,2011,1,4,65,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","12-15 hr","Jan"
0,-1.02301171805486,-0.711288847940063,0.519881272378821,2011,1,4,83,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","16-19 hr","Jan"
0,-1.126877541017,-0.76312116329228,0.276298271532379,2011,1,4,212,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","16-19 hr","Jan"
0,-1.23074336397914,-0.76312116329228,0.0318978780656464,2011,1,4,182,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","16-19 hr","Jan"
0,-1.33460918694128,-0.76312116329228,-0.699668517093971,2011,1,4,112,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","16-19 hr","Jan"
0,-1.33460918694128,-0.76312116329228,-0.699668517093971,2011,1,4,54,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","20-23 hr","Jan"
0,-1.43847500990342,0.0661958823431994,-1.5538438052971,2011,1,4,48,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","20-23 hr","Jan"
0,-1.43847500990342,0.0661958823431994,-0.821460017517193,2011,1,4,35,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","20-23 hr","Jan"
0,-1.54234083286556,0.325357459104286,-0.821460017517193,2011,1,4,11,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","20-23 hr","Jan"
0,-1.54234083286556,0.0661958823431994,-1.5538438052971,2011,1,5,6,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","0-3 hr","Jan"
0,-1.75007247878984,0.584519035865374,-0.821460017517193,2011,1,5,6,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","0-3 hr","Jan"
0,-1.75007247878984,0.584519035865374,-0.821460017517193,2011,1,5,2,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","0-3 hr","Jan"
0,-1.33460918694128,-0.76312116329228,0.276298271532379,2011,1,5,2,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","4-7 hr","Jan"
0,-1.43847500990342,-0.814953478644498,-0.211685122780796,2011,1,5,3,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","4-7 hr","Jan"
0,-1.54234083286556,-0.814953478644498,0.276298271532379,2011,1,5,33,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","4-7 hr","Jan"
0,-1.6462066558277,-1.02228274005337,0.0318978780656464,2011,1,5,88,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","4-7 hr","Jan"
0,-1.54234083286556,-1.17777968611002,0.886073166268775,2011,1,5,195,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","8-11 hr","Jan"
0,-1.43847500990342,-1.33327663216667,1.13047355973551,2011,1,5,115,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","8-11 hr","Jan"
0,-1.43847500990342,-1.33327663216667,1.13047355973551,2011,1,5,57,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","8-11 hr","Jan"
0,-1.23074336397914,-1.54060589357554,1.13047355973551,2011,1,5,46,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","8-11 hr","Jan"
0,-1.23074336397914,-1.54060589357554,1.13047355973551,2011,1,5,79,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","12-15 hr","Jan"
0,-1.126877541017,-1.69610283963219,0.886073166268775,2011,1,5,71,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","12-15 hr","Jan"
0,-1.02301171805486,-1.79976747033663,0.0318978780656464,2011,1,5,62,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","12-15 hr","Jan"
0,-1.02301171805486,-1.79976747033663,0.0318978780656464,2011,1,5,62,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","12-15 hr","Jan"
0,-1.02301171805486,-1.79976747033663,-0.821460017517193,2011,1,5,89,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","16-19 hr","Jan"
0,-1.33460918694128,-1.28144431681445,0.0318978780656464,2011,1,5,190,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","16-19 hr","Jan"
0,-1.33460918694128,-1.28144431681445,-0.456085516247529,2011,1,5,169,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","16-19 hr","Jan"
0,-1.33460918694128,-1.28144431681445,-0.699668517093971,2011,1,5,132,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","16-19 hr","Jan"
0,-1.43847500990342,-0.814953478644498,-0.211685122780796,2011,1,5,89,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","20-23 hr","Jan"
0,-1.54234083286556,-0.607624217235628,0.0318978780656464,2011,1,5,43,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","20-23 hr","Jan"
0,-1.6462066558277,-0.400294955826758,-0.456085516247529,2011,1,5,42,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","20-23 hr","Jan"
0,-1.54234083286556,-0.814953478644498,-1.5538438052971,2011,1,5,19,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","20-23 hr","Jan"
0,-1.6462066558277,-0.400294955826758,-1.5538438052971,2011,1,6,11,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","0-3 hr","Jan"
0,-1.75007247878984,0.0661958823431994,-1.5538438052971,2011,1,6,4,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","0-3 hr","Jan"
0,-1.75007247878984,0.0661958823431994,-1.5538438052971,2011,1,6,2,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","0-3 hr","Jan"
0,-1.75007247878984,0.0661958823431994,-0.821460017517193,2011,1,6,1,FALSE,"spring","Mist or Cloudy","monday-thursday","neither weekend nor holiday","4-7 hr","Jan"
0,-1.85393830175198,0.325357459104286,-0.821460017517193,2011,1,6,4,FALSE,"spring","Mist or Cloudy","monday-thursday","neither weekend nor holiday","4-7 hr","Jan"
0,-1.85393830175198,0.0143635669909819,-0.699668517093971,2011,1,6,36,FALSE,"spring","Mist or Cloudy","monday-thursday","neither weekend nor holiday","4-7 hr","Jan"
0,-1.75007247878984,-0.192965694417888,-1.5538438052971,2011,1,6,95,FALSE,"spring","Mist or Cloudy","monday-thursday","neither weekend nor holiday","4-7 hr","Jan"
0,-1.75007247878984,-0.192965694417888,-1.5538438052971,2011,1,6,219,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","8-11 hr","Jan"
0,-1.6462066558277,-0.607624217235628,-1.5538438052971,2011,1,6,122,FALSE,"spring","Mist or Cloudy","monday-thursday","neither weekend nor holiday","8-11 hr","Jan"
0,-1.54234083286556,-0.814953478644498,-1.5538438052971,2011,1,6,45,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","8-11 hr","Jan"
0,-1.43847500990342,-0.97045042470115,-0.821460017517193,2011,1,6,59,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","8-11 hr","Jan"
0,-1.23074336397914,-1.43694126287111,-1.5538438052971,2011,1,6,84,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","12-15 hr","Jan"
0,-1.23074336397914,-1.43694126287111,-0.699668517093971,2011,1,6,67,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","12-15 hr","Jan"
0,-1.126877541017,-1.38510894751889,-0.211685122780796,2011,1,6,70,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","12-15 hr","Jan"
0,-1.126877541017,-1.38510894751889,-1.5538438052971,2011,1,6,62,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","12-15 hr","Jan"
0,-1.23074336397914,-1.28144431681445,-0.211685122780796,2011,1,6,86,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","16-19 hr","Jan"
0,-1.43847500990342,-0.607624217235628,-0.211685122780796,2011,1,6,172,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","16-19 hr","Jan"
0,-1.43847500990342,-0.607624217235628,-0.456085516247529,2011,1,6,163,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","16-19 hr","Jan"
0,-1.43847500990342,-0.400294955826758,-0.821460017517193,2011,1,6,112,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","16-19 hr","Jan"
0,-1.54234083286556,-0.607624217235628,-0.211685122780796,2011,1,6,69,FALSE,"spring","Clear or Few Cloudy","monday-thursday","neither weekend nor holiday","20-23 hr","Jan"
0,-1.43847500990342,-0.400294955826758,0.276298271532379,2011,1,6,48,FALSE,"spring","Mist or Cloudy","monday-thursday","neither weekend nor holiday","20-23 hr","Jan"
0,-1.43847500990342,-0.607624217235628,0.764281665845554,2011,1,6,52,FALSE,"spring","Mist or Cloudy","monday-thursday","neither weekend nor holiday","20-23 hr","Jan"
0,-1.54234083286556,-0.192965694417888,0.0318978780656464,2011,1,6,23,FALSE,"spring","Mist or Cloudy","monday-thursday","neither weekend nor holiday","20-23 hr","Jan"
0,-1.54234083286556,0.0661958823431994,0.0318978780656464,2011,1,7,17,FALSE,"spring","Mist or Cloudy","friday","neither weekend nor holiday","0-3 hr","Jan"
0,-1.54234083286556,0.325357459104286,0.276298271532379,2011,1,7,7,FALSE,"spring","Mist or Cloudy","friday","neither weekend nor holiday","0-3 hr","Jan"
0,-1.54234083286556,0.325357459104286,0.276298271532379,2011,1,7,1,FALSE,"spring","Mist or Cloudy","friday","neither weekend nor holiday","0-3 hr","Jan"
0,-1.54234083286556,0.325357459104286,-0.456085516247529,2011,1,7,1,FALSE,"spring","Mist or Cloudy","friday","neither weekend nor holiday","4-7 hr","Jan"
0,-1.43847500990342,-0.400294955826758,-1.5538438052971,2011,1,7,5,FALSE,"spring","Light Snow or Light Rain","friday","neither weekend nor holiday","4-7 hr","Jan"
0,-1.54234083286556,0.325357459104286,-1.5538438052971,2011,1,7,34,FALSE,"spring","Mist or Cloudy","friday","neither weekend nor holiday","4-7 hr","Jan"
0,-1.54234083286556,0.325357459104286,-0.456085516247529,2011,1,7,84,FALSE,"spring","Clear or Few Cloudy","friday","neither weekend nor holiday","4-7 hr","Jan"
0,-1.54234083286556,-0.607624217235628,0.519881272378821,2011,1,7,210,FALSE,"spring","Clear or Few Cloudy","friday","neither weekend nor holiday","8-11 hr","Jan"
0,-1.54234083286556,-0.814953478644498,0.886073166268775,2011,1,7,134,FALSE,"spring","Clear or Few Cloudy","friday","neither weekend nor holiday","8-11 hr","Jan"
0,-1.43847500990342,-1.33327663216667,1.13047355973551,2011,1,7,63,FALSE,"spring","Clear or Few Cloudy","friday","neither weekend nor holiday","8-11 hr","Jan"
0,-1.54234083286556,-1.17777968611002,0.276298271532379,2011,1,7,67,FALSE,"spring","Mist or Cloudy","friday","neither weekend nor holiday","8-11 hr","Jan"
0,-1.54234083286556,-1.33327663216667,0.519881272378821,2011,1,7,59,FALSE,"spring","Mist or Cloudy","friday","neither weekend nor holiday","12-15 hr","Jan"
0,-1.54234083286556,-1.33327663216667,0.764281665845554,2011,1,7,73,FALSE,"spring","Mist or Cloudy","friday","neither weekend nor holiday","12-15 hr","Jan"
0,-1.54234083286556,-1.17777968611002,0.519881272378821,2011,1,7,50,FALSE,"spring","Mist or Cloudy","friday","neither weekend nor holiday","12-15 hr","Jan"
0,-1.54234083286556,-1.33327663216667,-0.211685122780796,2011,1,7,72,FALSE,"spring","Mist or Cloudy","friday","neither weekend nor holiday","12-15 hr","Jan"
0,-1.54234083286556,-1.33327663216667,-0.211685122780796,2011,1,7,87,FALSE,"spring","Mist or Cloudy","friday","neither weekend nor holiday","16-19 hr","Jan"
0,-1.54234083286556,-1.33327663216667,-1.5538438052971,2011,1,7,187,FALSE,"spring","Mist or Cloudy","friday","neither weekend nor holiday","16-19 hr","Jan"
0,-1.54234083286556,-1.17777968611002,-0.821460017517193,2011,1,7,123,FALSE,"spring","Clear or Few Cloudy","friday","neither weekend nor holiday","16-19 hr","Jan"
0,-1.75007247878984,-0.400294955826758,-0.821460017517193,2011,1,7,95,FALSE,"spring","Clear or Few Cloudy","friday","neither weekend nor holiday","16-19 hr","Jan"
0,-1.6462066558277,-0.814953478644498,-0.699668517093971,2011,1,7,51,FALSE,"spring","Clear or Few Cloudy","friday","neither weekend nor holiday","20-23 hr","Jan"
0,-1.6462066558277,-0.814953478644498,-0.456085516247529,2011,1,7,39,FALSE,"spring","Clear or Few Cloudy","friday","neither weekend nor holiday","20-23 hr","Jan"
0,-1.6462066558277,-1.02228274005337,-0.211685122780796,2011,1,7,36,FALSE,"spring","Mist or Cloudy","friday","neither weekend nor holiday","20-23 hr","Jan"
0,-1.6462066558277,-0.607624217235628,-0.211685122780796,2011,1,7,15,FALSE,"spring","Mist or Cloudy","friday","neither weekend nor holiday","20-23 hr","Jan"
0,-1.6462066558277,-0.607624217235628,-0.211685122780796,2011,1,8,25,FALSE,"spring","Mist or Cloudy","saturday","weekend or holiday","0-3 hr","Jan"
