"sales","price","brand","feat","feat_char"
43584.0000213917,1.99,"tropicana",1,"Ad"
25728.0000005482,1.79,"tropicana",0,"No Ad"
31807.999985486,1.79,"tropicana",0,"No Ad"
20736.0000009953,1.91,"tropicana",0,"No Ad"
15168.0000000788,2.81,"tropicana",0,"No Ad"
28095.9999877827,2.5,"tropicana",1,"Ad"
12415.9999997144,2.58,"tropicana",0,"No Ad"
5375.99999998395,3.19,"tropicana",0,"No Ad"
9792.00000046896,2.67,"tropicana",0,"No Ad"
16959.9999992216,2.39,"tropicana",1,"Ad"
8319.99999987309,3.19,"tropicana",0,"No Ad"
6912.00000011134,3.19,"tropicana",0,"No Ad"
6976.00000007802,3.19,"tropicana",0,"No Ad"
7232.0000002024,3.19,"tropicana",0,"No Ad"
51520.0000114254,2.49,"tropicana",1,"Ad"
22271.9999970123,2.21,"tropicana",0,"No Ad"
46144.0000163986,1.99,"tropicana",1,"Ad"
4351.9999998443,3.19,"tropicana",1,"Ad"
17280.000000725,2.69,"tropicana",0,"No Ad"
5696.00000004664,3.19,"tropicana",0,"No Ad"
6847.99999985223,3.19,"tropicana",0,"No Ad"
4416.00000019019,3.19,"tropicana",0,"No Ad"
4671.99999996233,3.16,"tropicana",0,"No Ad"
7168.00000032424,3.09,"tropicana",1,"Ad"
5055.99999986504,3.19,"tropicana",0,"No Ad"
13375.9999996725,2.79,"tropicana",1,"Ad"
8127.99999985156,2.75,"tropicana",0,"No Ad"
19456.0000006636,2.49,"tropicana",1,"Ad"
10047.9999999198,2.64,"tropicana",0,"No Ad"
6336.00000003636,3.19,"tropicana",0,"No Ad"
16192.0000002074,2.79,"tropicana",1,"Ad"
5824.00000013674,2.97,"tropicana",0,"No Ad"
4479.99999995954,3.17,"minute.maid",0,"No Ad"
4671.99999996233,3.17,"minute.maid",0,"No Ad"
20160.0000002962,2.39,"minute.maid",1,"Ad"
2687.99999988431,3.17,"minute.maid",0,"No Ad"
3008.00000009105,3.17,"minute.maid",0,"No Ad"
4671.99999996233,3.17,"minute.maid",0,"No Ad"
2752.0000001287,3.17,"minute.maid",0,"No Ad"
26175.9999894648,2.19,"minute.maid",1,"Ad"
3711.99999997739,3.17,"minute.maid",0,"No Ad"
30656.0000070329,1.99,"minute.maid",1,"Ad"
3840.00000007,2.98,"minute.maid",0,"No Ad"
2816.00000006214,3.17,"minute.maid",0,"No Ad"
23104.0000071032,1.99,"minute.maid",1,"Ad"
3391.99999995999,3.17,"minute.maid",0,"No Ad"
26304.0000037902,1.99,"minute.maid",1,"Ad"
6336.00000003636,1.99,"minute.maid",0,"No Ad"
9920.00000020912,3.17,"minute.maid",0,"No Ad"
25279.9999934071,1.99,"minute.maid",1,"Ad"
14847.9999996142,1.99,"minute.maid",0,"No Ad"
12288.0000001542,1.99,"minute.maid",0,"No Ad"
6271.99999981031,1.99,"minute.maid",0,"No Ad"
9151.99999982081,1.99,"minute.maid",0,"No Ad"
4160.00000018591,2.59,"minute.maid",0,"No Ad"
10176.0000002045,2.59,"minute.maid",0,"No Ad"
29055.999988348,1.99,"minute.maid",1,"Ad"
7104.00000019887,2.59,"minute.maid",0,"No Ad"
7488.00000031879,2.49,"minute.maid",0,"No Ad"
4224.00000005872,2.49,"minute.maid",0,"No Ad"
8960.00000027798,2.49,"minute.maid",0,"No Ad"
22464.0000039191,1.99,"minute.maid",1,"Ad"
3840.00000007,2.59,"minute.maid",0,"No Ad"
12991.999999981,2.59,"minute.maid",0,"No Ad"
70144.0000092848,1.69,"minute.maid",1,"Ad"
21248.0000005065,1.69,"minute.maid",0,"No Ad"
5696.00000004664,2.59,"minute.maid",1,"Ad"
7679.9999996796,2.09,"minute.maid",0,"No Ad"
6336.00000003636,2.09,"minute.maid",0,"No Ad"
8575.99999990925,2.09,"minute.maid",0,"No Ad"
15104.0000002223,2.09,"minute.maid",0,"No Ad"
76480.0000210104,1.39,"minute.maid",1,"Ad"
5055.99999986504,2.39,"minute.maid",0,"No Ad"
4736.00000017124,2.39,"minute.maid",0,"No Ad"
4479.99999995954,2.39,"minute.maid",0,"No Ad"
4032.00000019675,2.39,"minute.maid",0,"No Ad"
14784.000000274,1.79,"minute.maid",1,"Ad"
12095.9999997664,2.39,"minute.maid",0,"No Ad"
41792.000015208,1.69,"minute.maid",1,"Ad"
10560.0000004197,1.69,"minute.maid",0,"No Ad"
4224.00000005872,2.39,"minute.maid",0,"No Ad"
2879.99999991362,2.39,"minute.maid",0,"No Ad"
3967.9999999811,2.39,"minute.maid",0,"No Ad"
3711.99999997739,2.39,"minute.maid",0,"No Ad"
2816.00000006214,2.39,"minute.maid",0,"No Ad"
4288.00000021167,2.39,"minute.maid",0,"No Ad"
18239.9999994834,1.99,"minute.maid",1,"Ad"
7359.99999983129,1.95,"minute.maid",0,"No Ad"
7808.00000005521,1.83,"minute.maid",0,"No Ad"
13503.9999995174,1.79,"minute.maid",0,"No Ad"
10047.9999999198,1.91,"minute.maid",0,"No Ad"
135936.000037858,1.69,"minute.maid",1,"Ad"
5055.99999986504,2.39,"minute.maid",0,"No Ad"
27967.9999872672,1.49,"minute.maid",0,"No Ad"
4736.00000017124,2.39,"minute.maid",0,"No Ad"
7808.00000005521,2.14,"minute.maid",0,"No Ad"
12479.9999997077,1.99,"minute.maid",0,"No Ad"
9664.0000002455,1.99,"minute.maid",0,"No Ad"
7168.00000032424,2.06,"minute.maid",0,"No Ad"
4479.99999995954,2.39,"minute.maid",0,"No Ad"
5951.99999992306,2.22,"minute.maid",0,"No Ad"
21695.9999991295,1.99,"minute.maid",1,"Ad"
12032.0000001249,1.99,"minute.maid",0,"No Ad"
7040.0000003373,2.12,"minute.maid",0,"No Ad"
10240.0000000666,2.49,"minute.maid",1,"Ad"
6847.99999985223,2.49,"minute.maid",1,"Ad"
3967.9999999811,2.61,"minute.maid",0,"No Ad"
5887.9999999487,2.26,"minute.maid",0,"No Ad"
6208.00000022936,1.99,"minute.maid",0,"No Ad"
72256.0000354536,1.99,"minute.maid",1,"Ad"
11519.9999994253,2.11,"minute.maid",0,"No Ad"
5824.00000013674,2.35,"minute.maid",0,"No Ad"
19392.0000006004,1.99,"minute.maid",1,"Ad"
9535.99999995108,2.1,"minute.maid",0,"No Ad"
5312.00000023229,2.28,"minute.maid",0,"No Ad"
14527.9999994033,1.9,"minute.maid",1,"Ad"
12415.9999997144,2.12,"minute.maid",0,"No Ad"
5375.99999998395,2.79,"minute.maid",0,"No Ad"
19008.0000007153,2.09,"minute.maid",1,"Ad"
3903.99999987123,2.79,"minute.maid",0,"No Ad"
6336.00000003636,2.79,"minute.maid",0,"No Ad"
5439.99999972807,2.79,"minute.maid",0,"No Ad"
22400.0000035139,2.09,"minute.maid",1,"Ad"
3967.9999999811,2.84,"minute.maid",0,"No Ad"
3264.00000005223,2.89,"minute.maid",0,"No Ad"
4351.9999998443,2.89,"minute.maid",0,"No Ad"
4479.99999995954,2.89,"minute.maid",0,"No Ad"
3840.00000007,2.52,"minute.maid",0,"No Ad"
13312.0000005193,2,"minute.maid",1,"Ad"
3776.00000013068,2.33,"minute.maid",1,"Ad"
4800.00000001929,2.89,"minute.maid",0,"No Ad"
24959.9999879352,2.29,"minute.maid",1,"Ad"
4543.99999999551,2.86,"minute.maid",0,"No Ad"
3967.9999999811,2.81,"minute.maid",1,"Ad"
49600.0000142343,1.99,"minute.maid",1,"Ad"
23487.9999902703,1.94,"minute.maid",1,"Ad"
19008.0000007153,1.69,"minute.maid",0,"No Ad"
11583.9999997046,1.81,"minute.maid",0,"No Ad"
26752.0000030918,1.99,"minute.maid",1,"Ad"
3903.99999987123,2.83,"minute.maid",0,"No Ad"
3711.99999997739,2.67,"minute.maid",0,"No Ad"
41215.9999808747,2.19,"minute.maid",1,"Ad"
10560.0000004197,1.59,"dominicks",1,"Ad"
8000.00000030421,2.69,"dominicks",0,"No Ad"
6847.99999985223,2.09,"dominicks",1,"Ad"
2879.99999991362,2.09,"dominicks",0,"No Ad"
1599.9999999554,2.09,"dominicks",0,"No Ad"
25344.0000097789,1.89,"dominicks",1,"Ad"
10752.0000003986,1.89,"dominicks",0,"No Ad"
6655.99999999305,1.89,"dominicks",0,"No Ad"
6592.00000007048,1.79,"dominicks",0,"No Ad"
1728.00000006221,2.69,"dominicks",0,"No Ad"
33791.999997772,1.24,"dominicks",1,"Ad"
1919.99999995809,1.59,"dominicks",0,"No Ad"
8960.00000027798,1.59,"dominicks",1,"Ad"
11392.0000005496,1.29,"dominicks",0,"No Ad"
28416.0000059135,0.99,"dominicks",0,"No Ad"
17152.0000005055,1.59,"dominicks",1,"Ad"
26560.0000108798,2.49,"dominicks",1,"Ad"
6336.00000003636,2.69,"dominicks",0,"No Ad"
26368.0000076678,1.39,"dominicks",1,"Ad"
896.000000022462,2.69,"dominicks",0,"No Ad"
1472.00000001645,2.69,"dominicks",0,"No Ad"
1344.00000002272,2.69,"dominicks",0,"No Ad"
111680.000000424,0.99,"dominicks",1,"Ad"
1855.99999991435,2.69,"dominicks",0,"No Ad"
5567.99999992063,2.69,"dominicks",0,"No Ad"
32063.9999857464,1.49,"dominicks",1,"Ad"
4351.9999998443,1.49,"dominicks",0,"No Ad"
704.000000029538,2.69,"dominicks",0,"No Ad"
13760.0000001743,2.69,"dominicks",0,"No Ad"
43327.9999882171,1.09,"dominicks",1,"Ad"
57600.0000182026,1.09,"dominicks",1,"Ad"
704.000000029538,2.69,"dominicks",0,"No Ad"
6015.99999982147,2.69,"dominicks",0,"No Ad"
10368.0000000824,1.59,"dominicks",1,"Ad"
12608.0000000295,1.59,"dominicks",0,"No Ad"
6336.00000003636,1.59,"dominicks",0,"No Ad"
140736.000012042,0.99,"dominicks",1,"Ad"
960.000000036593,2.69,"dominicks",1,"Ad"
1215.99999996825,2.69,"dominicks",0,"No Ad"
1664.00000003136,2.69,"dominicks",0,"No Ad"
4991.99999975407,2.69,"dominicks",0,"No Ad"
27967.9999872672,1.59,"dominicks",1,"Ad"
12159.9999997549,1.59,"dominicks",0,"No Ad"
2239.99999989005,2.69,"dominicks",0,"No Ad"
5503.99999992746,1.49,"dominicks",1,"Ad"
8831.99999985094,1.29,"dominicks",0,"No Ad"
2624.00000009452,1.99,"dominicks",0,"No Ad"
10432.0000003502,1.99,"dominicks",0,"No Ad"
8319.99999987309,1.59,"dominicks",0,"No Ad"
6784.00000019172,1.99,"dominicks",0,"No Ad"
60543.9999750831,0.99,"dominicks",1,"Ad"
20607.9999999159,0.99,"dominicks",0,"No Ad"
16064.0000001373,1.39,"dominicks",0,"No Ad"
12479.9999997077,1.39,"dominicks",0,"No Ad"
17023.9999992957,1.39,"dominicks",0,"No Ad"
13440.0000003072,1.59,"dominicks",1,"Ad"
10112.0000001351,1.59,"dominicks",0,"No Ad"
9088.00000035504,1.56,"dominicks",0,"No Ad"
22847.999996817,1.49,"dominicks",1,"Ad"
6976.00000007802,1.65,"dominicks",0,"No Ad"
4160.00000018591,1.99,"dominicks",0,"No Ad"
3327.99999986322,1.83,"dominicks",0,"No Ad"
12095.9999997664,1.69,"dominicks",1,"Ad"
6208.00000022936,1.76,"dominicks",0,"No Ad"
3008.00000009105,1.99,"dominicks",0,"No Ad"
19456.0000006636,1.5,"dominicks",1,"Ad"
16767.9999996517,1.59,"dominicks",0,"No Ad"
13567.9999995701,1.59,"dominicks",1,"Ad"
6080.00000024191,1.61,"dominicks",0,"No Ad"
10432.0000003502,1.69,"dominicks",1,"Ad"
11711.9999999872,1.69,"dominicks",0,"No Ad"
4032.00000019675,1.76,"dominicks",0,"No Ad"
6336.00000003636,1.82,"dominicks",0,"No Ad"
13632.0000004213,1.47,"dominicks",0,"No Ad"
45119.999992242,1.29,"dominicks",0,"No Ad"
9983.99999990806,1.39,"dominicks",0,"No Ad"
4800.00000001929,1.82,"dominicks",0,"No Ad"
11776.0000003691,1.69,"dominicks",0,"No Ad"
11583.9999997046,1.54,"dominicks",0,"No Ad"
51263.9999780574,1.39,"dominicks",1,"Ad"
14975.9999997398,1.44,"dominicks",0,"No Ad"
30783.9999856721,1.59,"dominicks",0,"No Ad"
12479.9999997077,1.6,"dominicks",0,"No Ad"
3264.00000005223,1.99,"dominicks",0,"No Ad"
8768.000000107,1.48,"dominicks",0,"No Ad"
70847.9999951605,1.29,"dominicks",1,"Ad"
18559.999999254,1.42,"dominicks",0,"No Ad"
9151.99999982081,1.99,"dominicks",0,"No Ad"
9600.00000042309,2,"dominicks",0,"No Ad"
4800.00000001929,2.09,"dominicks",0,"No Ad"
9664.0000002455,1.69,"dominicks",0,"No Ad"
45568.0000104056,1.69,"dominicks",0,"No Ad"
20991.9999990802,1.74,"dominicks",0,"No Ad"
6592.00000007048,2.09,"dominicks",0,"No Ad"
4991.99999975407,2.05,"dominicks",0,"No Ad"
8063.99999991008,1.24,"dominicks",0,"No Ad"
7359.99999983129,1.61,"dominicks",0,"No Ad"
10047.9999999198,1.4,"dominicks",0,"No Ad"
10112.0000001351,1.91,"dominicks",0,"No Ad"
9151.99999982081,1.69,"dominicks",0,"No Ad"
36287.9999968276,1.49,"dominicks",1,"Ad"
3776.00000013068,1.99,"dominicks",1,"Ad"
3327.99999986322,1.97,"dominicks",0,"No Ad"
13823.999999394,1.36,"dominicks",0,"No Ad"
9023.99999965854,1.19,"dominicks",0,"No Ad"
2048.00000008315,2.09,"dominicks",0,"No Ad"
1983.99999991108,2.09,"dominicks",0,"No Ad"
4160.00000018591,1.77,"dominicks",0,"No Ad"
35264.0000171882,1.49,"dominicks",0,"No Ad"
8640.00000001641,1.82,"dominicks",0,"No Ad"
5887.9999999487,3.66,"tropicana",0,"No Ad"
6976.00000007802,3.66,"tropicana",0,"No Ad"
6527.99999971314,3.66,"tropicana",0,"No Ad"
4927.99999993418,3.66,"tropicana",0,"No Ad"
5312.00000023229,3.66,"tropicana",0,"No Ad"
5119.99999982821,3.66,"tropicana",0,"No Ad"
7936.00000028007,3.66,"tropicana",0,"No Ad"
6080.00000024191,3.66,"tropicana",0,"No Ad"
4160.00000018591,3.66,"tropicana",0,"No Ad"
5887.9999999487,3.66,"tropicana",0,"No Ad"
9535.99999995108,3.29,"tropicana",0,"No Ad"
8319.99999987309,3.29,"tropicana",0,"No Ad"
8000.00000030421,3.29,"tropicana",0,"No Ad"
5824.00000013674,3.66,"tropicana",0,"No Ad"
10623.9999998277,3.29,"tropicana",1,"Ad"
6655.99999999305,3.29,"tropicana",0,"No Ad"
5183.99999983354,3.51,"tropicana",0,"No Ad"
4927.99999993418,3.51,"tropicana",0,"No Ad"
5887.9999999487,3.51,"tropicana",0,"No Ad"
5312.00000023229,3.51,"tropicana",0,"No Ad"
9983.99999990806,3.66,"tropicana",0,"No Ad"
8447.99999961103,2.99,"tropicana",0,"No Ad"
10879.9999998919,2.99,"tropicana",0,"No Ad"
5696.00000004664,3.39,"tropicana",0,"No Ad"
5696.00000004664,3.39,"tropicana",0,"No Ad"
32384.0000114271,2.39,"tropicana",0,"No Ad"
10752.0000003986,2.39,"tropicana",0,"No Ad"
6912.00000011134,3.39,"tropicana",0,"No Ad"
13440.0000003072,2.59,"tropicana",0,"No Ad"
7808.00000005521,2.59,"tropicana",0,"No Ad"
5247.99999987445,3.39,"tropicana",0,"No Ad"
6208.00000022936,3.39,"tropicana",0,"No Ad"
21440.0000003272,2.49,"tropicana",0,"No Ad"
7359.99999983129,3.39,"tropicana",0,"No Ad"
6719.99999988444,3.39,"tropicana",0,"No Ad"
6655.99999999305,3.39,"tropicana",0,"No Ad"
6015.99999982147,3.39,"tropicana",0,"No Ad"
6143.99999983099,3.39,"tropicana",0,"No Ad"
4927.99999993418,3.39,"tropicana",0,"No Ad"
67712.0000150378,1.69,"tropicana",1,"Ad"
8640.00000001641,3.39,"tropicana",0,"No Ad"
35519.9999962311,1.99,"tropicana",1,"Ad"
9664.0000002455,3.39,"tropicana",0,"No Ad"
49088.0000134045,1.99,"tropicana",1,"Ad"
14911.9999996216,1.99,"tropicana",0,"No Ad"
6463.99999999398,3.39,"tropicana",0,"No Ad"
25023.9999913658,2.29,"tropicana",1,"Ad"
6271.99999981031,3.39,"tropicana",0,"No Ad"
5055.99999986504,3.39,"tropicana",0,"No Ad"
47615.9999908214,1.99,"tropicana",0,"No Ad"
13887.9999999982,1.99,"tropicana",0,"No Ad"
6143.99999983099,3.39,"tropicana",0,"No Ad"
9344.00000029892,3.39,"tropicana",0,"No Ad"
32896.0000060911,1.99,"tropicana",0,"No Ad"
21055.9999994727,1.99,"tropicana",0,"No Ad"
15359.9999999745,1.99,"tropicana",0,"No Ad"
8000.00000030421,3.39,"tropicana",1,"Ad"
21119.9999995734,2.19,"tropicana",0,"No Ad"
11904.0000003229,2.19,"tropicana",0,"No Ad"
5055.99999986504,3.39,"tropicana",0,"No Ad"
4608.00000011185,3.39,"tropicana",0,"No Ad"
6015.99999982147,3.39,"tropicana",0,"No Ad"
50752.0000002781,1.99,"tropicana",1,"Ad"
5631.99999978667,3.39,"tropicana",0,"No Ad"
6399.99999969431,3.39,"tropicana",0,"No Ad"
5439.99999972807,2.99,"tropicana",0,"No Ad"
8127.99999985156,2.94,"tropicana",0,"No Ad"
7232.0000002024,2.94,"tropicana",0,"No Ad"
7168.00000032424,2.94,"tropicana",0,"No Ad"
7871.9999997474,2.94,"tropicana",0,"No Ad"
7551.99999980866,2.99,"tropicana",0,"No Ad"
69504.0000101787,1.99,"tropicana",1,"Ad"
8960.00000027798,2.99,"tropicana",0,"No Ad"
6912.00000011134,2.99,"tropicana",0,"No Ad"
6655.99999999305,2.99,"tropicana",0,"No Ad"
8192.00000016967,2.99,"tropicana",0,"No Ad"
13440.0000003072,2.39,"tropicana",0,"No Ad"
12159.9999997549,2.39,"tropicana",0,"No Ad"
11839.9999995501,2.29,"tropicana",0,"No Ad"
8640.00000001641,2.29,"tropicana",0,"No Ad"
5887.9999999487,2.99,"tropicana",0,"No Ad"
7424.00000025214,2.99,"tropicana",0,"No Ad"
5631.99999978667,2.99,"tropicana",0,"No Ad"
33600.0000016365,1.99,"tropicana",1,"Ad"
5375.99999998395,2.99,"tropicana",0,"No Ad"
54271.9999917737,1.99,"tropicana",1,"Ad"
33600.0000016365,1.79,"tropicana",0,"No Ad"
24448.0000008252,1.79,"tropicana",0,"No Ad"
22783.9999951766,1.79,"tropicana",0,"No Ad"
19008.0000007153,2.99,"tropicana",0,"No Ad"
15808.0000001952,2.5,"tropicana",1,"Ad"
14144.0000003193,2.5,"tropicana",0,"No Ad"
9600.00000042309,2.99,"tropicana",0,"No Ad"
10112.0000001351,2.99,"tropicana",0,"No Ad"
31871.9999877508,2.24,"tropicana",1,"Ad"
9280.00000018331,2.99,"tropicana",0,"No Ad"
7679.9999996796,2.99,"tropicana",0,"No Ad"
8704.00000003721,2.99,"tropicana",0,"No Ad"
9920.00000020912,2.99,"tropicana",0,"No Ad"
91967.999959654,2.49,"tropicana",1,"Ad"
44095.9999835376,2.49,"tropicana",0,"No Ad"
7296.0000003344,2.99,"tropicana",1,"Ad"
12928.0000005058,2.69,"tropicana",0,"No Ad"
6847.99999985223,2.99,"tropicana",0,"No Ad"
8063.99999991008,2.99,"tropicana",0,"No Ad"
4991.99999975407,2.99,"tropicana",0,"No Ad"
7359.99999983129,2.99,"tropicana",0,"No Ad"
8384.00000032845,2.89,"tropicana",1,"Ad"
8831.99999985094,2.99,"tropicana",0,"No Ad"
17727.9999991666,2.79,"tropicana",1,"Ad"
9600.00000042309,2.99,"tropicana",0,"No Ad"
25664.0000085656,2.49,"tropicana",1,"Ad"
9983.99999990806,2.49,"tropicana",0,"No Ad"
8575.99999990925,2.99,"tropicana",0,"No Ad"
13183.9999993507,2.78,"tropicana",1,"Ad"
7488.00000031879,2.78,"tropicana",0,"No Ad"
4224.00000005872,2.99,"minute.maid",0,"No Ad"
4351.9999998443,2.99,"minute.maid",0,"No Ad"
4927.99999993418,2.99,"minute.maid",0,"No Ad"
31167.9999862156,2.59,"minute.maid",1,"Ad"
10047.9999999198,2.99,"minute.maid",0,"No Ad"
21760.0000006554,2.39,"minute.maid",1,"Ad"
4543.99999999551,2.99,"minute.maid",0,"No Ad"
52223.999983091,1.99,"minute.maid",1,"Ad"
3584.00000001856,2.99,"minute.maid",0,"No Ad"
5119.99999982821,2.99,"minute.maid",0,"No Ad"
4416.00000019019,2.99,"minute.maid",0,"No Ad"
30208.0000016546,2.19,"minute.maid",1,"Ad"
4160.00000018591,2.99,"minute.maid",0,"No Ad"
4991.99999975407,2.99,"minute.maid",0,"No Ad"
13951.9999993197,2.99,"minute.maid",0,"No Ad"
47680.0000124334,1.99,"minute.maid",1,"Ad"
7616.00000021933,2.69,"minute.maid",0,"No Ad"
8896.00000008573,2.99,"minute.maid",0,"No Ad"
28543.9999891608,1.99,"minute.maid",1,"Ad"
5439.99999972807,2.99,"minute.maid",0,"No Ad"
52415.999988849,1.99,"minute.maid",1,"Ad"
11711.9999999872,1.99,"minute.maid",0,"No Ad"
13951.9999993197,2.99,"minute.maid",0,"No Ad"
36160.000017859,1.99,"minute.maid",1,"Ad"
12863.9999997588,1.99,"minute.maid",0,"No Ad"
22207.9999931926,1.99,"minute.maid",0,"No Ad"
9983.99999990806,1.99,"minute.maid",0,"No Ad"
14016.000000334,1.99,"minute.maid",0,"No Ad"
6080.00000024191,2.46,"minute.maid",0,"No Ad"
7808.00000005521,2.46,"minute.maid",0,"No Ad"
40896.0000107472,1.99,"minute.maid",1,"Ad"
6271.99999981031,2.46,"minute.maid",0,"No Ad"
7871.9999997474,2.41,"minute.maid",0,"No Ad"
6143.99999983099,2.41,"minute.maid",0,"No Ad"
8447.99999961103,2.41,"minute.maid",0,"No Ad"
18687.9999994776,1.99,"minute.maid",1,"Ad"
6271.99999981031,2.46,"minute.maid",0,"No Ad"
12095.9999997664,2.46,"minute.maid",0,"No Ad"
73215.999978078,1.69,"minute.maid",1,"Ad"
18944.0000003082,1.69,"minute.maid",0,"No Ad"
6399.99999969431,2.46,"minute.maid",1,"Ad"
8640.00000001641,2.09,"minute.maid",0,"No Ad"
7296.0000003344,2.09,"minute.maid",0,"No Ad"
12479.9999997077,2.09,"minute.maid",0,"No Ad"
14144.0000003193,2.09,"minute.maid",0,"No Ad"
88255.9999864992,1.39,"minute.maid",1,"Ad"
6847.99999985223,2.26,"minute.maid",0,"No Ad"
7808.00000005521,2.26,"minute.maid",0,"No Ad"
6271.99999981031,2.26,"minute.maid",0,"No Ad"
6143.99999983099,2.26,"minute.maid",0,"No Ad"
27775.9999872209,1.69,"minute.maid",1,"Ad"
20800.0000002203,2.26,"minute.maid",0,"No Ad"
45696.0000137428,1.69,"minute.maid",1,"Ad"
14335.9999997891,1.69,"minute.maid",0,"No Ad"
4927.99999993418,2.26,"minute.maid",0,"No Ad"
4608.00000011185,2.26,"minute.maid",0,"No Ad"
5247.99999987445,2.26,"minute.maid",0,"No Ad"
4224.00000005872,2.26,"minute.maid",0,"No Ad"
4288.00000021167,2.26,"minute.maid",0,"No Ad"
16895.9999998988,2.26,"minute.maid",0,"No Ad"
77184.0000272611,1.29,"minute.maid",1,"Ad"
5183.99999983354,2.26,"minute.maid",0,"No Ad"
5247.99999987445,2.26,"minute.maid",0,"No Ad"
20672.0000003653,1.99,"minute.maid",1,"Ad"
12352.0000004378,1.89,"minute.maid",0,"No Ad"
12032.0000001249,1.79,"minute.maid",0,"No Ad"
13440.0000003072,1.79,"minute.maid",0,"No Ad"
5824.00000013674,2.26,"minute.maid",0,"No Ad"
50111.999982437,1.49,"minute.maid",0,"No Ad"
5183.99999983354,2.26,"minute.maid",0,"No Ad"
