"","date","quarter","country","gdp","capital","labor_force","y","k","sk","gy","gk","gn","ga","year","qt"
"13",2019.25,"Q2 2019","Australia",495501,114619,13458.987,36.8156236424034,8.51616841594393,0.231319412069804,-0.000957099520834351,-0.0102091966345637,0.00557696406913648,-0.00288241817715146,2019,"2019 2 Q"
"14",2019.5,"Q3 2019","Australia",499288,112931,13580.8816666667,36.7640343428856,8.31543951061594,0.226184086138661,-0.00140128821445201,-0.023570330637448,0.00905674897127857,-0.00307831100105741,2019,"2019 3 Q"
"15",2019.75,"Q4 2019","Australia",503153,114428,13593.4173333333,37.0144598419844,8.41789795707983,0.227421877639605,0.00681169799710107,0.0123214709617076,0.000923037765461667,0.00329640715199956,2019,"2019 4 Q"
"16",2020,"Q1 2020","Australia",504813,113700,13665.8736666667,36.9396799877729,8.31999495775619,0.225231917561553,-0.00202028759924539,-0.0116303380989912,0.00533025151488023,-0.00353047299241882,2020,"2020 1 Q"
"17",2020.25,"Q2 2020","Australia",503542,113190,13730.1073333333,36.6742945102494,8.24392681368213,0.22478760460895,-0.00718429281497147,-0.00914281131903198,0.0047002971221136,-0.00877283075025801,2020,"2020 2 Q"
"18",2020.5,"Q3 2020","Australia",469358,107440,13238.5726666667,35.4538220862581,8.11567853311878,0.228908423847042,-0.0332786885280159,-0.0155566980956812,-0.0357997686932335,-0.00211272921909246,2020,"2020 3 Q"
"19",2020.75,"Q4 2020","Australia",485304,108479,13476.3586666667,36.0115081531914,8.04957798194545,0.22352793300694,0.0157299279489969,-0.0081447966308162,0.0179616040178349,0.00360383370640596,2020,"2020 4 Q"
"20",2021,"Q1 2021","Australia",500907,112363,13758.1986666667,36.4078911880808,8.1669848446245,0.224319085179484,0.0110071212014557,0.0145854680757662,0.0209136612471677,-0.00848700554266415,2021,"2021 1 Q"
"21",2021.25,"Q2 2021","Australia",510212,118085,13819.3983333333,36.9199865068897,8.5448727326407,0.231443008004516,0.0140655034416429,0.0462701835751436,0.00444823251570529,-6.21272278764646e-05,2021,"2021 2 Q"
"22",2021.5,"Q3 2021","Australia",514273,121875,13833.001,37.1772545957309,8.81045262701853,0.23698502546313,0.0069682606409711,0.0310806143856706,0.000984316852195351,-0.00114842804854079,2021,"2021 3 Q"
"23",2019,"Q1 2019","Austria",84238.524851179,20820.252894019,4556.3,18.4883622349667,4.5695526839802,0.247158327271297,0.0183558264112126,0.0402340220240631,-0.00770956290698426,0.0142157330632498,2019,"2019 1 Q"
"24",2019.25,"Q2 2019","Austria",84960.040596607,21127.127665601,4523.2,18.783171338125,4.67083650194575,0.248671346167468,0.0159456581070597,0.022164930567629,-0.00726466650571744,0.0158920270913819,2019,"2019 2 Q"
"25",2019.5,"Q3 2019","Austria",84523.26605005,21155.008455325,4545,18.5969782288339,4.65456731690319,0.250286216375006,-0.00991276211771511,-0.00348314162479858,0.00481959674566682,-0.0126542978910866,2019,"2019 3 Q"
"26",2019.75,"Q4 2019","Austria",84720.253112926,21279.59674719,4594.9,18.4378883355298,4.63113381078805,0.25117484857872,-0.00855460985900353,-0.00503451868233661,0.0109790979097909,-0.0155114900460691,2019,"2019 4 Q"
"27",2020,"Q1 2020","Austria",84495.008973908,21181.440143139,4573.7,18.4741038926707,4.63113893415375,0.250682737363574,0.0019641922373014,1.10628755503501e-06,-0.00461381096432998,0.00542112311222246,2020,"2020 1 Q"
"28",2020.25,"Q2 2020","Austria",82383.994338769,20662.051855632,4106.375,20.0624624732931,5.03170116115357,0.250801773104957,0.0859775710827609,0.0864932433889544,-0.102176574764414,0.14083542092292,2020,"2020 2 Q"
"29",2020.5,"Q3 2020","Austria",72969.597720312,18865.084322985,4117.20033333333,17.723110806521,4.58201758370879,0.25853348397635,-0.116603416449311,-0.089370088374185,0.00263622619301198,-0.095452929589441,2020,"2020 3 Q"
"30",2020.75,"Q4 2020","Austria",80854.546243032,20576.978370109,4164.44266666667,19.4154542912101,4.94111217686168,0.254493770928587,0.0954879480901518,0.0783704092340539,0.0114743829565109,0.0669889431461312,2020,"2020 4 Q"
"31",2021,"Q1 2021","Austria",79336.95043999,20464.082390591,4119.19533333333,19.2603030494767,4.96798057256272,0.257938857960893,-0.00799112085694083,0.00543772226561921,-0.0108651593874763,-0.0013311081445356,2021,"2021 1 Q"
"32",2021.25,"Q2 2021","Austria",79026.191911856,21307.28404938,4103.27633333333,19.259290745271,5.19274899335645,0.269623064630846,-5.25591006067868e-05,0.0452434178255625,-0.00386458973459722,-0.00942862086229459,2021,"2021 2 Q"
"33",2021.5,"Q3 2021","Austria",82243.173453892,21286.496914447,4126.29366666667,19.9314881823063,5.15874502253806,0.258823875836708,0.0349025021703026,-0.00654835634495281,0.00560950115554177,0.0324397448149092,2021,"2021 3 Q"
"34",2019,"Q1 2019","Belgium",102522.3820288,25271.120064312,5414.9,18.9333841860053,4.66695969718961,0.246493688151071,0.0119985595944369,0.0251178297344748,-0.00226636202830192,0.00751489119809576,2019,"2019 1 Q"
"35",2019.25,"Q2 2019","Belgium",102787.3289728,25627.278739301,5434.5,18.9138520513019,4.71566450258552,0.249323326088983,-0.001031624062108,0.0104360887078672,0.00361964209865378,-0.00635076530147883,2019,"2019 2 Q"
"36",2019.5,"Q3 2019","Belgium",103245.640704,25592.137750036,5426.4,19.0265444316674,4.71622765554253,0.247876206448342,0.00595819297200139,0.00011942176053999,-0.00149047750483032,0.00704961475416774,2019,"2019 3 Q"
"37",2019.75,"Q4 2019","Belgium",103953.0955264,26037.573532889,5482.5,18.9608929368719,4.7492154186756,0.250474248997005,-0.00345052119323744,0.00699452306851716,0.0103383458646617,-0.0129513255542558,2019,"2019 4 Q"
"38",2020,"Q1 2020","Belgium",104632.6611968,26074.614035088,5476.5,19.105753893326,4.76118214828595,0.249201480081302,0.0076399859930893,0.00251972769297602,-0.00109439124487004,0.00783373344945824,2020,"2020 1 Q"
"39",2020.25,"Q2 2020","Belgium",101349.178368,25468.669409373,5467.8,18.5356410929441,4.65793727081696,0.251296259323346,-0.029839848433358,-0.0216847148992511,-0.0015886058614078,-0.0232011655437861,2020,"2020 2 Q"
"40",2020.5,"Q3 2020","Belgium",89552.9967104,20937.381307041,5448.9,16.4350596836793,3.84249689057259,0.233798779227334,-0.113326612159343,-0.175064697704989,-0.00345660046088016,-0.069748248057265,2020,"2020 3 Q"
"41",2020.75,"Q4 2020","Belgium",100194.5674752,24852.277462524,5482.3,18.2760096082301,4.53318451425934,0.248040169130681,0.112013583155952,0.179749689682593,0.00612967754959727,0.0628191684324161,2020,"2020 4 Q"
"42",2021,"Q1 2021","Belgium",100056.0513536,25707.058282499,5484.9,18.2420921718901,4.68687820789787,0.256926572003624,-0.0018558447422105,0.0339041336515358,0.000474253506739772,-0.0109191227570447,2021,"2021 1 Q"
"43",2021.25,"Q2 2021","Belgium",101299.9075328,26406.079041945,5497.8,18.4255352200517,4.80302649095002,0.260672291664185,0.0100560312070033,0.0247815876368259,0.00235191161187999,0.00185732454441541,2021,"2021 2 Q"
"44",2021.5,"Q3 2021","Belgium",103051.3462784,26752.740152268,5506.3,18.7151710365218,4.85856930284728,0.259605925768245,0.0157192620464532,0.0115641277436058,0.0015460729746444,0.0115724426891156,2021,"2021 3 Q"
"45",2019,"Q1 2019","Bulgaria",21839.87997088,4374.5534229289,3303,6.61213441443536,1.32441823279712,0.200301165975347,0.0255999550817796,0.0295260336659636,-0.0208981769675411,0.0363981038660432,2019,"2019 1 Q"
"46",2019.25,"Q2 2019","Bulgaria",22667.64557013,4456.9162634041,3313.1,6.84182353992635,1.34524048878817,0.19662016726065,0.034737516071897,0.0157218131519338,0.00305782621858913,0.0291896946242869,2019,"2019 2 Q"
"47",2019.5,"Q3 2019","Bulgaria",22607.960914072,4507.3282414815,3404.7,6.64022113962229,1.32385474240946,0.199369074398743,-0.0294661794662767,-0.0158973407037248,0.0276478222812471,-0.0484324429086676,2019,"2019 3 Q"
"48",2019.75,"Q4 2019","Bulgaria",22462.708045574,4446.0499058294,3424.4,6.55960403153078,1.29834420798663,0.197930271666663,-0.0121407263999785,-0.0192698893659647,0.00578611918818112,-0.0129675030081553,2019,"2019 4 Q"
"49",2020,"Q1 2020","Bulgaria",22523.438557102,4433.4271429778,3361.1,6.70121048380054,1.31904053523483,0.196836159440667,0.0215876524846754,0.0159405549937352,-0.0184849900712534,0.0332964504786849,2020,"2020 1 Q"
"50",2020.25,"Q2 2020","Bulgaria",22476.995929019,4406.0330487707,3256.1,6.90304226805657,1.35316269425715,0.196024106721587,0.0301187053807572,0.0258689237448183,-0.0312397726934634,0.0501637968688722,2020,"2020 2 Q"
"51",2020.5,"Q3 2020","Bulgaria",20830.766847271,4508.0588939026,3271.8,6.36676045212757,1.37785283143915,0.216413487172854,-0.0776877491262961,0.018246244362769,0.00482171923466732,-0.0854147166575755,2020,"2020 3 Q"
"52",2020.75,"Q4 2020","Bulgaria",21475.479009814,4536.7824940769,3333.6,6.44212833267759,1.36092587415314,0.211254076894101,0.0118377126195828,-0.0122850255845751,0.0188886851274527,-0.000465399028036677,2020,"2020 4 Q"
"53",2021,"Q1 2021","Bulgaria",21777.601361701,4466.3398388978,3299.9,6.59947312394345,1.35347732928204,0.205088694788605,0.024424349087822,-0.00547314516724402,-0.0101091912646988,0.033582739709414,2021,"2021 1 Q"
"54",2021.25,"Q2 2021","Bulgaria",22166.730116313,4262.7581795935,3232.7,6.85703285684196,1.31863710817382,0.192304329832411,0.0390273174935827,-0.0257412668498131,-0.0203642534622262,0.0604255939118087,2021,"2021 2 Q"
"55",2021.5,"Q3 2021","Bulgaria",22369.567342495,4164.9909423462,3245.2,6.89312441220726,1.28343120373049,0.186190053592769,0.00526343625862737,-0.026698705978387,0.00386673678349367,0.00708768090105497,2021,"2021 3 Q"
"56",2019,"Q1 2019","Canada",2078537,431161,19816.7483333333,104.887894070075,21.7574040275192,0.207434844797086,0.0145126016875904,-0.0100368411654338,-0.0115801758548736,0.0257726361506901,2019,"2019 1 Q"
"57",2019.25,"Q2 2019","Canada",2080371,440943,19851.841,104.794865121074,22.211693111989,0.211954021662482,-0.00088693695136323,0.0208797466781966,0.00177085897627672,-0.00670800152555862,2019,"2019 2 Q"
"58",2019.5,"Q3 2019","Canada",2102613,438988,20285.6396666667,103.650317887437,21.6403331230094,0.208782120152401,-0.0109217873634797,-0.0257233875012976,0.0218518104525771,-0.0228407471205766,2019,"2019 3 Q"
"59",2019.75,"Q4 2019","Canada",2112119,447382,20462.8536666667,103.217226414543,21.8631285395336,0.211816663739117,-0.00417839020391619,0.0102953783224032,0.00873593354274144,-0.013244640137171,2019,"2019 4 Q"
"60",2020,"Q1 2020","Canada",2114113,443288,20197.861,104.670143041384,21.947274515851,0.20968037186281,0.014076299832027,0.00384876190821585,-0.0129499370412037,0.023503879430705,2020,"2020 1 Q"
"61",2020.25,"Q2 2020","Canada",2071033,441079,19867.0623333333,104.2445513711,22.2015209193737,0.21297536060507,-0.00406602740684708,0.011584418071551,-0.0163779058914556,0.00635659245523143,2020,"2020 2 Q"
"62",2020.5,"Q3 2020","Canada",1837420,382821,19323.293,95.0883475192349,19.8113748003511,0.208347030074779,-0.0878338841832557,-0.107656864036594,-0.027370394485598,-0.0437360422115184,2020,"2020 3 Q"
"63",2020.75,"Q4 2020","Canada",2004550,434748,20390.268,98.3091541513824,21.3213480077849,0.216880596642638,0.0338717278843862,0.0762174873097185,0.0552170377999236,-0.0258998999349853,2020,"2020 4 Q"
"64",2021,"Q1 2021","Canada",2049436,445821,20208.6466666667,101.413817253802,22.0609033031075,0.217533506779426,0.0315806104652192,0.0346861415634974,-0.00890725582092888,0.0310048416806847,2021,"2021 1 Q"
"65",2021.25,"Q2 2021","Canada",2077183,463277,19997.371,103.872804080096,23.1668952883857,0.223031384331568,0.0242470591570374,0.050133576584888,-0.010454716248525,0.0211886845806398,2021,"2021 2 Q"
"66",2021.5,"Q3 2021","Canada",2071190,459534,20407.96,101.489320833636,22.5173902732071,0.221869553251995,-0.0229461721724863,-0.0280359110313826,0.0205321489509796,-0.0327025473528631,2021,"2021 3 Q"
"67",2019,"Q1 2019","Chile",38627371.2,8381077.1,9092.94533333333,4248.05932335236,921.71202979482,0.216972494882075,0.000695445486444852,0.0229829154722037,0.00828727004811363,-0.010780375413236,2019,"2019 1 Q"
"68",2019.25,"Q2 2019","Chile",38577314.7,8375979.4,9127.84166666667,4226.33477976265,917.629786523101,0.21712188795764,-0.00511399251660423,-0.00442897905176326,0.00383773706473487,-0.00715684457091518,2019,"2019 2 Q"
"69",2019.5,"Q3 2019","Chile",39146455.3,8493410.2,9154.84666666667,4276.03615061457,927.750131624269,0.216964987887422,0.0117599228272012,0.0110287887880295,0.00295853072239595,0.00705042866134673,2019,"2019 3 Q"
"70",2019.75,"Q4 2019","Chile",39330922.2,8560014.4,9159.94866666667,4293.79286186684,934.504625680944,0.217640826128404,0.00415261018074242,0.00728050994166946,0.000557300431756815,0.00213206487701388,2019,"2019 4 Q"
"71",2020,"Q1 2020","Chile",37707721.7,8625584.7,9432.05733333333,3997.82575183668,914.496635799359,0.228748497950222,-0.0689290609844363,-0.021410263076019,0.0297063527939705,-0.0869425646778482,2020,"2020 1 Q"
"72",2020.25,"Q2 2020","Chile",38533577.2,8317387.5,9573.07466666667,4025.20387041098,868.831361878023,0.215847790534225,0.00684825209345951,-0.0499348736055436,0.0149508562500969,0.00590283726990325,2020,"2020 2 Q"
"73",2020.5,"Q3 2020","Chile",33796285.3,6799865.7,7962.17533333333,4244.60450632294,854.021095407512,0.201201571108763,0.0545067139393251,-0.0170461922996171,-0.168273975647811,0.192353421982183,2020,"2020 3 Q"
"74",2020.75,"Q4 2020","Chile",35491764.2,7087927.7,8206.55333333333,4324.80759685552,863.691176076356,0.19970626593986,0.018895303534902,0.0113229997723062,0.0306923660644499,-0.00792887871372251,2020,"2020 4 Q"
"75",2021,"Q1 2021","Chile",37651067.9,7873651.9,8914.94633333333,4223.36450408245,883.196780507821,0.20912160900488,-0.023456093826423,0.0225840033703678,0.086320404099813,-0.0964478392535145,2021,"2021 1 Q"
"76",2021.25,"Q2 2021","Chile",39083114.1,8476878.8,9033.99933333333,4326.22503698805,938.33068691098,0.216893637961157,0.024355116118007,0.0624253933211332,0.0133543148268718,0.00035759655783733,2021,"2021 2 Q"
"77",2021.5,"Q3 2021","Chile",39712716.8,8214353.6,8840.862,4491.9507622673,929.134919196793,0.2068444131226,0.03830723641566,-0.00980013532804711,-0.0213789404013679,0.0572911656769759,2021,"2021 3 Q"
"78",2019,"Q1 2019","Colombia",215978639.7,48036353.7,24776.6236666667,8717.03274044427,1938.777225915,0.222412520824855,0.00158600677355027,0.00526973766152062,0.00560701632160248,-0.00394599455104298,2019,"2019 1 Q"
"79",2019.25,"Q2 2019","Colombia",217486048,49366157.6,24602.278,8840.07765459768,2006.56856247214,0.226985400001383,0.0141154585301162,0.0349660268601247,-0.00703669995606613,0.0116181527386605,2019,"2019 2 Q"
"80",2019.5,"Q3 2019","Colombia",219740344.2,48371800.5,24442.032,8990.26497469605,1979.04169751517,0.220131631613236,0.0169893666058759,-0.0137183774687782,-0.00651346188348897,0.0250888583127902,2019,"2019 3 Q"
"81",2019.75,"Q4 2019","Colombia",220966467.7,48320309.4,24511.8486666667,9014.6798270866,1971.30416628714,0.218677113785442,0.00271569886530297,-0.00390973633235649,0.00285641826615324,0.00133888375817793,2019,"2019 4 Q"
"82",2020,"Q1 2020","Colombia",223031140.1,46120732.5,24879.1916666667,8964.56537206627,1853.78741873647,0.206790551666108,-0.00555920520546426,-0.0596137062764939,0.0149863441552469,-0.00511896377761202,2020,"2020 1 Q"
"83",2020.25,"Q2 2020","Colombia",218280464.9,44986613.7,24163.2093333333,9033.587463023,1861.78139995421,0.206095464019694,0.00769943528682414,0.00431224267515573,-0.0287783599614563,0.0296579721431966,2020,"2020 2 Q"
"84",2020.5,"Q3 2020","Colombia",183528871.3,28267635.9,21285.0286666667,8622.43947020914,1328.05251722627,0.154022828668701,-0.0455132575509787,-0.286676450168141,-0.119114171754334,0.0994093303028226,2020,"2020 3 Q"
"85",2020.75,"Q4 2020","Colombia",201876789.2,36571199.8,23098.4993333333,8739.82271691014,1583.27167805332,0.181156040498389,0.0136136933296613,0.192175503239955,0.0851993527970472,-0.090965035309383,2020,"2020 4 Q"
"86",2021,"Q1 2021","Colombia",215427874.5,37590550.6,24380.772,8835.97428744258,1541.81133394792,0.174492510253124,0.0110015470160975,-0.0261865001945693,0.055513245607963,-0.0302557048597395,2021,"2021 1 Q"
"87",2021.25,"Q2 2021","Colombia",222785481.6,44385909.2,24103.5906666667,9242.83376202925,1841.46461055622,0.199231605584123,0.0460457965755834,0.194351455337291,-0.0113688497367229,0.0164286596311551,2021,"2021 2 Q"
"88",2021.5,"Q3 2021","Colombia",215647338,38516708.2,23871.7406666667,9033.58246938059,1613.48553244728,0.178609708597469,-0.022639300677276,-0.12380312757685,-0.00961889882741115,0.00737400997349933,2021,"2021 3 Q"
"89",2019,"Q1 2019","Costa Rica",8786154.5,1529544.2,2426.256,3621.28089533833,630.413361162219,0.174085739102357,-0.0211344224531119,-0.0458604170702013,0.0169409402399953,-0.0271425419891304,2019,"2019 1 Q"
"90",2019.25,"Q2 2019","Costa Rica",8887010.8,1517222.3,2466.72766666667,3602.75312110524,615.074910985309,0.170723580081618,-0.00511635931278872,-0.024330782184934,0.0166807075043483,-0.0147954384729024,2019,"2019 2 Q"
"91",2019.5,"Q3 2019","Costa Rica",9004530.7,1452993.7,2463.927,3654.5444325258,589.706472634944,0.161362512762603,0.0143754816607218,-0.0412444694089797,-0.00113537732783218,0.0219829628713946,2019,"2019 3 Q"
"92",2019.75,"Q4 2019","Costa Rica",9026493.9,1445959.6,2464.16366666667,3663.10648196933,586.795276450116,0.160190613988007,0.00234285000541526,-0.0049366868432361,9.6052629266152e-05,0.00305299500229093,2019,"2019 4 Q"
"93",2020,"Q1 2020","Costa Rica",9116105.9,1515505.8,2468.99633333333,3692.23144519319,613.814520313181,0.166244865584547,0.00795089178193772,0.0460454351754852,0.0019611792560829,-0.00133906867386101,2020,"2020 1 Q"
"94",2020.25,"Q2 2020","Costa Rica",9032319.6,1498334.8,2524.40533333333,3577.99893730748,593.539706248971,0.165885936985666,-0.0309386097760527,-0.0330308479080378,0.0224419126314351,-0.0441783715482157,2020,"2020 2 Q"
"95",2020.5,"Q3 2020","Costa Rica",8312143.4,1486587.4,2348.244,3539.72730261421,633.063429524359,0.178845254281826,-0.010696379558479,0.0665898555046452,-0.0697832994595678,0.0346972283242993,2020,"2020 3 Q"
"96",2020.75,"Q4 2020","Costa Rica",8446287.4,1526600.9,2331.64533333333,3622.45804679271,654.731179813512,0.180742239483823,0.0233720671412753,0.0342268235355687,-0.00706854426825745,0.022976794152361,2020,"2020 4 Q"
"97",2021,"Q1 2021","Costa Rica",8763146.9,1463451.8,2422.54,3617.33837212182,604.098095387486,0.16700071523393,-0.00141331510393158,-0.0773341578759816,0.0389830586012523,-0.0209713153594659,2021,"2021 1 Q"
"98",2021.25,"Q2 2021","Costa Rica",8930673.6,1392139.5,2448.89533333333,3646.81719077146,568.476521250535,0.155882922425919,0.00814931190204041,-0.0589665393897699,0.0108792149286824,0.00815785727556109,2021,"2021 2 Q"
"99",2021.5,"Q3 2021","Costa Rica",9103553.6,1714150.4,2424.84866666667,3754.27700917692,706.910259416875,0.188294645730432,0.0294667412113218,0.243517072370578,-0.009819393397238,-0.00841576546379081,2021,"2021 3 Q"
"100",2019,"Q1 2019","Croatia, Rep. of",91663.287749603,19811.976382532,1797.7,50.9892016185142,11.0207355968916,0.216138618512708,0.0189724370636076,0.0554625859190841,-0.0134994238050814,0.017566507357048,2019,"2019 1 Q"
"101",2019.25,"Q2 2019","Croatia, Rep. of",93552.862894761,20452.122329367,1796.8,52.0663751640477,11.3825257843761,0.218615675635431,0.0211255228821315,0.0328281342296764,-0.000500639706291423,0.0143399701563108,2019,"2019 2 Q"
"102",2019.5,"Q3 2019","Croatia, Rep. of",94705.805870601,20770.960444509,1785.8,53.0327057176621,11.6311795523065,0.219320877464354,0.0185595895733035,0.0218452189470745,-0.0061219946571683,0.0185477904025563,2019,"2019 3 Q"
"103",2019.75,"Q4 2019","Croatia, Rep. of",93625.633091575,20773.877118254,1806.7,51.821350025779,11.4982438247933,0.221882367384743,-0.0228416724262975,-0.0114292558992351,0.0117034382349648,-0.0294123737227788,2019,"2019 4 Q"
"104",2020,"Q1 2020","Croatia, Rep. of",94471.242944905,21215.087784416,1804.5,52.3531410057661,11.7567679603303,0.224566620731226,0.0102620055193959,0.0224837931319189,-0.00121768971052197,0.00615713332167182,2020,"2020 1 Q"
"105",2020.25,"Q2 2020","Croatia, Rep. of",94500.519068611,20185.593031739,1772.4,53.3178284070249,11.3888473435675,0.213602985789776,0.0184265429490189,-0.0312943674659774,-0.0177888611803823,0.0391002205966069,2020,"2020 2 Q"
"106",2020.5,"Q3 2020","Croatia, Rep. of",81356.893963954,17766.288769834,1782.8,45.6343358559311,9.96538521978573,0.218374717915184,-0.144107379851229,-0.124987374124892,0.00586774994357925,-0.1213996789886,2020,"2020 3 Q"
"107",2020.75,"Q4 2020","Croatia, Rep. of",83644.334499771,19756.580659202,1813.8,46.1155223838191,10.8923699741989,0.236197475625275,0.0105443964256882,0.0930204637320706,0.0173883778326228,-0.0247080891726581,2020,"2020 4 Q"
"108",2021,"Q1 2021","Croatia, Rep. of",87611.376675746,20514.567166677,1798.5,48.7135816934924,11.406487165236,0.234154146927772,0.0563380652624874,0.0471997547140717,-0.00843532914323517,0.0517462088058598,2021,"2021 1 Q"
"109",2021.25,"Q2 2021","Croatia, Rep. of",94097.841562793,21113.217364843,1808,52.0452663511023,11.6776644717052,0.224375150526209,0.0683933420985764,0.0237739544647582,0.0052821795941062,0.0589620677343709,2021,"2021 2 Q"
"110",2021.5,"Q3 2021","Croatia, Rep. of",95091.263023352,21064.755719882,1831.4,51.9227165137884,11.5019961340406,0.221521463172795,-0.00235467787766189,-0.0150431054163456,0.0129424778761062,-0.00909774839508008,2021,"2021 3 Q"
"111",2019,"Q1 2019","Cyprus",5425.3,1607,440.8,12.3078493647913,3.6456442831216,0.296204818166737,0.0255382337061998,0.556990247351903,-0.00384180790960449,-0.136741115335008,2019,"2019 1 Q"
"112",2019.25,"Q2 2019","Cyprus",5556.1,891.34,448.4,12.3909455842997,1.9878233719893,0.160425478303126,0.00675148168015099,-0.454740172761119,0.0172413793103448,0.0652279686111227,2019,"2019 2 Q"
"113",2019.5,"Q3 2019","Cyprus",5567,1159.8,447.4,12.4430040232454,2.59231113097899,0.208334830249686,0.00420132899394264,0.304095307212712,-0.00223015165031222,-0.0573867818291304,2019,"2019 3 Q"
"114",2019.75,"Q4 2019","Cyprus",5621,1141.9,447.2,12.5693202146691,2.55344364937388,0.203148905888632,0.0101515832661997,-0.0149933706415978,-0.000447027268663363,0.013553684275755,2019,"2019 4 Q"
"115",2020,"Q1 2020","Cyprus",5632.6,1018.6,449.8,12.5224544241885,2.26456202756781,0.180840109363349,-0.00372858592828493,-0.11313412844529,0.00581395348837214,0.011968044728787,2020,"2020 1 Q"
"116",2020.25,"Q2 2020","Cyprus",5593.2,1169.7,449.9,12.4320960213381,2.59991109135363,0.209128942287063,-0.00721571025851898,0.148085616425353,0.000222321031569511,-0.03836052585887,2020,"2020 2 Q"
"117",2020.5,"Q3 2020","Cyprus",4916.3,668.37,448.5,10.9616499442586,1.49023411371237,0.135949799646075,-0.118278211055932,-0.426813432709928,-0.00311180262280502,-0.0575642567130669,2020,"2020 3 Q"
"118",2020.75,"Q4 2020","Cyprus",5361,1102.7,452.2,11.8553737284387,2.43852277753207,0.205689237082634,0.0815318668927398,0.636335361735463,0.00824972129319953,-0.0559083106055864,2020,"2020 4 Q"
"119",2021,"Q1 2021","Cyprus",5390.8,1269.7,456.1,11.8193378645034,2.7838193378645,0.23553090450397,-0.00303962277029727,0.141600711510228,0.00862450243255204,-0.0429841320044233,2021,"2021 1 Q"
"120",2021.25,"Q2 2021","Cyprus",5483.5,1231.5,453.6,12.0888447971781,2.71494708994709,0.224582839427373,0.0228022022692263,-0.0247402002639461,-0.00548125411094058,0.0326086851915878,2021,"2021 2 Q"
"121",2021.5,"Q3 2021","Cyprus",5571.8,1039.4,466.5,11.9438370846731,2.22808145766345,0.186546537923113,-0.0119951670269504,-0.179327852865496,0.0284391534391534,-0.00167610474532192,2021,"2021 3 Q"
"122",2019,"Q1 2019","Denmark",526785.7,107118.7,2997.7,175.729959635721,35.7336291156553,0.203343978395769,0.00549631662092795,-0.00313460841365837,-0.000500133368898373,0.00653215462641219,2019,"2019 1 Q"
"123",2019.25,"Q2 2019","Denmark",530039.3,112124,3001.6,176.585587686567,37.3547441364606,0.211539031162406,0.00486899361167632,0.0453666493139647,0.00130099743136408,-0.00575360912647294,2019,"2019 2 Q"
"124",2019.5,"Q3 2019","Denmark",533902.1,109697.2,3020.9,176.736105134232,36.3127544771426,0.205463136406469,0.000852376740572342,-0.0278944397400098,0.00642990405117277,0.00147486001982984,2019,"2019 3 Q"
