state,district,year,id,score,demvoteshare,democrat,lagdemocrat,lagdemvoteshare
1,1,1990,38,95.6500015258789,0.7140294313430786,1,1,0.7724427580833435
1,2,1948,43,71.41999816894531,0.5164723992347717,1,0,0.44708144664764404
1,2,1948,44,57.900001525878906,0.5164723992347717,1,0,0.44708144664764404
1,2,1950,45,60.630001068115234,0.4917794167995453,0,1,0.5164723992347717
1,2,1950,46,37.11000061035156,0.4917794167995453,0,1,0.5164723992347717
1,2,1954,47,58.970001220703125,0.49310997128486633,0,0,0.445144921541214
1,2,1954,48,22.5,0.49310997128486633,0,0,0.445144921541214
1,2,1956,49,50.709999084472656,0.409508615732193,0,0,0.49310997128486633
1,2,1956,50,61.25,0.409508615732193,0,0,0.49310997128486633
1,2,1958,51,68.04000091552734,0.5328909754753113,1,0,0.409508615732193
1,2,1958,52,73.04000091552734,0.5328909754753113,1,0,0.409508615732193
1,2,1960,53,45.689998626708984,0.4987839162349701,0,1,0.5328909754753113
1,2,1964,55,76.589996337890625,0.6326581239700317,1,1,0.5080224871635437
1,2,1964,56,73.62000274658203,0.6326581239700317,1,1,0.5080224871635437
1,2,1966,57,84.81999969482422,0.5654226541519165,1,1,0.6326581239700317
1,2,1966,58,78.69000244140625,0.5654226541519165,1,1,0.6326581239700317
1,2,1968,60,89.73999786376953,0.5437913537025452,1,1,0.5654226541519165
1,2,1970,62,53.65999984741211,0.467436820268631,0,1,0.5437913537025452
1,2,1974,63,77.80999755859375,0.600842297077179,1,0,0.3406127393245697
1,2,1974,64,68.33000183105469,0.600842297077179,1,0,0.3406127393245697
1,2,1976,65,80.470001220703125,0.6562386751174927,1,1,0.600842297077179
1,2,1976,66,102.88999938964844,0.6562386751174927,1,1,0.600842297077179
1,2,1978,67,86,0.6992223858833313,1,1,0.6562386751174927
1,2,1978,68,86.410003662109375,0.6992223858833313,1,1,0.6562386751174927
1,2,1980,69,101.06999969482422,0.5337441563606262,1,1,0.6992223858833313
1,2,1980,70,100.66000366210938,0.5337441563606262,1,1,0.6992223858833313
1,2,1984,71,93.43000030517578,0.5461890697479248,1,1,0.5618113875389099
1,2,1984,72,91.87000274658203,0.5461890697479248,1,1,0.5618113875389099
1,2,1986,73,88.779998779296875,0.6738454699516296,1,1,0.5461890697479248
1,2,1986,74,85.660003662109375,0.6738454699516296,1,1,0.5461890697479248
1,2,1988,75,92.30000305175781,0.636181652545929,1,1,0.6738454699516296
1,2,1988,76,94.76000213623047,0.636181652545929,1,1,0.6738454699516296
1,2,1990,77,85.33000183105469,0.597050130367279,1,1,0.636181652545929
1,2,1990,78,97.11000061035156,0.597050130367279,1,1,0.636181652545929
1,3,1948,83,71.41999816894531,0.5033947229385376,1,0,0.41139495372772217
1,3,1948,84,70.779998779296875,0.5033947229385376,1,0,0.41139495372772217
1,3,1950,85,73.83000183105469,0.5206383466720581,1,1,0.5033947229385376
1,3,1950,86,70.06999969482422,0.5206383466720581,1,1,0.5033947229385376
1,3,1954,87,44.65999984741211,0.4733623266220093,0,0,0.4724130928516388
1,3,1954,88,32.72999954223633,0.4733623266220093,0,0,0.4724130928516388
1,3,1956,89,36.58000183105469,0.4000037908554077,0,0,0.4733623266220093
1,3,1956,90,36.400001525878906,0.4000037908554077,0,0,0.4733623266220093
1,3,1958,91,68.04000091552734,0.5622255802154541,1,0,0.4000037908554077
1,3,1958,92,73.04000091552734,0.5622255802154541,1,0,0.4000037908554077
1,3,1960,93,67.33000183105469,0.5491054654121399,1,1,0.5622255802154541
1,3,1964,95,60.459999084472656,0.6389661431312561,1,1,0.560213565826416
1,3,1964,96,67.61000061035156,0.6389661431312561,1,1,0.560213565826416
1,3,1966,97,71.81999969482422,0.5613454580307007,1,1,0.6389661431312561
1,3,1966,98,56.72999954223633,0.5613454580307007,1,1,0.6389661431312561
1,3,1968,99,44.66999816894531,0.5598368048667908,1,1,0.5613454580307007
1,3,1968,100,57.130001068115234,0.5598368048667908,1,1,0.5613454580307007
1,3,1970,101,38.560001373291016,0.5631079077720642,1,1,0.5598368048667908
1,3,1970,102,40.77000045776367,0.5631079077720642,1,1,0.5598368048667908
1,3,1974,103,47.59000015258789,0.6744585037231445,1,1,0.532751739025116
1,3,1974,104,87.089996337890625,0.6744585037231445,1,1,0.532751739025116
1,3,1976,105,69.6500015258789,0.5570425391197205,1,1,0.6744585037231445
1,3,1976,106,63.959999084472656,0.5570425391197205,1,1,0.6744585037231445
1,3,1978,107,64.089996337890625,0.5922577977180481,1,1,0.5570425391197205
1,3,1978,108,45,0.5922577977180481,1,1,0.5570425391197205
1,3,1980,109,64.63999938964844,0.4703046679496765,0,1,0.5922577977180481
1,3,1980,110,75.339996337890625,0.4703046679496765,0,1,0.5922577977180481
1,3,1984,111,78.61000061035156,0.5271058082580566,1,1,0.5046968460083008
1,3,1984,112,91.87000274658203,0.5271058082580566,1,1,0.5046968460083008
1,3,1986,113,85.660003662109375,0.6964566707611084,1,1,0.5271058082580566
1,3,1986,114,93.87999725341797,0.6964566707611084,1,1,0.5271058082580566
1,3,1988,115,94.76000213623047,0.6649283170700073,1,1,0.6964566707611084
1,3,1988,116,92.30000305175781,0.6649283170700073,1,1,0.6964566707611084
1,3,1990,117,97.11000061035156,0.5210433006286621,1,1,0.6649283170700073
1,3,1990,118,85.33000183105469,0.5210433006286621,1,1,0.6649283170700073
1,4,1948,123,43.15999984741211,0.44031471014022827,0,0,0.3824508488178253
1,4,1948,124,20.8700008392334,0.44031471014022827,0,0,0.3824508488178253
1,4,1950,125,30.170000076293945,0.4420374631881714,0,0,0.44031471014022827
1,4,1950,126,48.2599983215332,0.4420374631881714,0,0,0.44031471014022827
1,4,1954,127,58.970001220703125,0.4239656925201416,0,0,0.3957919180393219
1,4,1954,128,32.72999954223633,0.4239656925201416,0,0,0.3957919180393219
1,4,1956,129,65.720001220703125,0.312873899936676,0,0,0.4239656925201416
1,4,1956,130,61.25,0.312873899936676,0,0,0.4239656925201416
1,4,1958,131,68.04000091552734,0.509055495262146,1,0,0.312873899936676
1,4,1958,132,73.04000091552734,0.509055495262146,1,0,0.312873899936676
1,4,1960,133,24.049999237060547,0.4831933379173279,0,1,0.509055495262146
1,4,1964,135,81.4800033569336,0.5181063413619995,1,0,0.47993192076683044
1,4,1964,136,77.73999786376953,0.5181063413619995,1,0,0.47993192076683044
1,4,1966,137,86.5999984741211,0.5095770359039307,1,1,0.5181063413619995
1,4,1966,138,78.31999969482422,0.5095770359039307,1,1,0.5181063413619995
1,4,1968,139,44.66999816894531,0.47934287786483765,0,1,0.5095770359039307
1,4,1968,140,40.86000061035156,0.47934287786483765,0,1,0.5095770359039307
1,4,1970,141,69.63999938964844,0.42959609627723694,0,0,0.47934287786483765
1,4,1970,142,51.66999816894531,0.42959609627723694,0,0,0.47934287786483765
1,4,1974,143,57.959999084472656,0.4593249261379242,0,0,0.36915385723114014
1,4,1974,144,71.31999969482422,0.4593249261379242,0,0,0.36915385723114014
1,4,1976,145,42.59000015258789,0.37787386775016785,0,0,0.4593249261379242
1,4,1976,146,70.44999694824219,0.37787386775016785,0,0,0.4593249261379242
1,4,1978,147,88,0.4163632392883301,0,0,0.37787386775016785
1,4,1978,148,54.529998779296875,0.4163632392883301,0,0,0.37787386775016785
1,4,1980,149,75.05000305175781,0.3742290139198303,0,0,0.4163632392883301
1,4,1980,150,88.51000213623047,0.3742290139198303,0,0,0.4163632392883301
1,4,1984,151,55.16999816894531,0.2960605025291443,0,0,0.43157127499580383
1,4,1984,152,83.55000305175781,0.2960605025291443,0,0,0.43157127499580383
1,4,1990,157,61.70000076293945,0.23437704145908356,0,0,0.2738341987133026
1,4,1990,158,59.54999923706055,0.23437704145908356,0,0,0.2738341987133026
1,5,1948,163,20.040000915527344,0.4814044237136841,0,0,0.434452623128891
1,5,1948,164,15.239999771118164,0.4814044237136841,0,0,0.434452623128891
1,5,1950,165,35.88999938964844,0.46265092492103577,0,0,0.4814044237136841
1,5,1950,166,17.15999984741211,0.46265092492103577,0,0,0.4814044237136841
1,5,1954,167,58.970001220703125,0.4724962115287781,0,0,0.43295371532440186
1,5,1954,168,32.72999954223633,0.4724962115287781,0,0,0.43295371532440186
1,5,1956,169,50.709999084472656,0.38074493408203125,0,0,0.4724962115287781
1,5,1956,170,61.25,0.38074493408203125,0,0,0.4724962115287781
1,5,1958,171,73.04000091552734,0.5379787683486938,1,0,0.38074493408203125
1,5,1958,172,58.79999923706055,0.5379787683486938,1,0,0.38074493408203125
1,5,1960,173,60.11000061035156,0.5509939193725586,1,1,0.5379787683486938
1,5,1964,175,71.69000244140625,0.6730223298072815,1,1,0.5851481556892395
1,5,1964,176,60.459999084472656,0.6730223298072815,1,1,0.5851481556892395
1,5,1966,177,78.31999969482422,0.5906281471252441,1,1,0.6730223298072815
1,5,1966,178,56.72999954223633,0.5906281471252441,1,1,0.6730223298072815
1,5,1968,179,44.66999816894531,0.5631507635116577,1,1,0.5906281471252441
1,5,1968,180,69.33000183105469,0.5631507635116577,1,1,0.5906281471252441
1,5,1970,181,72.48999786376953,0.5528424382209778,1,1,0.5631507635116577
1,5,1970,182,57.0099983215332,0.5528424382209778,1,1,0.5631507635116577
1,5,1974,183,47.59000015258789,0.48761898279190063,0,0,0.48816820979118347
1,5,1974,184,58.33000183105469,0.48761898279190063,0,0,0.48816820979118347
1,5,1976,185,18.540000915527344,0.3299291133880615,0,0,0.48761898279190063
1,5,1976,186,37.18000030517578,0.3299291133880615,0,0,0.48761898279190063
1,5,1978,187,100,0.5231909155845642,1,0,0.3299291133880615
1,5,1978,188,94.910003662109375,0.5231909155845642,1,0,0.3299291133880615
1,5,1980,189,90.529998779296875,0.5036534667015076,1,1,0.5231909155845642
1,5,1980,190,95.87000274658203,0.5036534667015076,1,1,0.5231909155845642
1,5,1984,191,7.980000019073486,0.455700159072876,0,1,0.5887320637702942
1,5,1984,192,34.130001068115234,0.455700159072876,0,1,0.5887320637702942
1,5,1986,193,37.810001373291016,0.39109450578689575,0,0,0.455700159072876
1,5,1986,194,23.639999389648438,0.39109450578689575,0,0,0.455700159072876
1,6,1966,203,27.739999771118164,0.4936886429786682,0,1,0.587468147277832
1,6,1966,204,16.1200008392334,0.4936886429786682,0,1,0.587468147277832
1,6,1968,205,18.770000457763672,0.37712281942367554,0,0,0.4936886429786682
1,6,1968,206,28.65999984741211,0.37712281942367554,0,0,0.4936886429786682
1,6,1970,207,62.84000015258789,0.5106991529464722,1,0,0.37712281942367554
1,6,1970,208,80.410003662109375,0.5106991529464722,1,0,0.37712281942367554
1,6,1974,209,97.30000305175781,0.6370928883552551,1,1,0.6019144058227539
1,6,1974,210,104.62999725341797,0.6370928883552551,1,1,0.6019144058227539
1,6,1976,211,107.52999877929688,0.5685904026031494,1,1,0.6370928883552551
1,6,1976,212,122.36000061035156,0.5685904026031494,1,1,0.6370928883552551
1,6,1978,213,100,0.6419782638549805,1,1,0.5685904026031494
1,6,1978,214,100.2300033569336,0.6419782638549805,1,1,0.5685904026031494
1,6,1980,215,90.660003662109375,0.5920146107673645,1,1,0.6419782638549805
1,6,1980,216,70.2699966430664,0.5920146107673645,1,1,0.6419782638549805
1,6,1984,217,39.439998626708984,0.3601689636707306,0,0,0.4803915023803711
1,6,1984,218,39.08000183105469,0.3601689636707306,0,0,0.4803915023803711
1,6,1986,219,42.90999984741211,0.3582453429698944,0,0,0.3601689636707306
1,6,1986,220,43.02000045776367,0.3582453429698944,0,0,0.3601689636707306
1,6,1988,221,28.049999237060547,0.33419269323349,0,0,0.3582453429698944
1,6,1988,222,41.439998626708984,0.33419269323349,0,0,0.3582453429698944
1,6,1990,223,36.40999984741211,0.2562969923019409,0,0,0.33419269323349
1,6,1990,224,33.7599983215332,0.2562969923019409,0,0,0.33419269323349
1,99,1948,229,14.899999618530273,0.49770304560661316,0,0,0.42368611693382263
1,99,1948,230,8.800000190734863,0.49770304560661316,0,0,0.42368611693382263
1,99,1950,231,10.220000267028809,0.4956839680671692,0,0,0.49770304560661316
1,99,1950,232,29.290000915527344,0.4956839680671692,0,0,0.49770304560661316
1,99,1954,233,58.970001220703125,0.48995241522789,0,0,0.44885197281837463
1,99,1954,234,22.5,0.48995241522789,0,0,0.44885197281837463
1,99,1956,235,6.559999942779541,0.3854964077472687,0,0,0.48995241522789
1,99,1956,236,23.979999542236328,0.3854964077472687,0,0,0.48995241522789
1,99,1958,237,78.12999725341797,0.5603776574134827,1,0,0.3854964077472687
1,99,1958,238,73.04000091552734,0.5603776574134827,1,0,0.3854964077472687
1,99,1960,240,74.54000091552734,0.5397531390190125,1,1,0.5603776574134827
2,1,1948,245,14.899999618530273,0.37504759430885315,0,0,0.40362340211868286
2,1,1948,246,2.359999895095825,0.37504759430885315,0,0,0.40362340211868286
2,1,1950,247,10.220000267028809,0.459945410490036,0,0,0.37504759430885315
2,1,1950,248,29.290000915527344,0.459945410490036,0,0,0.37504759430885315
2,1,1954,249,32.72999954223633,0.4792822003364563,0,0,0.3841343820095062
2,1,1954,250,30.350000381469727,0.4792822003364563,0,0,0.3841343820095062
2,1,1956,251,21.56999969482422,0.4998750388622284,0,0,0.4792822003364563
2,1,1956,252,48.83000183105469,0.4998750388622284,0,0,0.4792822003364563
2,1,1958,253,68.04000091552734,0.5208339095115662,1,0,0.4998750388622284
2,1,1958,254,73.04000091552734,0.5208339095115662,1,0,0.4998750388622284
2,1,1960,256,9.630000114440918,0.46243274211883545,0,1,0.5208339095115662
2,1,1964,257,62.709999084472656,0.4994674623012543,0,0,0.40369322896003723
2,1,1964,258,47.290000915527344,0.4994674623012543,0,0,0.40369322896003723
2,1,1966,259,64.63999938964844,0.5269564390182495,1,0,0.4994674623012543
2,1,1966,260,71.81999969482422,0.5269564390182495,1,0,0.4994674623012543
2,1,1968,261,73.4000015258789,0.5662309527397156,1,1,0.5269564390182495
2,1,1968,262,76.31999969482422,0.5662309527397156,1,1,0.5269564390182495
2,1,1970,263,69.63999938964844,0.5916184186935425,1,1,0.5662309527397156
2,1,1970,264,88.339996337890625,0.5916184186935425,1,1,0.5662309527397156
2,1,1974,265,47.59000015258789,0.4981915354728699,0,1,0.593625545501709
2,1,1974,266,67.61000061035156,0.4981915354728699,0,1,0.593625545501709
2,1,1976,267,31.520000457763672,0.42623448371887207,0,0,0.4981915354728699
2,1,1976,268,58.83000183105469,0.42623448371887207,0,0,0.4981915354728699
2,1,1978,269,38,0.36804628372192383,0,0,0.42623448371887207
2,1,1978,270,26.899999618530273,0.36804628372192383,0,0,0.42623448371887207
2,1,1980,271,28.219999313354492,0.3151485025882721,0,0,0.36804628372192383
2,1,1980,272,29.760000228881836,0.3151485025882721,0,0,0.36804628372192383
2,1,1984,273,28.959999084472656,0.36479389667510986,0,0,0.4877612590789795
2,1,1984,274,44.02000045776367,0.36479389667510986,0,0,0.4877612590789795
2,2,1948,285,20.8700008392334,0.3282126188278198,0,0,0.39278194308280945
2,2,1948,286,20.040000915527344,0.3282126188278198,0,0,0.39278194308280945
2,2,1950,287,17.15999984741211,0.4232628643512726,0,0,0.3282126188278198
2,2,1950,288,16.920000076293945,0.4232628643512726,0,0,0.3282126188278198
2,2,1954,289,-18.399999618530273,0.4602798819541931,0,0,0.33197057247161865
2,2,1956,291,80.7300033569336,0.5344092845916748,1,0,0.4602798819541931
2,2,1958,293,63.630001068115234,0.613401472568512,1,1,0.5344092845916748
2,2,1958,294,78.12999725341797,0.613401472568512,1,1,0.5344092845916748
2,2,1960,296,24.049999237060547,0.46645456552505493,0,1,0.613401472568512
2,2,1964,297,86.37999725341797,0.6200414896011353,1,0,0.4887285530567169
2,2,1964,298,73.62000274658203,0.6200414896011353,1,0,0.4887285530567169
2,2,1966,299,86.5999984741211,0.567621111869812,1,1,0.6200414896011353
2,2,1966,300,78.31999969482422,0.567621111869812,1,1,0.6200414896011353
2,2,1968,301,102.20999908447266,0.5570586919784546,1,1,0.567621111869812
2,2,1968,302,89.660003662109375,0.5570586919784546,1,1,0.567621111869812
2,2,1970,303,87.12000274658203,0.6420931816101074,1,1,0.5570586919784546
2,2,1970,304,91.30999755859375,0.6420931816101074,1,1,0.5570586919784546
2,2,1974,305,57.959999084472656,0.28630709648132324,0,0,0.45613181591033936
2,2,1974,306,73.16999816894531,0.28630709648132324,0,0,0.45613181591033936
2,2,1976,307,38.0099983215332,0.20311425626277924,0,0,0.28630709648132324
2,2,1976,308,75.05999755859375,0.20311425626277924,0,0,0.28630709648132324
2,2,1978,309,29,0.44563448429107666,0,0,0.20311425626277924
2,2,1978,310,43.900001525878906,0.44563448429107666,0,0,0.20311425626277924
2,2,1980,311,49.029998779296875,0.21490783989429474,0,0,0.44563448429107666
2,2,1980,312,50.02000045776367,0.21490783989429474,0,0,0.44563448429107666
2,2,1984,313,48.959999084472656,0.22983571887016296,0,0,0.333491712808609
2,2,1984,314,34.20000076293945,0.22983571887016296,0,0,0.333491712808609
2,2,1986,315,50.77000045776367,0.22670283913612366,0,0,0.22983571887016296
2,2,1986,316,53.099998474121094,0.22670283913612366,0,0,0.22983571887016296
2,2,1988,317,32.810001373291016,0.33790358901023865,0,0,0.22670283913612366
2,2,1988,318,25.15999984741211,0.33790358901023865,0,0,0.22670283913612366
2,2,1990,319,36.40999984741211,0.48971498012542725,0,0,0.33790358901023865
2,2,1990,320,44.06999969482422,0.48971498012542725,0,0,0.33790358901023865
2,3,1948,325,2.359999895095825,0.29109564423561096,0,0,0.27079442143440247
2,3,1948,326,-2.2200000286102295,0.29109564423561096,0,0,0.27079442143440247
2,3,1950,328,3.2899999618530273,0.37121883034706116,0,0,0.29109564423561096
2,3,1954,329,15.020000457763672,0.394633024930954,0,0,0.23823440074920654
2,3,1954,330,2.049999952316284,0.394633024930954,0,0,0.23823440074920654
2,3,1956,331,-0.5,0.393524706363678,0,0,0.394633024930954
2,3,1956,332,23.979999542236328,0.393524706363678,0,0,0.394633024930954
2,3,1958,333,3.359999895095825,0.4405060410499573,0,0,0.393524706363678
2,3,1958,334,3.2300000190734863,0.4405060410499573,0,0,0.393524706363678
2,3,1960,335,2.4200000762939453,0.3590383231639862,0,0,0.4405060410499573
3,1,1948,339,33.75,0.42821478843688965,0,0,0.4064207077026367
3,1,1948,340,49.150001525878906,0.42821478843688965,0,0,0.4064207077026367
3,1,1950,341,73.83000183105469,0.31093278527259827,0,0,0.42821478843688965
3,1,1950,342,57.060001373291016,0.31093278527259827,0,0,0.42821478843688965
3,1,1954,343,44.65999984741211,0.44416913390159607,0,0,0.3272494673728943
3,1,1954,344,42.959999084472656,0.44416913390159607,0,0,0.3272494673728943
3,1,1956,345,61.25,0.3613806664943695,0,0,0.44416913390159607
3,1,1956,346,50.709999084472656,0.3613806664943695,0,0,0.44416913390159607
3,1,1958,347,38.529998779296875,0.44444164633750916,0,0,0.3613806664943695
3,1,1958,348,40.31999969482422,0.44444164633750916,0,0,0.3613806664943695
3,1,1960,350,38.47999954223633,0.3128705322742462,0,0,0.44444164633750916
3,1,1964,351,62.709999084472656,0,0,0,0.25634562969207764
3,1,1964,352,52.22999954223633,0,0,0,0.25634562969207764
3,1,1966,353,64.63999938964844,0,0,0,0
3,1,1966,354,59.75,0,0,0,0
3,1,1968,355,73.4000015258789,0,0,0,0
3,1,1968,356,70.55999755859375,0,0,0,0
3,1,1970,357,69.63999938964844,0,0,0,0
3,1,1970,358,80.410003662109375,0,0,0,0
3,1,1974,359,73.16999816894531,0.28860345482826233,0,0,0
3,1,1974,360,68.33000183105469,0.28860345482826233,0,0,0
3,1,1976,361,75.05999755859375,0.3622291386127472,0,0,0.28860345482826233
3,1,1976,362,63.959999084472656,0.3622291386127472,0,0,0.28860345482826233
3,1,1978,363,47.09000015258789,0,0,0,0.3622291386127472
3,1,1978,364,88,0,0,0,0.3622291386127472
3,1,1980,365,80.4000015258789,0.2511442303657532,0,0,0
3,1,1980,366,59.439998626708984,0.2511442303657532,0,0,0
3,1,1986,369,83.68000030517578,0.22181595861911774,0,0,0.27070459723472595
3,1,1986,370,74.029998779296875,0.22181595861911774,0,0,0.27070459723472595
3,1,1988,371,70.93000030517578,0.1727181077003479,0,0,0.22181595861911774
3,1,1988,372,76.0199966430664,0.1727181077003479,0,0,0.22181595861911774
3,2,1948,379,71.41999816894531,0.5486708283424377,1,0,0.48582345247268677
3,2,1948,380,70.779998779296875,0.5486708283424377,1,0,0.48582345247268677
3,2,1950,381,73.83000183105469,0.5464462041854858,1,1,0.5486708283424377
3,2,1950,382,77,0.5464462041854858,1,1,0.5486708283424377
3,2,1954,383,58.970001220703125,0.5963605642318726,1,1,0.5193133354187012
3,2,1954,384,63.40999984741211,0.5963605642318726,1,1,0.5193133354187012
3,2,1956,385,73.68000030517578,0.6122155785560608,1,1,0.5963605642318726
3,2,1956,386,80.7300033569336,0.6122155785560608,1,1,0.5963605642318726
3,2,1958,387,58.79999923706055,1,1,1,0.6122155785560608
3,2,1958,388,64.41999816894531,1,1,1,0.6122155785560608
3,2,1960,389,74.54000091552734,1,1,1,1
3,2,1964,391,86.37999725341797,1,1,1,0.6779088377952576
3,2,1964,392,73.62000274658203,1,1,1,0.6779088377952576
3,2,1966,393,84.81999969482422,1,1,1,1
3,2,1966,394,78.69000244140625,1,1,1,1
3,2,1968,395,77.45999908447266,0.7364611625671387,1,1,1
3,2,1968,396,83.029998779296875,0.7364611625671387,1,1,1
3,2,1970,397,88.339996337890625,1,1,1,0.7364611625671387
3,2,1970,398,75.470001220703125,1,1,1,0.7364611625671387
3,2,1974,399,77.80999755859375,1,1,1,1
3,2,1974,400,83.88999938964844,1,1,1,1
3,2,1976,401,75.05999755859375,0.7638076543807983,1,1,1
3,2,1976,402,63.959999084472656,0.7638076543807983,1,1,1
3,2,1978,403,77,0.7283561825752258,1,1,0.7638076543807983
3,2,1978,404,68.339996337890625,0.7283561825752258,1,1,0.7638076543807983
3,2,1980,405,80.4000015258789,0.7573643326759338,1,1,0.7283561825752258
3,2,1980,406,85.45999908447266,0.7573643326759338,1,1,0.7283561825752258
3,2,1984,407,68.720001220703125,0.6869732141494751,1,1,0.7263192534446716
3,2,1984,408,76.13999938964844,0.6869732141494751,1,1,0.7263192534446716
3,2,1986,409,81.779998779296875,0.6593965888023376,1,1,0.6869732141494751
3,2,1986,410,73.48999786376953,0.6593965888023376,1,1,0.6869732141494751
3,2,1988,411,81.11000061035156,1,1,1,0.6593965888023376
3,2,1988,412,80.45999908447266,1,1,1,0.6593965888023376
3,2,1990,413,92.05999755859375,1,1,1,1
3,2,1990,414,85.33000183105469,1,1,1,1
3,3,1948,419,45.83000183105469,0.7394596338272095,1,1,0.6215664148330688
3,3,1948,420,66.279998779296875,0.7394596338272095,1,1,0.6215664148330688
3,3,1950,421,50.119998931884766,0.7152595520019531,1,1,0.7394596338272095
3,3,1950,422,48.2599983215332,0.7152595520019531,1,1,0.7394596338272095
3,3,1954,423,74.30999755859375,1,1,1,0.6750408411026001
3,3,1954,424,42.959999084472656,1,1,1,0.6750408411026001
3,3,1956,425,58.650001525878906,0.7094243764877319,1,1,1
3,3,1956,426,73.68000030517578,0.7094243764877319,1,1,1
3,3,1958,427,73.04000091552734,1,1,1,0.7094243764877319
3,3,1958,428,68.04000091552734,1,1,1,0.7094243764877319
3,3,1960,429,74.54000091552734,1,1,1,1
3,3,1964,431,76.589996337890625,1,1,1,0.7235263586044312
3,3,1964,432,69.51000213623047,1,1,1,0.7235263586044312
3,3,1966,433,78.31999969482422,0.7103583812713623,1,1,1
3,3,1966,434,71.66999816894531,0.7103583812713623,1,1,1
3,3,1968,435,57.130001068115234,0.6615311503410339,1,1,0.7103583812713623
3,3,1968,436,51.380001068115234,0.6615311503410339,1,1,0.7103583812713623
3,3,1970,437,105.58000183105469,0.5135202407836914,1,1,0.6615311503410339
3,3,1970,438,102.22000122070312,0.5135202407836914,1,1,0.6615311503410339
3,3,1974,439,89.06999969482422,0.563064455986023,1,1,1
3,3,1974,440,87.089996337890625,0.563064455986023,1,1,1
3,3,1976,441,91.30000305175781,1,1,1,0.563064455986023
3,3,1976,442,89.910003662109375,1,1,1,0.563064455986023
3,3,1978,443,73.660003662109375,0.7524590492248535,1,1,1
3,3,1978,444,70,0.7524590492248535,1,1,1
3,3,1980,445,90.660003662109375,0.7234148979187012,1,1,0.7524590492248535
3,3,1980,446,80.4000015258789,0.7234148979187012,1,1,0.7524590492248535
3,3,1984,447,83.55000305175781,0.6741302013397217,1,1,1
3,3,1984,448,81.38999938964844,0.6741302013397217,1,1,1
3,3,1986,449,78.589996337890625,1,1,1,0.6741302013397217
3,3,1986,450,85.660003662109375,1,1,1,0.6741302013397217
3,3,1988,451,69.91999816894531,1,1,1,1
3,3,1988,452,75.69999694824219,1,1,1,1
3,3,1990,453,80.18000030517578,1,1,1,1
3,3,1990,454,87,1,1,1,1
3,4,1948,459,71.41999816894531,0.5917401909828186,1,1,0.5049953460693359
3,4,1948,460,39.38999938964844,0.5917401909828186,1,1,0.5049953460693359
3,4,1950,461,54.86000061035156,0.5721845030784607,1,1,0.5917401909828186
3,4,1950,462,57.060001373291016,0.5721845030784607,1,1,0.5917401909828186
3,4,1954,463,58.970001220703125,0.5713175535202026,1,1,0.5467480421066284
