"ideology_score","year","group","party"
-0.201,1991,"DEM.1991","DEM"
0.377,1991,"GOP.1991","GOP"
-0.133,1991,"DEM.1991","DEM"
-0.42,1991,"DEM.1991","DEM"
-0.199,1991,"DEM.1991","DEM"
-0.166,1991,"DEM.1991","DEM"
0.633,1991,"GOP.1991","GOP"
0.091,1991,"DEM.1991","DEM"
-0.353,1991,"DEM.1991","DEM"
0.6,1991,"GOP.1991","GOP"
0.489,1991,"GOP.1991","GOP"
0.547,1991,"GOP.1991","GOP"
-0.432,1991,"DEM.1991","DEM"
-0.22,1991,"DEM.1991","DEM"
-0.207,1991,"DEM.1991","DEM"
-0.037,1991,"DEM.1991","DEM"
-0.078,1991,"DEM.1991","DEM"
-0.102,1991,"DEM.1991","DEM"
-0.274,1991,"DEM.1991","DEM"
-0.413,1991,"DEM.1991","DEM"
0.022,1991,"DEM.1991","DEM"
-0.736,1991,"DEM.1991","DEM"
0.463,1991,"GOP.1991","GOP"
-0.462,1991,"DEM.1991","DEM"
0.456,1991,"GOP.1991","GOP"
0.662,1991,"GOP.1991","GOP"
-0.379,1991,"DEM.1991","DEM"
-0.299,1991,"DEM.1991","DEM"
-0.152,1991,"DEM.1991","DEM"
0.689,1991,"GOP.1991","GOP"
-0.252,1991,"DEM.1991","DEM"
0.514,1991,"GOP.1991","GOP"
-0.246,1991,"DEM.1991","DEM"
-0.084,1991,"DEM.1991","DEM"
0.239,1991,"GOP.1991","GOP"
-0.154,1991,"DEM.1991","DEM"
0.396,1991,"GOP.1991","GOP"
-0.116,1991,"DEM.1991","DEM"
-0.143,1991,"DEM.1991","DEM"
-0.164,1991,"DEM.1991","DEM"
0.356,1991,"GOP.1991","GOP"
0.482,1991,"GOP.1991","GOP"
-0.205,1991,"DEM.1991","DEM"
-0.276,1991,"DEM.1991","DEM"
0.301,1991,"GOP.1991","GOP"
0.146,1991,"GOP.1991","GOP"
-0.464,1991,"DEM.1991","DEM"
-0.496,1991,"DEM.1991","DEM"
0.096,1991,"GOP.1991","GOP"
-0.414,1991,"DEM.1991","DEM"
-0.289,1991,"DEM.1991","DEM"
-0.604,1991,"DEM.1991","DEM"
0.278,1991,"GOP.1991","GOP"
-0.276,1991,"DEM.1991","DEM"
-0.266,1991,"DEM.1991","DEM"
-0.303,1991,"DEM.1991","DEM"
-0.307,1991,"DEM.1991","DEM"
-0.228,1991,"DEM.1991","DEM"
0.296,1991,"GOP.1991","GOP"
0.191,1991,"GOP.1991","GOP"
-0.298,1991,"DEM.1991","DEM"
-0.293,1991,"DEM.1991","DEM"
0.357,1991,"GOP.1991","GOP"
-0.436,1991,"DEM.1991","DEM"
0.364,1991,"GOP.1991","GOP"
0.761,1991,"GOP.1991","GOP"
0.405,1991,"GOP.1991","GOP"
0.368,1989,"GOP.1989","GOP"
0.343,1989,"GOP.1989","GOP"
-0.157,1989,"DEM.1989","DEM"
-0.222,1989,"DEM.1989","DEM"
-0.151,1989,"DEM.1989","DEM"
-0.063,1989,"DEM.1989","DEM"
-0.087,1989,"DEM.1989","DEM"
0.274,1989,"GOP.1989","GOP"
0.393,1989,"GOP.1989","GOP"
-0.383,1989,"DEM.1989","DEM"
0.749,1989,"GOP.1989","GOP"
0.539,1989,"GOP.1989","GOP"
0.331,1989,"GOP.1989","GOP"
-0.475,1989,"DEM.1989","DEM"
0.239,1989,"GOP.1989","GOP"
0.285,1989,"GOP.1989","GOP"
-0.274,1989,"DEM.1989","DEM"
-0.262,1989,"DEM.1989","DEM"
0.583,1989,"GOP.1989","GOP"
-0.388,1989,"DEM.1989","DEM"
-0.445,1989,"DEM.1989","DEM"
-0.534,1989,"DEM.1989","DEM"
-0.432,1989,"DEM.1989","DEM"
-0.516,1989,"DEM.1989","DEM"
-0.611,1989,"DEM.1989","DEM"
-0.614,1989,"DEM.1989","DEM"
-0.558,1989,"DEM.1989","DEM"
-0.349,1989,"DEM.1989","DEM"
0.131,1989,"GOP.1989","GOP"
-0.478,1989,"DEM.1989","DEM"
0.611,1989,"GOP.1989","GOP"
-0.462,1989,"DEM.1989","DEM"
0,1989,"DEM.1989","DEM"
-0.299,1989,"DEM.1989","DEM"
0.224,1989,"GOP.1989","GOP"
-0.238,1989,"DEM.1989","DEM"
0.373,1989,"GOP.1989","GOP"
0.361,1989,"GOP.1989","GOP"
0.438,1989,"GOP.1989","GOP"
0.467,1989,"GOP.1989","GOP"
-0.397,1989,"DEM.1989","DEM"
-0.467,1989,"DEM.1989","DEM"
-0.599,1989,"DEM.1989","DEM"
-0.405,1989,"DEM.1989","DEM"
-0.425,1989,"DEM.1989","DEM"
-0.433,1989,"DEM.1989","DEM"
-0.359,1989,"DEM.1989","DEM"
-0.346,1989,"DEM.1989","DEM"
-0.711,1989,"DEM.1989","DEM"
-0.21,1989,"DEM.1989","DEM"
0.557,1989,"GOP.1989","GOP"
-0.464,1989,"DEM.1989","DEM"
0.37,1989,"GOP.1989","GOP"
-0.474,1989,"DEM.1989","DEM"
0.461,1989,"GOP.1989","GOP"
0.483,1989,"GOP.1989","GOP"
0.727,1989,"GOP.1989","GOP"
0.477,1989,"GOP.1989","GOP"
0.305,1989,"GOP.1989","GOP"
0.641,1989,"GOP.1989","GOP"
0.42,1989,"GOP.1989","GOP"
-0.273,1989,"DEM.1989","DEM"
0.488,1989,"GOP.1989","GOP"
-0.263,1989,"DEM.1989","DEM"
-0.29,1989,"DEM.1989","DEM"
-0.127,1989,"DEM.1989","DEM"
0.406,1989,"GOP.1989","GOP"
0.512,1989,"GOP.1989","GOP"
0.466,1989,"GOP.1989","GOP"
-0.33,1989,"DEM.1989","DEM"
-0.381,1989,"DEM.1989","DEM"
-0.394,1989,"DEM.1989","DEM"
0.09,1989,"GOP.1989","GOP"
0.142,1989,"GOP.1989","GOP"
0.087,1989,"GOP.1989","GOP"
-0.134,1989,"DEM.1989","DEM"
0.021,1989,"DEM.1989","DEM"
0.205,1989,"GOP.1989","GOP"
-0.092,1989,"DEM.1989","DEM"
0.33,1989,"GOP.1989","GOP"
0.371,1989,"GOP.1989","GOP"
0.53,1989,"GOP.1989","GOP"
-0.249,1989,"DEM.1989","DEM"
0.333,1989,"GOP.1989","GOP"
0.372,1989,"GOP.1989","GOP"
0.395,1989,"GOP.1989","GOP"
-0.11,1989,"DEM.1989","DEM"
0.384,1989,"GOP.1989","GOP"
0.379,1989,"GOP.1989","GOP"
-0.345,1989,"DEM.1989","DEM"
0.289,1989,"GOP.1989","GOP"
-0.362,1989,"DEM.1989","DEM"
-0.511,1989,"DEM.1989","DEM"
0.258,1989,"GOP.1989","GOP"
-0.467,1989,"DEM.1989","DEM"
-0.141,1989,"DEM.1989","DEM"
-0.228,1989,"DEM.1989","DEM"
0.017,1989,"DEM.1989","DEM"
-0.209,1989,"DEM.1989","DEM"
-0.572,1989,"DEM.1989","DEM"
0.362,1989,"GOP.1989","GOP"
-0.176,1989,"DEM.1989","DEM"
-0.123,1989,"DEM.1989","DEM"
-0.141,1989,"DEM.1989","DEM"
-0.006,1989,"DEM.1989","DEM"
0.078,1989,"GOP.1989","GOP"
-0.464,1989,"DEM.1989","DEM"
0.494,1989,"GOP.1989","GOP"
-0.085,1989,"DEM.1989","DEM"
-0.665,1989,"DEM.1989","DEM"
-0.681,1989,"DEM.1989","DEM"
-0.217,1989,"DEM.1989","DEM"
-0.214,1989,"DEM.1989","DEM"
-0.157,1989,"DEM.1989","DEM"
0.289,1989,"GOP.1989","GOP"
-0.546,1989,"DEM.1989","DEM"
-0.37,1989,"DEM.1989","DEM"
-0.519,1989,"DEM.1989","DEM"
0.202,1989,"GOP.1989","GOP"
-0.316,1989,"DEM.1989","DEM"
0.789,1989,"GOP.1989","GOP"
0.312,1989,"GOP.1989","GOP"
0.412,1989,"GOP.1989","GOP"
0.302,1989,"GOP.1989","GOP"
0.371,1989,"GOP.1989","GOP"
-0.434,1989,"DEM.1989","DEM"
0.334,1989,"GOP.1989","GOP"
-0.254,1989,"DEM.1989","DEM"
-0.3,1989,"DEM.1989","DEM"
-0.251,1989,"DEM.1989","DEM"
-0.13,1989,"DEM.1989","DEM"
-0.373,1989,"DEM.1989","DEM"
-0.18,1989,"DEM.1989","DEM"
0.362,1989,"GOP.1989","GOP"
-0.21,1989,"DEM.1989","DEM"
-0.334,1989,"DEM.1989","DEM"
0.646,1989,"GOP.1989","GOP"
0.228,1989,"GOP.1989","GOP"
-0.331,1989,"DEM.1989","DEM"
-0.152,1989,"DEM.1989","DEM"
-0.088,1989,"DEM.1989","DEM"
0.148,1989,"GOP.1989","GOP"
0.265,1989,"GOP.1989","GOP"
-0.339,1989,"DEM.1989","DEM"
-0.312,1989,"DEM.1989","DEM"
0.374,1989,"GOP.1989","GOP"
0.272,1989,"GOP.1989","GOP"
0.412,1989,"GOP.1989","GOP"
-0.098,1989,"DEM.1989","DEM"
0.19,1989,"GOP.1989","GOP"
-0.162,1989,"DEM.1989","DEM"
0.333,1989,"GOP.1989","GOP"
-0.003,1989,"DEM.1989","DEM"
-0.33,1989,"DEM.1989","DEM"
-0.184,1989,"DEM.1989","DEM"
0.503,1989,"GOP.1989","GOP"
0.333,1989,"GOP.1989","GOP"
0.372,1989,"GOP.1989","GOP"
-0.563,1989,"DEM.1989","DEM"
0.322,1989,"GOP.1989","GOP"
-0.379,1989,"DEM.1989","DEM"
0.036,1989,"DEM.1989","DEM"
0.34,1989,"GOP.1989","GOP"
-0.009,1989,"DEM.1989","DEM"
0.44,1989,"GOP.1989","GOP"
-0.088,1989,"DEM.1989","DEM"
0.472,1989,"GOP.1989","GOP"
-0.302,1989,"DEM.1989","DEM"
0.094,1989,"GOP.1989","GOP"
-0.109,1989,"DEM.1989","DEM"
0.261,1989,"GOP.1989","GOP"
-0.313,1989,"DEM.1989","DEM"
-0.204,1989,"DEM.1989","DEM"
-0.358,1989,"DEM.1989","DEM"
-0.025,1989,"DEM.1989","DEM"
-0.393,1989,"DEM.1989","DEM"
-0.03,1989,"GOP.1989","GOP"
-0.095,1989,"GOP.1989","GOP"
-0.357,1989,"DEM.1989","DEM"
-0.26,1989,"DEM.1989","DEM"
-0.462,1989,"DEM.1989","DEM"
-0.399,1989,"DEM.1989","DEM"
-0.355,1989,"DEM.1989","DEM"
-0.463,1989,"DEM.1989","DEM"
-0.398,1989,"DEM.1989","DEM"
-0.402,1989,"DEM.1989","DEM"
-0.446,1989,"DEM.1989","DEM"
-0.305,1989,"DEM.1989","DEM"
-0.636,1989,"DEM.1989","DEM"
0.145,1989,"GOP.1989","GOP"
-0.376,1989,"DEM.1989","DEM"
0.333,1989,"GOP.1989","GOP"
0.229,1989,"GOP.1989","GOP"
-0.226,1989,"DEM.1989","DEM"
-0.364,1989,"DEM.1989","DEM"
-0.355,1989,"DEM.1989","DEM"
0.264,1989,"GOP.1989","GOP"
0.248,1989,"GOP.1989","GOP"
0.088,1989,"GOP.1989","GOP"
-0.526,1989,"DEM.1989","DEM"
-0.7,1989,"DEM.1989","DEM"
-0.369,1989,"DEM.1989","DEM"
-0.506,1989,"DEM.1989","DEM"
-0.411,1989,"DEM.1989","DEM"
-0.347,1989,"DEM.1989","DEM"
0.237,1989,"GOP.1989","GOP"
-0.046,1989,"DEM.1989","DEM"
0.342,1989,"GOP.1989","GOP"
0.371,1989,"GOP.1989","GOP"
-0.455,1989,"DEM.1989","DEM"
-0.497,1989,"DEM.1989","DEM"
-0.259,1989,"DEM.1989","DEM"
0.329,1989,"GOP.1989","GOP"
-0.532,1989,"DEM.1989","DEM"
-0.301,1989,"DEM.1989","DEM"
-0.386,1989,"DEM.1989","DEM"
-0.029,1989,"DEM.1989","DEM"
0.035,1989,"DEM.1989","DEM"
0.48,1989,"GOP.1989","GOP"
0.073,1989,"DEM.1989","DEM"
-0.516,1989,"DEM.1989","DEM"
0.302,1989,"GOP.1989","GOP"
-0.382,1989,"DEM.1989","DEM"
-0.148,1989,"DEM.1989","DEM"
-0.432,1989,"DEM.1989","DEM"
0.246,1989,"GOP.1989","GOP"
0.809,1989,"GOP.1989","GOP"
0.318,1989,"GOP.1989","GOP"
-0.212,1989,"DEM.1989","DEM"
-0.294,1989,"DEM.1989","DEM"
0.471,1989,"GOP.1989","GOP"
0.222,1989,"GOP.1989","GOP"
-0.197,1989,"DEM.1989","DEM"
0.208,1989,"GOP.1989","GOP"
-0.183,1989,"DEM.1989","DEM"
0.435,1989,"GOP.1989","GOP"
0.555,1989,"GOP.1989","GOP"
0.51,1989,"GOP.1989","GOP"
-0.312,1989,"DEM.1989","DEM"
-0.168,1989,"DEM.1989","DEM"
-0.186,1989,"DEM.1989","DEM"
0.1,1989,"GOP.1989","GOP"
0.147,1989,"GOP.1989","GOP"
-0.343,1989,"DEM.1989","DEM"
0.06,1989,"GOP.1989","GOP"
-0.319,1989,"DEM.1989","DEM"
-0.257,1989,"DEM.1989","DEM"
-0.572,1989,"DEM.1989","DEM"
0.188,1989,"GOP.1989","GOP"
0.241,1989,"GOP.1989","GOP"
0.224,1989,"GOP.1989","GOP"
-0.262,1989,"DEM.1989","DEM"
0.164,1989,"GOP.1989","GOP"
0.294,1989,"GOP.1989","GOP"
-0.311,1989,"DEM.1989","DEM"
-0.334,1989,"DEM.1989","DEM"
-0.402,1989,"DEM.1989","DEM"
-0.363,1989,"DEM.1989","DEM"
0.173,1989,"GOP.1989","GOP"
0.133,1989,"GOP.1989","GOP"
-0.469,1989,"DEM.1989","DEM"
-0.435,1989,"DEM.1989","DEM"
-0.43,1989,"DEM.1989","DEM"
-0.358,1989,"DEM.1989","DEM"
-0.333,1989,"DEM.1989","DEM"
-0.516,1989,"DEM.1989","DEM"
-0.556,1989,"DEM.1989","DEM"
-0.376,1989,"DEM.1989","DEM"
0.297,1989,"GOP.1989","GOP"
0.18,1989,"GOP.1989","GOP"
-0.028,1989,"GOP.1989","GOP"
-0.512,1989,"DEM.1989","DEM"
-0.587,1989,"DEM.1989","DEM"
-0.517,1989,"DEM.1989","DEM"
-0.445,1989,"DEM.1989","DEM"
-0.425,1989,"DEM.1989","DEM"
-0.387,1989,"DEM.1989","DEM"
0.046,1989,"GOP.1989","GOP"
0.059,1989,"GOP.1989","GOP"
-0.267,1989,"DEM.1989","DEM"
0.484,1989,"GOP.1989","GOP"
0.061,1989,"GOP.1989","GOP"
0.224,1989,"GOP.1989","GOP"
0.151,1989,"GOP.1989","GOP"
-0.36,1989,"DEM.1989","DEM"
-0.017,1989,"GOP.1989","GOP"
-0.354,1989,"DEM.1989","DEM"
0.39,1989,"GOP.1989","GOP"
-0.343,1989,"DEM.1989","DEM"
-0.335,1989,"DEM.1989","DEM"
0.138,1989,"GOP.1989","GOP"
-0.441,1989,"DEM.1989","DEM"
-0.085,1989,"DEM.1989","DEM"
-0.133,1989,"DEM.1989","DEM"
-0.216,1989,"DEM.1989","DEM"
-0.153,1989,"DEM.1989","DEM"
0.531,1989,"GOP.1989","GOP"
-0.315,1989,"DEM.1989","DEM"
-0.269,1989,"DEM.1989","DEM"
0.291,1989,"GOP.1989","GOP"
0.459,1989,"GOP.1989","GOP"
-0.206,1989,"DEM.1989","DEM"
-0.176,1989,"DEM.1989","DEM"
-0.19,1989,"DEM.1989","DEM"
0.181,1989,"GOP.1989","GOP"
-0.275,1989,"DEM.1989","DEM"
0.364,1989,"GOP.1989","GOP"
0.177,1989,"GOP.1989","GOP"
0.399,1989,"GOP.1989","GOP"
0.33,1989,"GOP.1989","GOP"
0.412,1989,"GOP.1989","GOP"
-0.305,1989,"DEM.1989","DEM"
0.365,1989,"GOP.1989","GOP"
-0.239,1989,"DEM.1989","DEM"
0.289,1989,"GOP.1989","GOP"
-0.297,1989,"DEM.1989","DEM"
-0.34,1989,"DEM.1989","DEM"
0.182,1989,"GOP.1989","GOP"
0.228,1989,"GOP.1989","GOP"
-0.179,1989,"DEM.1989","DEM"
-0.122,1989,"DEM.1989","DEM"
-0.316,1989,"DEM.1989","DEM"
-0.413,1989,"DEM.1989","DEM"
-0.528,1989,"DEM.1989","DEM"
0.486,1989,"GOP.1989","GOP"
-0.326,1989,"DEM.1989","DEM"
-0.199,1989,"DEM.1989","DEM"
-0.115,1989,"DEM.1989","DEM"
0.353,1989,"GOP.1989","GOP"
-0.039,1989,"DEM.1989","DEM"
-0.277,1989,"DEM.1989","DEM"
0.391,1989,"GOP.1989","GOP"
-0.301,1989,"DEM.1989","DEM"
-0.434,1989,"DEM.1989","DEM"
0.491,1989,"GOP.1989","GOP"
-0.488,1989,"DEM.1989","DEM"
-0.455,1989,"DEM.1989","DEM"
-0.398,1989,"DEM.1989","DEM"
-0.269,1989,"DEM.1989","DEM"
0.222,1989,"GOP.1989","GOP"
-0.139,1989,"DEM.1989","DEM"
0.205,1989,"GOP.1989","GOP"
-0.343,1989,"DEM.1989","DEM"
0.391,1989,"GOP.1989","GOP"
0.148,1989,"GOP.1989","GOP"
-0.288,1989,"DEM.1989","DEM"
-0.255,1989,"DEM.1989","DEM"
0.176,1989,"GOP.1989","GOP"
-0.474,1989,"DEM.1989","DEM"
0.231,1989,"GOP.1989","GOP"
0.595,1989,"GOP.1989","GOP"
0.422,1989,"GOP.1989","GOP"
-0.262,1989,"DEM.1989","DEM"
0.312,1989,"GOP.1989","GOP"
-0.221,1989,"DEM.1989","DEM"
0.177,1989,"GOP.1989","GOP"
-0.067,1989,"DEM.1989","DEM"
0.176,1989,"GOP.1989","GOP"
0.128,1989,"GOP.1989","GOP"
-0.017,1989,"GOP.1989","GOP"
0.157,1989,"GOP.1989","GOP"
0.316,1989,"GOP.1989","GOP"
-0.214,1989,"DEM.1989","DEM"
-0.058,1989,"DEM.1989","DEM"
-0.2,1989,"DEM.1989","DEM"
-0.097,1989,"DEM.1989","DEM"
-0.177,1989,"DEM.1989","DEM"
0.238,1989,"GOP.1989","GOP"
0.561,1989,"GOP.1989","GOP"
-0.055,1989,"DEM.1989","DEM"
-0.181,1989,"DEM.1989","DEM"
-0.199,1989,"DEM.1989","DEM"
-0.206,1989,"DEM.1989","DEM"
0.358,1989,"GOP.1989","GOP"
-0.123,1989,"DEM.1989","DEM"
-0.418,1989,"DEM.1989","DEM"
-0.188,1989,"DEM.1989","DEM"
-0.174,1989,"DEM.1989","DEM"
0.441,1989,"GOP.1989","GOP"
0.095,1989,"DEM.1989","DEM"
-0.339,1989,"DEM.1989","DEM"
0.589,1989,"GOP.1989","GOP"
0.481,1989,"GOP.1989","GOP"
0.534,1989,"GOP.1989","GOP"
-0.424,1989,"DEM.1989","DEM"
-0.216,1989,"DEM.1989","DEM"
-0.049,1989,"DEM.1989","DEM"
-0.037,1989,"DEM.1989","DEM"
-0.078,1989,"DEM.1989","DEM"
-0.102,1989,"DEM.1989","DEM"
-0.265,1989,"DEM.1989","DEM"
-0.392,1989,"DEM.1989","DEM"
0.057,1989,"DEM.1989","DEM"
-0.608,1989,"DEM.1989","DEM"
-0.736,1989,"DEM.1989","DEM"
0.463,1989,"GOP.1989","GOP"
-0.469,1989,"DEM.1989","DEM"
0.442,1989,"GOP.1989","GOP"
0.666,1989,"GOP.1989","GOP"
-0.379,1989,"DEM.1989","DEM"
-0.302,1989,"DEM.1989","DEM"
-0.142,1989,"DEM.1989","DEM"
0.694,1989,"GOP.1989","GOP"
-0.256,1989,"DEM.1989","DEM"
0.515,1989,"GOP.1989","GOP"
-0.246,1989,"DEM.1989","DEM"
0.489,1989,"GOP.1989","GOP"
0.046,1989,"GOP.1989","GOP"
0.229,1989,"GOP.1989","GOP"
-0.151,1989,"DEM.1989","DEM"
0.376,1989,"GOP.1989","GOP"
-0.119,1989,"DEM.1989","DEM"
-0.136,1989,"DEM.1989","DEM"
-0.141,1989,"DEM.1989","DEM"
0.356,1989,"GOP.1989","GOP"
0.271,1989,"GOP.1989","GOP"
-0.288,1989,"DEM.1989","DEM"
0.282,1989,"GOP.1989","GOP"
0.146,1989,"GOP.1989","GOP"
-0.445,1989,"DEM.1989","DEM"
-0.496,1989,"DEM.1989","DEM"
0.108,1989,"GOP.1989","GOP"
-0.401,1989,"DEM.1989","DEM"
-0.29,1989,"DEM.1989","DEM"
-0.598,1989,"DEM.1989","DEM"
0.248,1989,"GOP.1989","GOP"
-0.276,1989,"DEM.1989","DEM"
-0.285,1989,"DEM.1989","DEM"
-0.307,1989,"DEM.1989","DEM"
-0.314,1989,"DEM.1989","DEM"
-0.246,1989,"DEM.1989","DEM"
-0.48,1989,"DEM.1989","DEM"
0.186,1989,"GOP.1989","GOP"
-0.294,1989,"DEM.1989","DEM"
-0.318,1989,"DEM.1989","DEM"
0.316,1989,"GOP.1989","GOP"
-0.437,1989,"DEM.1989","DEM"
0.341,1989,"GOP.1989","GOP"
0.718,1989,"GOP.1989","GOP"
0.405,1989,"GOP.1989","GOP"
0.361,1987,"GOP.1987","GOP"
0.343,1987,"GOP.1987","GOP"
-0.04,1987,"DEM.1987","DEM"
-0.212,1987,"DEM.1987","DEM"
-0.154,1987,"DEM.1987","DEM"
-0.065,1987,"DEM.1987","DEM"
-0.087,1987,"DEM.1987","DEM"
0.254,1987,"GOP.1987","GOP"
0.393,1987,"GOP.1987","GOP"
-0.382,1987,"DEM.1987","DEM"
0.753,1987,"GOP.1987","GOP"
0.539,1987,"GOP.1987","GOP"
0.307,1987,"GOP.1987","GOP"
-0.45,1987,"DEM.1987","DEM"
-0.029,1987,"DEM.1987","DEM"
0.271,1987,"GOP.1987","GOP"
-0.258,1987,"DEM.1987","DEM"
-0.262,1987,"DEM.1987","DEM"
0.57,1987,"GOP.1987","GOP"
-0.394,1987,"DEM.1987","DEM"
-0.451,1987,"DEM.1987","DEM"
-0.546,1987,"DEM.1987","DEM"
-0.466,1987,"DEM.1987","DEM"
-0.508,1987,"DEM.1987","DEM"
-0.617,1987,"DEM.1987","DEM"
-0.606,1987,"DEM.1987","DEM"
-0.567,1987,"DEM.1987","DEM"
-0.347,1987,"DEM.1987","DEM"
0.342,1987,"GOP.1987","GOP"
-0.476,1987,"DEM.1987","DEM"
0.583,1987,"GOP.1987","GOP"
-0.438,1987,"DEM.1987","DEM"
-0.28,1987,"DEM.1987","DEM"
0.229,1987,"GOP.1987","GOP"
-0.284,1987,"DEM.1987","DEM"
0.358,1987,"GOP.1987","GOP"
0.346,1987,"GOP.1987","GOP"
0.423,1987,"GOP.1987","GOP"
0.448,1987,"GOP.1987","GOP"
-0.414,1987,"DEM.1987","DEM"
-0.469,1987,"DEM.1987","DEM"
-0.6,1987,"DEM.1987","DEM"
-0.412,1987,"DEM.1987","DEM"
-0.434,1987,"DEM.1987","DEM"
-0.447,1987,"DEM.1987","DEM"
-0.381,1987,"DEM.1987","DEM"
-0.366,1987,"DEM.1987","DEM"
-0.688,1987,"DEM.1987","DEM"
-0.219,1987,"DEM.1987","DEM"
0.553,1987,"GOP.1987","GOP"
-0.463,1987,"DEM.1987","DEM"
0.354,1987,"GOP.1987","GOP"
-0.479,1987,"DEM.1987","DEM"
0.465,1987,"GOP.1987","GOP"
0.452,1987,"GOP.1987","GOP"
0.696,1987,"GOP.1987","GOP"
0.547,1987,"GOP.1987","GOP"
0.297,1987,"GOP.1987","GOP"
0.61,1987,"GOP.1987","GOP"
0.41,1987,"GOP.1987","GOP"
-0.273,1987,"DEM.1987","DEM"
0.475,1987,"GOP.1987","GOP"
-0.25,1987,"DEM.1987","DEM"
-0.266,1987,"DEM.1987","DEM"
-0.127,1987,"DEM.1987","DEM"
0.423,1987,"GOP.1987","GOP"
0.466,1987,"GOP.1987","GOP"
0.45,1987,"GOP.1987","GOP"
-0.335,1987,"DEM.1987","DEM"
-0.372,1987,"DEM.1987","DEM"
-0.394,1987,"DEM.1987","DEM"
-0.094,1987,"GOP.1987","GOP"
0.045,1987,"GOP.1987","GOP"
0.142,1987,"GOP.1987","GOP"
0.061,1987,"GOP.1987","GOP"
-0.129,1987,"DEM.1987","DEM"
-0.002,1987,"DEM.1987","DEM"
-0.215,1987,"DEM.1987","DEM"
-0.089,1987,"DEM.1987","DEM"
-0.151,1987,"DEM.1987","DEM"
0.359,1987,"GOP.1987","GOP"
-0.132,1987,"DEM.1987","DEM"
-0.24,1987,"DEM.1987","DEM"
0.318,1987,"GOP.1987","GOP"
0.354,1987,"GOP.1987","GOP"
0.395,1987,"GOP.1987","GOP"
-0.109,1987,"DEM.1987","DEM"
0.34,1987,"GOP.1987","GOP"
0.513,1987,"GOP.1987","GOP"
-0.203,1987,"DEM.1987","DEM"
0.278,1987,"GOP.1987","GOP"
-0.343,1987,"DEM.1987","DEM"
-0.498,1987,"DEM.1987","DEM"
-0.39,1987,"DEM.1987","DEM"
-0.455,1987,"DEM.1987","DEM"
-0.141,1987,"DEM.1987","DEM"
-0.208,1987,"DEM.1987","DEM"
0.032,1987,"DEM.1987","DEM"
0.481,1987,"GOP.1987","GOP"
-0.573,1987,"DEM.1987","DEM"
0.338,1987,"GOP.1987","GOP"
-0.13,1987,"DEM.1987","DEM"
-0.127,1987,"DEM.1987","DEM"
-0.127,1987,"DEM.1987","DEM"
-0.015,1987,"DEM.1987","DEM"
0.078,1987,"GOP.1987","GOP"
-0.464,1987,"DEM.1987","DEM"
0.485,1987,"GOP.1987","GOP"
-0.085,1987,"DEM.1987","DEM"
-0.645,1987,"DEM.1987","DEM"
-0.659,1987,"DEM.1987","DEM"
-0.208,1987,"DEM.1987","DEM"
0.359,1987,"GOP.1987","GOP"
-0.154,1987,"DEM.1987","DEM"
0.268,1987,"GOP.1987","GOP"
-0.54,1987,"DEM.1987","DEM"
-0.372,1987,"DEM.1987","DEM"
-0.513,1987,"DEM.1987","DEM"
0.188,1987,"GOP.1987","GOP"
-0.329,1987,"DEM.1987","DEM"
0.778,1987,"GOP.1987","GOP"
0.289,1987,"GOP.1987","GOP"
0.388,1987,"GOP.1987","GOP"
0.274,1987,"GOP.1987","GOP"
0.333,1987,"GOP.1987","GOP"
-0.437,1987,"DEM.1987","DEM"
0.331,1987,"GOP.1987","GOP"
-0.254,1987,"DEM.1987","DEM"
-0.269,1987,"DEM.1987","DEM"
-0.407,1987,"DEM.1987","DEM"
-0.237,1987,"DEM.1987","DEM"
-0.416,1987,"DEM.1987","DEM"
-0.37,1987,"DEM.1987","DEM"
-0.176,1987,"DEM.1987","DEM"
0.367,1987,"GOP.1987","GOP"
0.28,1987,"GOP.1987","GOP"
-0.334,1987,"DEM.1987","DEM"
0.634,1987,"GOP.1987","GOP"
0.223,1987,"GOP.1987","GOP"
-0.312,1987,"DEM.1987","DEM"
-0.155,1987,"DEM.1987","DEM"
-0.087,1987,"DEM.1987","DEM"
0.136,1987,"GOP.1987","GOP"
0.242,1987,"GOP.1987","GOP"
-0.339,1987,"DEM.1987","DEM"
-0.31,1987,"DEM.1987","DEM"
0.364,1987,"GOP.1987","GOP"
0.272,1987,"GOP.1987","GOP"
0.393,1987,"GOP.1987","GOP"
-0.087,1987,"DEM.1987","DEM"
0.174,1987,"GOP.1987","GOP"
-0.15,1987,"DEM.1987","DEM"
0.318,1987,"GOP.1987","GOP"
-0.016,1987,"DEM.1987","DEM"
-0.321,1987,"DEM.1987","DEM"
-0.183,1987,"DEM.1987","DEM"
0.489,1987,"GOP.1987","GOP"
0.318,1987,"GOP.1987","GOP"
0.335,1987,"GOP.1987","GOP"
-0.563,1987,"DEM.1987","DEM"
0.304,1987,"GOP.1987","GOP"
-0.369,1987,"DEM.1987","DEM"
0.028,1987,"DEM.1987","DEM"
0.14,1987,"DEM.1987","DEM"
0.316,1987,"GOP.1987","GOP"
-0.009,1987,"DEM.1987","DEM"
0.426,1987,"GOP.1987","GOP"
-0.116,1987,"DEM.1987","DEM"
0.472,1987,"GOP.1987","GOP"
-0.302,1987,"DEM.1987","DEM"
0.084,1987,"GOP.1987","GOP"
-0.109,1987,"DEM.1987","DEM"
