id_county,year,pop,emp,yr_raise
12071,2005,440888,8032,2006
12071,2006,440888,9430.000000000004,2006
12071,2007,440888,8677,2006
12087,2003,79588.99999999997,832.0000000000001,2006
12087,2004,79588.99999999997,890.9999999999997,2006
12087,2005,79588.99999999997,860.9999999999998,2006
12087,2006,79588.99999999997,851.0000000000002,2006
12087,2007,79588.99999999997,851.9999999999997,2006
12093,2003,35910.00000000001,306,2006
12093,2004,35910.00000000001,407.9999999999999,2006
12093,2005,35910.00000000001,447.00000000000017,2006
12093,2006,35910.00000000001,441.9999999999999,2006
12093,2007,35910.00000000001,465.99999999999983,2006
12097,2003,172493.00000000006,1980.0000000000002,2006
12097,2004,172493.00000000006,1986.0000000000007,2006
12097,2005,172493.00000000006,2358.000000000001,2006
12097,2006,172493.00000000006,2625.9999999999995,2006
12097,2007,172493.00000000006,2558.999999999999,2006
12099,2003,1131183.9999999998,17476.999999999993,2006
12099,2004,1131183.9999999998,15202.00000000001,2006
12099,2005,1131183.9999999998,16680.999999999996,2006
12099,2006,1131183.9999999998,18329.000000000015,2006
12099,2007,1131183.9999999998,19803.99999999999,2006
12109,2003,123135.00000000001,1902.0000000000002,2006
12109,2004,123135.00000000001,2053.0000000000005,2006
12109,2005,123135.00000000001,2234.999999999999,2006
12109,2006,123135.00000000001,2599.0000000000005,2006
12109,2007,123135.00000000001,2647.000000000001,2006
12113,2003,117743.00000000006,1201,2006
12113,2004,117743.00000000006,1292,2006
12113,2005,117743.00000000006,1572.9999999999998,2006
12113,2006,117743.00000000006,1641.0000000000005,2006
12113,2007,117743.00000000006,1531.0000000000005,2006
12121,2003,34844,291.0000000000001,2006
12121,2004,34844,298.00000000000006,2006
12121,2005,34844,299.0000000000001,2006
12121,2006,34844,322.99999999999994,2006
12121,2007,34844,324.99999999999994,2006
13011,2003,14422.000000000002,195,NA
13011,2004,14422.000000000002,202.99999999999997,NA
13011,2005,14422.000000000002,242.99999999999994,NA
13011,2006,14422.000000000002,270.00000000000006,NA
13011,2007,14422.000000000002,263.00000000000006,NA
13013,2003,46144.00000000001,486.99999999999994,NA
13013,2004,46144.00000000001,484.0000000000002,NA
13013,2005,46144.00000000001,521,NA
13013,2006,46144.00000000001,624.9999999999998,NA
13013,2007,46144.00000000001,603.0000000000002,NA
13019,2003,16235,261.00000000000006,NA
13019,2004,16235,258.9999999999999,NA
13019,2005,16235,285.99999999999994,NA
13019,2006,16235,277.99999999999994,NA
13019,2007,16235,147.99999999999994,NA
13021,2003,153887.00000000003,2295.999999999999,NA
13021,2004,153887.00000000003,2271,NA
13021,2005,153887.00000000003,2279,NA
13021,2006,153887.00000000003,2230.000000000001,NA
13021,2007,153887.00000000003,2012.9999999999993,NA
13037,2003,6320,15.999999999999998,NA
13037,2004,6320,21,NA
13037,2005,6320,15,NA
13037,2006,6320,24.000000000000004,NA
13037,2007,6320,32,NA
13039,2003,43664,505.00000000000017,NA
13039,2004,43664,540.0000000000002,NA
13039,2005,43664,576.0000000000001,NA
13039,2006,43664,568.0000000000001,NA
13039,2007,43664,540.9999999999998,NA
13049,2003,10282,101.99999999999996,NA
13049,2004,10282,87,NA
13049,2005,10282,105.99999999999997,NA
13049,2006,10282,110.00000000000004,NA
13049,2007,10282,115.99999999999999,NA
13057,2003,141903.00000000003,1672.9999999999993,NA
13057,2004,141903.00000000003,1807.9999999999995,NA
13057,2005,141903.00000000003,2050.999999999999,NA
13057,2006,141903.00000000003,2238.9999999999995,NA
13057,2007,141903.00000000003,2449,NA
13077,2003,89214.99999999997,1227.9999999999998,NA
13077,2004,89214.99999999997,1186.0000000000005,NA
13077,2005,89214.99999999997,1216.9999999999995,NA
13077,2006,89214.99999999997,1288.9999999999995,NA
13077,2007,89214.99999999997,1427,NA
13079,2003,12494.999999999998,56.00000000000002,NA
13079,2004,12494.999999999998,38.99999999999999,NA
13079,2005,12494.999999999998,31,NA
13079,2006,12494.999999999998,30.000000000000004,NA
13079,2007,12494.999999999998,23,NA
13093,2003,11525.000000000002,43,NA
13093,2004,11525.000000000002,42.00000000000001,NA
13093,2005,11525.000000000002,37.99999999999999,NA
13093,2006,11525.000000000002,59.999999999999986,NA
13093,2007,11525.000000000002,77.00000000000001,NA
13097,2003,92173.99999999997,1681.0000000000005,NA
13097,2004,92173.99999999997,1751.0000000000002,NA
13097,2005,92173.99999999997,1948.9999999999998,NA
13097,2006,92173.99999999997,2242.0000000000005,NA
13097,2007,92173.99999999997,2508.999999999999,NA
13109,2003,10495.000000000002,181.00000000000006,NA
13109,2004,10495.000000000002,174,NA
13109,2005,10495.000000000002,184.00000000000006,NA
13109,2006,10495.000000000002,170.00000000000006,NA
13109,2007,10495.000000000002,183.00000000000009,NA
13113,2003,91263.00000000001,1677.9999999999995,NA
13113,2004,91263.00000000001,1708.9999999999995,NA
13113,2005,91263.00000000001,1723,NA
13113,2006,91263.00000000001,1839.9999999999993,NA
13113,2007,91263.00000000001,2074.0000000000005,NA
13117,2003,98407.00000000003,1527,NA
13117,2004,98407.00000000003,1617.9999999999995,NA
13117,2005,98407.00000000003,1859.0000000000002,NA
13117,2006,98407.00000000003,2094.9999999999995,NA
13117,2007,98407.00000000003,2076,NA
13129,2003,44104,630.0000000000001,NA
13129,2004,44104,587.9999999999999,NA
13129,2005,44104,579.0000000000002,NA
13129,2006,44104,575.0000000000001,NA
13129,2007,44104,601,NA
13135,2003,588448.0000000002,9845.999999999998,NA
13135,2004,588448.0000000002,9376,NA
13135,2005,588448.0000000002,9845.999999999998,NA
13135,2006,588448.0000000002,10884,NA
13135,2007,588448.0000000002,10890.99999999999,NA
13147,2003,22997,266,NA
13147,2004,22997,230.99999999999994,NA
13147,2005,22997,266,NA
13147,2006,22997,248.00000000000009,NA
13147,2007,22997,263.00000000000006,NA
13155,2003,9930.999999999998,57.999999999999986,NA
13155,2004,9930.999999999998,46,NA
13155,2005,9930.999999999998,62.00000000000001,NA
13155,2006,9930.999999999998,46,NA
13155,2007,9930.999999999998,48.00000000000001,NA
13161,2003,12684,149.99999999999997,NA
13161,2004,12684,136.00000000000006,NA
13161,2005,12684,159.99999999999994,NA
13161,2006,12684,181.00000000000006,NA
13161,2007,12684,188,NA
13179,2003,61609.99999999999,413.00000000000017,NA
13179,2004,61609.99999999999,370.99999999999994,NA
13179,2005,61609.99999999999,480.99999999999994,NA
13179,2006,61609.99999999999,461.9999999999999,NA
13179,2007,61609.99999999999,468.9999999999999,NA
13195,2003,25729.999999999996,115.99999999999999,NA
13195,2004,25729.999999999996,119.00000000000003,NA
13195,2005,25729.999999999996,105.99999999999997,NA
13195,2006,25729.999999999996,130.99999999999994,NA
13195,2007,25729.999999999996,149,NA
13197,2003,7143.999999999999,42.00000000000001,NA
13197,2004,7143.999999999999,37.99999999999999,NA
13197,2005,7143.999999999999,34.00000000000001,NA
13197,2006,7143.999999999999,48.99999999999999,NA
13197,2007,7143.999999999999,52.00000000000001,NA
13209,2003,8270,46,NA
13209,2004,8270,30.000000000000004,NA
13209,2005,8270,34.99999999999999,NA
13209,2006,8270,38.99999999999999,NA
13209,2007,8270,36,NA
13211,2003,15457,180,NA
13211,2004,15457,179,NA
13211,2005,15457,197,NA
13211,2006,15457,272.0000000000001,NA
13211,2007,15457,269,NA
13213,2003,36506,302,NA
13213,2004,36506,293.99999999999994,NA
13213,2005,36506,217.99999999999997,NA
13213,2006,36506,305.00000000000006,NA
13213,2007,36506,285.00000000000006,NA
13217,2003,62000.999999999985,633.9999999999999,NA
13217,2004,62000.999999999985,663,NA
13217,2005,62000.999999999985,676.0000000000001,NA
13217,2006,62000.999999999985,756.0000000000002,NA
13217,2007,62000.999999999985,754.0000000000001,NA
13223,2003,81678.00000000001,593.0000000000002,NA
13223,2004,81678.00000000001,654.9999999999999,NA
13223,2005,81678.00000000001,823,NA
13223,2006,81678.00000000001,903.9999999999997,NA
13223,2007,81678.00000000001,1080.0000000000005,NA
13227,2003,22982.999999999996,205.00000000000006,NA
13227,2004,22982.999999999996,230.00000000000006,NA
13227,2005,22982.999999999996,216.00000000000006,NA
13227,2006,22982.999999999996,223.00000000000003,NA
13227,2007,22982.999999999996,232.99999999999991,NA
13233,2003,38127,390.00000000000006,NA
13233,2004,38127,374.99999999999994,NA
13233,2005,38127,382.9999999999999,NA
13233,2006,38127,368.0000000000001,NA
13233,2007,38127,368.99999999999994,NA
13237,2003,18812,149,NA
13237,2004,18812,154.00000000000006,NA
13237,2005,18812,161.99999999999994,NA
13237,2006,18812,250.9999999999999,NA
13237,2007,18812,227.00000000000006,NA
13241,2003,15050.000000000004,232.99999999999991,NA
13241,2004,15050.000000000004,193,NA
13241,2005,15050.000000000004,227.00000000000006,NA
13241,2006,15050.000000000004,214.99999999999991,NA
13241,2007,15050.000000000004,223.00000000000003,NA
13263,2003,6498.000000000001,11.000000000000002,NA
13263,2004,6498.000000000001,15.999999999999998,NA
13263,2005,6498.000000000001,6.999999999999999,NA
13263,2006,6498.000000000001,6,NA
13263,2007,6498.000000000001,10.000000000000002,NA
13271,2003,11793.999999999998,108.00000000000003,NA
13271,2004,11793.999999999998,129.99999999999997,NA
13271,2005,11793.999999999998,175.00000000000009,NA
13271,2006,11793.999999999998,197,NA
13271,2007,11793.999999999998,180,NA
13273,2003,10970.000000000002,54.00000000000001,NA
13273,2004,10970.000000000002,59.999999999999986,NA
13273,2005,10970.000000000002,64.99999999999999,NA
13273,2006,10970.000000000002,65.99999999999997,NA
13273,2007,10970.000000000002,59.999999999999986,NA
13297,2003,60687.00000000002,686.9999999999998,NA
13297,2004,60687.00000000002,607,NA
13297,2005,60687.00000000002,575.0000000000001,NA
13297,2006,60687.00000000002,683,NA
13297,2007,60687.00000000002,756.9999999999998,NA
13303,2003,21176,167.00000000000006,NA
13303,2004,21176,146.99999999999997,NA
13303,2005,21176,144,NA
13303,2006,21176,138.99999999999997,NA
13303,2007,21176,155.00000000000003,NA
13313,2003,83525.00000000003,1276,NA
13313,2004,83525.00000000003,1280.9999999999995,NA
13313,2005,83525.00000000003,1340,NA
13313,2006,83525.00000000003,1445.0000000000005,NA
13313,2007,83525.00000000003,1324.0000000000002,NA
13317,2003,10687.000000000002,138.00000000000006,NA
13317,2004,10687.000000000002,115.00000000000001,NA
13317,2005,10687.000000000002,103.99999999999999,NA
13317,2006,10687.000000000002,98.99999999999999,NA
13317,2007,10687.000000000002,94,NA
13321,2003,21967,142.99999999999994,NA
13321,2004,21967,144.99999999999997,NA
13321,2005,21967,161.99999999999994,NA
13321,2006,21967,173.00000000000006,NA
13321,2007,21967,133,NA
16003,2003,3476.0000000000005,26.000000000000004,NA
16003,2004,3476.0000000000005,37,NA
16003,2005,3476.0000000000005,54.00000000000001,NA
16003,2006,3476.0000000000005,54.00000000000001,NA
16003,2007,3476.0000000000005,48.99999999999999,NA
16015,2003,6669.999999999999,48.99999999999999,NA
16015,2004,6669.999999999999,49.99999999999999,NA
16015,2005,6669.999999999999,64.99999999999999,NA
16015,2006,6669.999999999999,56.00000000000002,NA
16015,2007,6669.999999999999,62.99999999999999,NA
16017,2003,36835.00000000001,542.9999999999999,NA
16017,2004,36835.00000000001,543.9999999999998,NA
16017,2005,36835.00000000001,619.0000000000001,NA
16017,2006,36835.00000000001,620.0000000000002,NA
16017,2007,36835.00000000001,605.0000000000002,NA
16021,2003,9871.000000000002,133.99999999999997,NA
16021,2004,9871.000000000002,126,NA
16021,2005,9871.000000000002,142.99999999999994,NA
16021,2006,9871.000000000002,147.99999999999994,NA
16021,2007,9871.000000000002,124.00000000000003,NA
16029,2003,7304,139.99999999999994,NA
16029,2004,7304,121.00000000000003,NA
16029,2005,7304,146,NA
16029,2006,7304,119.99999999999997,NA
16029,2007,7304,154.00000000000006,NA
16041,2003,11329.000000000002,280.9999999999999,NA
16041,2004,11329.000000000002,254,NA
16041,2005,11329.000000000002,277.99999999999994,NA
16041,2006,11329.000000000002,297.00000000000006,NA
16041,2007,11329.000000000002,313.99999999999994,NA
16045,2003,15181,151,NA
16045,2004,15181,138.00000000000006,NA
16045,2005,15181,169,NA
16045,2006,15181,161.99999999999994,NA
16045,2007,15181,181.00000000000006,NA
16067,2003,20173.999999999996,309.0000000000001,NA
16067,2004,20173.999999999996,310.99999999999994,NA
16067,2005,20173.999999999996,309.0000000000001,NA
16067,2006,20173.999999999996,322.00000000000006,NA
16067,2007,20173.999999999996,333,NA
16079,2003,13771,163,NA
16079,2004,13771,176.99999999999994,NA
16079,2005,13771,171.99999999999994,NA
16079,2006,13771,190,NA
16079,2007,13771,217.99999999999997,NA
16083,2003,64283.99999999999,1346.0000000000002,NA
16083,2004,64283.99999999999,1316.9999999999995,NA
16083,2005,64283.99999999999,1261.9999999999995,NA
16083,2006,64283.99999999999,1386.9999999999995,NA
16083,2007,64283.99999999999,1464.9999999999993,NA
17005,2003,17633,179,2004
17005,2004,17633,159,2004
17005,2005,17633,138.99999999999997,2004
17005,2006,17633,133,2004
17005,2007,17633,146.99999999999997,2004
17015,2003,16673.999999999996,228.00000000000006,2004
17015,2004,16673.999999999996,226.00000000000009,2004
17015,2005,16673.999999999996,245.0000000000001,2004
17015,2006,16673.999999999996,237.00000000000009,2004
17015,2007,16673.999999999996,234.00000000000006,2004
17025,2003,14560,161.99999999999994,2004
17025,2004,14560,149,2004
17025,2005,14560,127.99999999999997,2004
17025,2006,14560,146,2004
17025,2007,14560,144.99999999999997,2004
17035,2003,11253,138.00000000000006,2004
17035,2004,11253,98.99999999999999,2004
17035,2005,11253,85.00000000000001,2004
17035,2006,11253,74.00000000000003,2004
17035,2007,11253,87,2004
17047,2003,6971.000000000001,78,2004
17047,2004,6971.000000000001,81.00000000000003,2004
17047,2005,6971.000000000001,66.99999999999997,2004
17047,2006,6971.000000000001,55.000000000000014,2004
17047,2007,6971.000000000001,62.00000000000001,2004
17049,2003,34264.00000000001,1085.9999999999998,2004
17049,2004,34264.00000000001,1001.9999999999999,2004
17049,2005,34264.00000000001,967.9999999999997,2004
17049,2006,34264.00000000001,928.0000000000001,2004
17049,2007,34264.00000000001,969.0000000000002,2004
17053,2003,14241.000000000004,275.0000000000001,2004
17053,2004,14241.000000000004,242.00000000000009,2004
17053,2005,14241.000000000004,242.00000000000009,2004
17053,2006,14241.000000000004,248.00000000000009,2004
17053,2007,14241.000000000004,202.99999999999997,2004
17063,2003,37535.00000000001,721.0000000000002,2004
17063,2004,37535.00000000001,649.9999999999999,2004
17063,2005,37535.00000000001,660.9999999999998,2004
17063,2006,37535.00000000001,654.0000000000001,2004
17063,2007,37535.00000000001,713,2004
17089,2003,404119.00000000006,8157.9999999999945,2004
17089,2004,404119.00000000006,7844.999999999999,2004
17089,2005,404119.00000000006,8032,2004
17089,2006,404119.00000000006,7927.000000000003,2004
17089,2007,404119.00000000006,8308.999999999995,2004
17097,2003,644356,10654.000000000005,2004
17097,2004,644356,10111.999999999996,2004
17097,2005,644356,9969.000000000002,2004
17097,2006,644356,10362.999999999993,2004
17097,2007,644356,10283,2004
17113,2003,150433,2672.9999999999995,2004
17113,2004,150433,2384.000000000001,2004
17113,2005,150433,2335.000000000001,2004
17113,2006,150433,2299,2004
17113,2007,150433,2486.999999999999,2004
17125,2003,16038,190,2004
17125,2004,16038,191,2004
17125,2005,16038,144.99999999999997,2004
17125,2006,16038,146.99999999999997,2004
17125,2007,16038,156.99999999999994,2004
17135,2003,30651.999999999996,435.99999999999994,2004
17135,2004,30651.999999999996,447.00000000000017,2004
17135,2005,30651.999999999996,471,2004
17135,2006,30651.999999999996,409.00000000000017,2004
17135,2007,30651.999999999996,410.00000000000017,2004
17155,2003,6086,56.00000000000002,2004
17155,2004,6086,42.00000000000001,2004
17155,2005,6086,49.99999999999999,2004
17155,2006,6086,43.99999999999999,2004
17155,2007,6086,70.00000000000003,2004
17161,2003,149374.00000000003,2635.0000000000005,2004
17161,2004,149374.00000000003,2499.9999999999995,2004
17161,2005,149374.00000000003,2606.0000000000005,2004
17161,2006,149374.00000000003,2569.999999999999,2004
17161,2007,149374.00000000003,2512.9999999999995,2004
17169,2003,7189,92.00000000000001,2004
17169,2004,7189,93.00000000000003,2004
17169,2005,7189,74.99999999999997,2004
17169,2006,7189,79.99999999999997,2004
17169,2007,7189,83.99999999999999,2004
17193,2003,15371,232.99999999999991,2004
17193,2004,15371,219.00000000000003,2004
17193,2005,15371,191,2004
17193,2006,15371,176.99999999999994,2004
17193,2007,15371,195,2004
17195,2003,60652.99999999999,826.9999999999999,2004
17195,2004,60652.99999999999,786.9999999999999,2004
17195,2005,60652.99999999999,870.0000000000002,2004
17195,2006,60652.99999999999,804.0000000000001,2004
17195,2007,60652.99999999999,838.9999999999998,2004
17199,2003,61296.00000000001,906.9999999999997,2004
17199,2004,61296.00000000001,952.9999999999997,2004
17199,2005,61296.00000000001,878.0000000000002,2004
17199,2006,61296.00000000001,837.0000000000001,2004
17199,2007,61296.00000000001,878.9999999999998,2004
17203,2003,35468.99999999999,677.9999999999999,2004
17203,2004,35468.99999999999,627.0000000000001,2004
17203,2005,35468.99999999999,612,2004
17203,2006,35468.99999999999,645,2004
17203,2007,35468.99999999999,655.9999999999998,2004
18005,2003,71434.99999999997,1277.9999999999998,NA
18005,2004,71434.99999999997,1232.9999999999998,NA
18005,2005,71434.99999999997,1294.9999999999998,NA
18005,2006,71434.99999999997,1211.9999999999998,NA
18005,2007,71434.99999999997,1189.9999999999995,NA
18017,2003,40929.99999999999,540.0000000000002,NA
18017,2004,40929.99999999999,495,NA
18017,2005,40929.99999999999,447.00000000000017,NA
18017,2006,40929.99999999999,441.9999999999999,NA
18017,2007,40929.99999999999,429,NA
18019,2003,96472.00000000001,1646,NA
18019,2004,96472.00000000001,1500.9999999999998,NA
18019,2005,96472.00000000001,1450,NA
18019,2006,96472.00000000001,1651.9999999999995,NA
18019,2007,96472.00000000001,1585.9999999999995,NA
18021,2003,26556,238.00000000000009,NA
18021,2004,26556,310.00000000000006,NA
18021,2005,26556,316.00000000000006,NA
18021,2006,26556,273,NA
18021,2007,26556,259.99999999999994,NA
18023,2003,33866,454.99999999999994,NA
18023,2004,33866,432.99999999999994,NA
18023,2005,33866,420.9999999999999,NA
18023,2006,33866,404.00000000000017,NA
18023,2007,33866,413.00000000000017,NA
18029,2003,46109.00000000001,900.0000000000001,NA
18029,2004,46109.00000000001,849.0000000000003,NA
18029,2005,46109.00000000001,859.9999999999999,NA
18029,2006,46109.00000000001,772.0000000000002,NA
18029,2007,46109.00000000001,906.9999999999997,NA
18033,2003,40284.99999999999,669.9999999999999,NA
18033,2004,40284.99999999999,614.9999999999998,NA
18033,2005,40284.99999999999,624.0000000000001,NA
18033,2006,40284.99999999999,673,NA
18033,2007,40284.99999999999,588.9999999999999,NA
18035,2003,118768.99999999997,1552.0000000000005,NA
18035,2004,118768.99999999997,1376.9999999999993,NA
18035,2005,118768.99999999997,1330.0000000000002,NA
18035,2006,118768.99999999997,1326,NA
18035,2007,118768.99999999997,1306,NA
18053,2003,73402.99999999999,964,NA
18053,2004,73402.99999999999,881.0000000000003,NA
18053,2005,73402.99999999999,860.9999999999998,NA
18053,2006,73402.99999999999,788.9999999999997,NA
18053,2007,73402.99999999999,784.9999999999998,NA
18063,2003,104092.99999999997,1921.0000000000007,NA
18063,2004,104092.99999999997,1994,NA
18063,2005,104092.99999999997,2089,NA
18063,2006,104092.99999999997,2222.000000000001,NA
18063,2007,104092.99999999997,2300.000000000001,NA
18081,2003,115209,2321.0000000000005,NA
18081,2004,115209,2293.999999999999,NA
18081,2005,115209,2250.0000000000005,NA
18081,2006,115209,2232,NA
18081,2007,115209,2245.000000000001,NA
18083,2003,39256.00000000001,561.9999999999999,NA
18083,2004,39256.00000000001,517.9999999999999,NA
18083,2005,39256.00000000001,517,NA
18083,2006,39256.00000000001,540.9999999999998,NA
18083,2007,39256.00000000001,484.0000000000002,NA
18091,2003,110106,1694.9999999999998,NA
18091,2004,110106,1593.0000000000005,NA
18091,2005,110106,1627.9999999999995,NA
18091,2006,110106,1601.9999999999993,NA
18091,2007,110106,1590.0000000000005,NA
18093,2003,45922,497.99999999999994,NA
18093,2004,45922,471,NA
18093,2005,45922,471.99999999999983,NA
18093,2006,45922,472.99999999999983,NA
18093,2007,45922,494.00000000000017,NA
18099,2003,45128,716.0000000000001,NA
18099,2004,45128,675.0000000000002,NA
18099,2005,45128,652.0000000000001,NA
18099,2006,45128,680.9999999999998,NA
18099,2007,45128,637.9999999999999,NA
18109,2003,66688.99999999997,797.0000000000001,NA
18109,2004,66688.99999999997,758,NA
18109,2005,66688.99999999997,780.0000000000001,NA
18109,2006,66688.99999999997,747,NA
18109,2007,66688.99999999997,732.9999999999999,NA
18113,2003,46275.00000000001,659,NA
18113,2004,46275.00000000001,636.9999999999999,NA
18113,2005,46275.00000000001,597.0000000000001,NA
18113,2006,46275.00000000001,613.9999999999999,NA
18113,2007,46275.00000000001,600,NA
18115,2003,5623,72.99999999999999,NA
18115,2004,5623,71,NA
18115,2005,5623,64.99999999999999,NA
18115,2006,5623,57.00000000000001,NA
18115,2007,5623,59.000000000000014,NA
18119,2003,21786,197,NA
18119,2004,21786,201,NA
18119,2005,21786,211.00000000000003,NA
18119,2006,21786,202.00000000000006,NA
18119,2007,21786,195,NA
18133,2003,36019,627.9999999999999,NA
18133,2004,36019,649.9999999999999,NA
18133,2005,36019,621.9999999999999,NA
18133,2006,36019,538,NA
18133,2007,36019,516,NA
18145,2003,43445,656.9999999999997,NA
18145,2004,43445,647.0000000000002,NA
18145,2005,43445,551.0000000000002,NA
18145,2006,43445,486.99999999999994,NA
18145,2007,43445,461.9999999999999,NA
18157,2003,148955.00000000006,2222.000000000001,NA
18157,2004,148955.00000000006,2085.0000000000005,NA
18157,2005,148955.00000000006,2225,NA
18157,2006,148955.00000000006,2289.0000000000005,NA
18157,2007,148955.00000000006,2303.0000000000005,NA
18175,2003,27223.000000000004,211.00000000000003,NA
18175,2004,27223.000000000004,203.99999999999994,NA
18175,2005,27223.000000000004,184.99999999999991,NA
18175,2006,27223.000000000004,190,NA
18175,2007,27223.000000000004,195,NA
18179,2003,27600.000000000007,439.00000000000006,NA
18179,2004,27600.000000000007,382.9999999999999,NA
18179,2005,27600.000000000007,376.00000000000006,NA
18179,2006,27600.000000000007,425.00000000000017,NA
18179,2007,27600.000000000007,341.00000000000006,NA
18181,2003,25267,253.00000000000003,NA
18181,2004,25267,205.00000000000006,NA
18181,2005,25267,198,NA
18181,2006,25267,192,NA
18181,2007,25267,187.00000000000003,NA
19013,2003,128012.00000000003,2709.000000000001,NA
19013,2004,128012.00000000003,2534.999999999999,NA
19013,2005,128012.00000000003,2542.0000000000005,NA
19013,2006,128012.00000000003,2577.9999999999995,NA
19013,2007,128012.00000000003,2642,NA
19025,2003,11114.999999999998,237.00000000000009,NA
19025,2004,11114.999999999998,186.00000000000009,NA
19025,2005,11114.999999999998,179,NA
19025,2006,11114.999999999998,184.99999999999991,NA
19025,2007,11114.999999999998,173.00000000000006,NA
19069,2003,10704,197,NA
19069,2004,10704,184.00000000000006,NA
19069,2005,10704,202.99999999999997,NA
19069,2006,10704,181.00000000000006,NA
19069,2007,10704,181.99999999999997,NA
19077,2003,11352.999999999998,156.99999999999994,NA
19077,2004,11352.999999999998,144.99999999999997,NA
19077,2005,11352.999999999998,139.99999999999994,NA
19077,2006,11352.999999999998,126.99999999999999,NA
19077,2007,11352.999999999998,130.99999999999994,NA
19083,2003,18812,356,NA
19083,2004,18812,326,NA
19083,2005,18812,315,NA
19083,2006,18812,321,NA
19083,2007,18812,315,NA
19087,2003,20336,494.00000000000017,NA
19087,2004,20336,407.9999999999999,NA
19087,2005,20336,409.00000000000017,NA
19087,2006,20336,399.0000000000001,NA
19087,2007,20336,374.99999999999994,NA
19111,2003,38051.99999999999,605.9999999999999,NA
19111,2004,38051.99999999999,556,NA
19111,2005,38051.99999999999,597.9999999999998,NA
19111,2006,38051.99999999999,624.0000000000001,NA
19111,2007,38051.99999999999,621.9999999999999,NA
19113,2003,191701,4064.0000000000014,NA
19113,2004,191701,3971.999999999998,NA
19113,2005,191701,3843,NA
19113,2006,191701,3964.999999999999,NA
19113,2007,191701,4315.000000000004,NA
19123,2003,22335,365,NA
19123,2004,22335,343.99999999999994,NA
19123,2005,22335,310.00000000000006,NA
19123,2006,22335,331,NA
