sales,price,brand,ad
13568,1.59,dominicks,1
6080,1.61,dominicks,0
10432,1.69,dominicks,1
11712,1.69,dominicks,0
4032,1.76,dominicks,0
6336,1.82,dominicks,0
13632,1.47,dominicks,0
45119.99999,1.29,dominicks,0
9984,1.39,dominicks,0
4800,1.82,dominicks,0
11776,1.69,dominicks,0
11584,1.54,dominicks,0
51263.99998,1.39,dominicks,1
14976,1.44,dominicks,0
30783.99999,1.59,dominicks,0
12480,1.6,dominicks,0
3264,1.99,dominicks,0
8768,1.48,dominicks,0
70848,1.29,dominicks,1
18560,1.42,dominicks,0
9152,1.99,dominicks,0
9600,2,dominicks,0
4800,2.09,dominicks,0
9664,1.69,dominicks,0
45568.00001,1.69,dominicks,0
20992,1.74,dominicks,0
6592,2.09,dominicks,0
4992,2.05,dominicks,0
8064,1.24,dominicks,0
7360,1.61,dominicks,0
10048,1.4,dominicks,0
10112,1.91,dominicks,0
9152,1.69,dominicks,0
36288,1.49,dominicks,1
3776,1.99,dominicks,1
3328,1.97,dominicks,0
13824,1.36,dominicks,0
9024,1.19,dominicks,0
2048,2.09,dominicks,0
1984,2.09,dominicks,0
4160,1.77,dominicks,0
35264.00002,1.49,dominicks,0
8640,1.82,dominicks,0
5888,3.66,tropicana,0
6976,3.66,tropicana,0
6528,3.66,tropicana,0
4928,3.66,tropicana,0
5312,3.66,tropicana,0
5120,3.66,tropicana,0
7936,3.66,tropicana,0
6080,3.66,tropicana,0
4160,3.66,tropicana,0
5888,3.66,tropicana,0
9536,3.29,tropicana,0
8320,3.29,tropicana,0
8000,3.29,tropicana,0
5824,3.66,tropicana,0
10624,3.29,tropicana,1
6656,3.29,tropicana,0
5184,3.51,tropicana,0
4928,3.51,tropicana,0
5888,3.51,tropicana,0
5312,3.51,tropicana,0
9984,3.66,tropicana,0
8448,2.99,tropicana,0
10880,2.99,tropicana,0
5696,3.39,tropicana,0
5696,3.39,tropicana,0
32384.00001,2.39,tropicana,0
10752,2.39,tropicana,0
6912,3.39,tropicana,0
13440,2.59,tropicana,0
7808,2.59,tropicana,0
5248,3.39,tropicana,0
6208,3.39,tropicana,0
21440,2.49,tropicana,0
7360,3.39,tropicana,0
6720,3.39,tropicana,0
6656,3.39,tropicana,0
6016,3.39,tropicana,0
6144,3.39,tropicana,0
4928,3.39,tropicana,0
67712.00002,1.69,tropicana,1
8640,3.39,tropicana,0
35520,1.99,tropicana,1
9664,3.39,tropicana,0
49088.00001,1.99,tropicana,1
14912,1.99,tropicana,0
6464,3.39,tropicana,0
25023.99999,2.29,tropicana,1
6272,3.39,tropicana,0
5056,3.39,tropicana,0
47615.99999,1.99,tropicana,0
13888,1.99,tropicana,0
6144,3.39,tropicana,0
9344,3.39,tropicana,0
32896.00001,1.99,tropicana,0
21056,1.99,tropicana,0
15360,1.99,tropicana,0
8000,3.39,tropicana,1
21120,2.19,tropicana,0
11904,2.19,tropicana,0
5056,3.39,tropicana,0
4608,3.39,tropicana,0
6016,3.39,tropicana,0
50752,1.99,tropicana,1
5632,3.39,tropicana,0
6400,3.39,tropicana,0
5440,2.99,tropicana,0
8128,2.94,tropicana,0
7232,2.94,tropicana,0
7168,2.94,tropicana,0
7872,2.94,tropicana,0
7552,2.99,tropicana,0
69504.00001,1.99,tropicana,1
8960,2.99,tropicana,0
6912,2.99,tropicana,0
6656,2.99,tropicana,0
8192,2.99,tropicana,0
13440,2.39,tropicana,0
12160,2.39,tropicana,0
11840,2.29,tropicana,0
8640,2.29,tropicana,0
5888,2.99,tropicana,0
7424,2.99,tropicana,0
5632,2.99,tropicana,0
33600,1.99,tropicana,1
5376,2.99,tropicana,0
54271.99999,1.99,tropicana,1
33600,1.79,tropicana,0
24448,1.79,tropicana,0
22784,1.79,tropicana,0
19008,2.99,tropicana,0
15808,2.5,tropicana,1
14144,2.5,tropicana,0
9600,2.99,tropicana,0
10112,2.99,tropicana,0
31871.99999,2.24,tropicana,1
9280,2.99,tropicana,0
7680,2.99,tropicana,0
8704,2.99,tropicana,0
9920,2.99,tropicana,0
91967.99996,2.49,tropicana,1
44095.99998,2.49,tropicana,0
7296,2.99,tropicana,1
12928,2.69,tropicana,0
6848,2.99,tropicana,0
8064,2.99,tropicana,0
4992,2.99,tropicana,0
7360,2.99,tropicana,0
8384,2.89,tropicana,1
8832,2.99,tropicana,0
17728,2.79,tropicana,1
9600,2.99,tropicana,0
25664.00001,2.49,tropicana,1
9984,2.49,tropicana,0
8576,2.99,tropicana,0
13184,2.78,tropicana,1
7488,2.78,tropicana,0
4224,2.99,minute.maid,0
4352,2.99,minute.maid,0
4928,2.99,minute.maid,0
31167.99999,2.59,minute.maid,1
10048,2.99,minute.maid,0
21760,2.39,minute.maid,1
4544,2.99,minute.maid,0
52223.99998,1.99,minute.maid,1
3584,2.99,minute.maid,0
5120,2.99,minute.maid,0
4416,2.99,minute.maid,0
30208,2.19,minute.maid,1
4160,2.99,minute.maid,0
4992,2.99,minute.maid,0
13952,2.99,minute.maid,0
47680.00001,1.99,minute.maid,1
7616,2.69,minute.maid,0
8896,2.99,minute.maid,0
28543.99999,1.99,minute.maid,1
5440,2.99,minute.maid,0
52415.99999,1.99,minute.maid,1
11712,1.99,minute.maid,0
13952,2.99,minute.maid,0
36160.00002,1.99,minute.maid,1
12864,1.99,minute.maid,0
22207.99999,1.99,minute.maid,0
9984,1.99,minute.maid,0
14016,1.99,minute.maid,0
6080,2.46,minute.maid,0
7808,2.46,minute.maid,0
40896.00001,1.99,minute.maid,1
6272,2.46,minute.maid,0
7872,2.41,minute.maid,0
6144,2.41,minute.maid,0
8448,2.41,minute.maid,0
18688,1.99,minute.maid,1
6272,2.46,minute.maid,0
12096,2.46,minute.maid,0
73215.99998,1.69,minute.maid,1
18944,1.69,minute.maid,0
6400,2.46,minute.maid,1
8640,2.09,minute.maid,0
7296,2.09,minute.maid,0
12480,2.09,minute.maid,0
14144,2.09,minute.maid,0
88255.99999,1.39,minute.maid,1
6848,2.26,minute.maid,0
7808,2.26,minute.maid,0
6272,2.26,minute.maid,0
6144,2.26,minute.maid,0
27775.99999,1.69,minute.maid,1
20800,2.26,minute.maid,0
45696.00001,1.69,minute.maid,1
14336,1.69,minute.maid,0
4928,2.26,minute.maid,0
4608,2.26,minute.maid,0
5248,2.26,minute.maid,0
4224,2.26,minute.maid,0
4288,2.26,minute.maid,0
16896,2.26,minute.maid,0
77184.00003,1.29,minute.maid,1
5184,2.26,minute.maid,0
5248,2.26,minute.maid,0
20672,1.99,minute.maid,1
12352,1.89,minute.maid,0
12032,1.79,minute.maid,0
13440,1.79,minute.maid,0
5824,2.26,minute.maid,0
50111.99998,1.49,minute.maid,0
5184,2.26,minute.maid,0
8384,2.26,minute.maid,0
10112,1.99,minute.maid,0
8384,1.99,minute.maid,0
11456,1.99,minute.maid,0
5952,2.26,minute.maid,0
8512,2.26,minute.maid,0
27967.99999,1.99,minute.maid,1
23999.99999,1.99,minute.maid,0
6848,1.99,minute.maid,0
15104,2.49,minute.maid,1
11392,2.49,minute.maid,1
5824,2.49,minute.maid,0
7488,2.66,minute.maid,0
8320,1.99,minute.maid,0
99904.00001,1.99,minute.maid,1
6976,1.99,minute.maid,0
9984,2.66,minute.maid,0
32832.00002,1.99,minute.maid,1
8128,1.99,minute.maid,0
6464,2.66,minute.maid,0
36799.99999,1.99,minute.maid,1
12928,1.99,minute.maid,0
7424,2.66,minute.maid,0
34175.99999,1.99,minute.maid,1
4160,2.66,minute.maid,0
5952,2.66,minute.maid,0
6528,2.66,minute.maid,0
30656.00001,1.99,minute.maid,1
6656,2.66,minute.maid,0
4416,2.69,minute.maid,0
5696,2.69,minute.maid,0
5696,2.69,minute.maid,0
39679.99998,2.01,minute.maid,1
6208,2.19,minute.maid,1
7872,2.69,minute.maid,0
54527.99999,2.29,minute.maid,1
6400,2.69,minute.maid,0
5888,2.65,minute.maid,1
56383.99998,1.99,minute.maid,1
27071.99999,1.99,minute.maid,1
3840,1.69,minute.maid,0
6144,1.69,minute.maid,0
36415.99998,1.99,minute.maid,1
5440,2.69,minute.maid,0
7680,2.49,minute.maid,0
50304.00001,2.19,minute.maid,1
1792,1.59,dominicks,1
2496,2.49,dominicks,0
2944,2.49,dominicks,0
1024,2.49,dominicks,0
4224,2.49,dominicks,0
4544,2.09,dominicks,1
1728,2.09,dominicks,0
1216,2.09,dominicks,0
1152,2.09,dominicks,0
30143.99999,1.89,dominicks,1
8960,1.89,dominicks,0
8192,1.89,dominicks,0
6528,1.79,dominicks,0
34688.00001,1.79,dominicks,1
4672,1.79,dominicks,0
1088,2.49,dominicks,0
69439.99998,1.24,dominicks,1
1280,1.59,dominicks,0
35456,1.59,dominicks,1
13824,1.29,dominicks,0
14208,0.99,dominicks,0
29311.99999,1.59,dominicks,1
52992.00001,2.49,dominicks,1
15680,2.19,dominicks,0
43520.00002,1.39,dominicks,1
3904,2.19,dominicks,0
896,2.19,dominicks,0
2240,2.19,dominicks,0
125760,0.99,dominicks,1
1408,2.19,dominicks,0
7232,2.19,dominicks,0
41215.99998,1.49,dominicks,1
9024,1.49,dominicks,0
1600,2.19,dominicks,0
2496,2.19,dominicks,0
6336,1.99,dominicks,1
56383.99998,1.09,dominicks,1
1600,2.19,dominicks,0
2944,2.19,dominicks,0
13504,1.59,dominicks,1
5376,1.59,dominicks,0
6656,1.59,dominicks,0
95679.99998,0.99,dominicks,1
896,2.19,dominicks,1
1728,2.19,dominicks,0
1280,2.19,dominicks,0
5696,2.19,dominicks,0
28287.99999,1.59,dominicks,1
4864,1.59,dominicks,0
2880,2.09,dominicks,0
5760,1.41,dominicks,1
15040,1.29,dominicks,0
5120,1.89,dominicks,0
3264,1.89,dominicks,0
9536,1.59,dominicks,1
6208,1.59,dominicks,0
6592,1.89,dominicks,0
63551.99997,0.99,dominicks,1
27967.99999,0.99,dominicks,0
21760,1.49,dominicks,1
2688,1.49,dominicks,0
10432,1.39,dominicks,0
9792,1.39,dominicks,0
8448,1.39,dominicks,0
6912,1.58,dominicks,0
8256,1.58,dominicks,0
28672.00001,1.58,dominicks,1
4416,1.58,dominicks,0
1856,1.58,dominicks,0
6528,1.58,dominicks,1
6080,1.58,dominicks,0
3456,1.58,dominicks,0
25855.99999,1.58,dominicks,1
25728,1.58,dominicks,0
23552.00001,1.58,dominicks,1
2944,1.58,dominicks,0
5888,1.58,dominicks,1
6848,1.58,dominicks,0
1792,1.58,dominicks,0
5248,1.58,dominicks,0
16768,1.58,dominicks,0
52160.00002,1.58,dominicks,0
16640,1.58,dominicks,0
1344,1.58,dominicks,0
4608,1.58,dominicks,0
12672,1.58,dominicks,0
48640.00002,1.58,dominicks,1
13248,1.58,dominicks,0
29247.99999,1.58,dominicks,0
4608,1.58,dominicks,0
3136,1.58,dominicks,0
13184,1.58,dominicks,0
67712.00002,1.29,dominicks,1
18880,1.29,dominicks,0
6208,1.89,dominicks,0
5952,1.89,dominicks,0
4160,1.99,dominicks,0
23487.99999,1.69,dominicks,0
60480.00001,1.69,dominicks,0
20416,1.69,dominicks,0
6336,1.99,dominicks,0
1408,1.99,dominicks,0
4672,1.99,dominicks,0
19520,1.29,dominicks,0
7872,1.99,dominicks,0
5184,1.69,dominicks,0
42239.99998,1.49,dominicks,1
6592,1.89,dominicks,1
2112,1.99,dominicks,0
21248,1.79,dominicks,0
1856,1.29,dominicks,0
3712,1.99,dominicks,0
2688,1.85,dominicks,0
6464,1.85,dominicks,0
40896.00001,1.49,dominicks,0
6144,1.85,dominicks,0
8896,3.19,tropicana,0
7296,3.19,tropicana,0
10368,3.19,tropicana,0
6976,3.19,tropicana,0
6464,3.19,tropicana,0
8192,3.19,tropicana,0
7936,3.19,tropicana,0
6656,3.19,tropicana,0
8256,3.19,tropicana,0
5568,3.19,tropicana,0
7488,3.19,tropicana,0
6144,3.19,tropicana,0
11008,3.19,tropicana,0
5760,3.19,tropicana,0
10112,3.19,tropicana,0
8448,3.19,tropicana,0
8448,3.19,tropicana,1
7424,3.19,tropicana,0
5824,3.04,tropicana,0
6656,3.04,tropicana,0
6272,3.04,tropicana,0
6912,3.04,tropicana,0
10496,3.19,tropicana,0
11840,2.99,tropicana,0
9664,2.99,tropicana,0
6272,2.99,tropicana,0
7168,2.99,tropicana,0
29503.99999,2.39,tropicana,0
8704,2.39,tropicana,0
9280,2.99,tropicana,0
12224,2.59,tropicana,0
10368,2.59,tropicana,0
8128,2.99,tropicana,0
5952,2.99,tropicana,0
21696,2.49,tropicana,0
7808,2.99,tropicana,0
8128,2.99,tropicana,0
7424,2.99,tropicana,0
5952,2.99,tropicana,0
7616,2.99,tropicana,0
5312,2.99,tropicana,0
161792.0001,1.49,tropicana,1
17280,2.99,tropicana,0
47040.00002,1.99,tropicana,1
14464,2.99,tropicana,0
52927.99998,1.99,tropicana,1
21184,1.99,tropicana,0
7360,2.99,tropicana,0
15744,2.29,tropicana,1
46911.99999,1.99,tropicana,0
18240,1.99,tropicana,0
6464,2.99,tropicana,0
8512,2.99,tropicana,0
28416.00001,1.99,tropicana,0
16960,1.99,tropicana,0
8320,1.99,tropicana,0
11136,2.99,tropicana,1
27711.99999,2.19,tropicana,0
7744,2.19,tropicana,0
5184,2.99,tropicana,0
6272,2.99,tropicana,0
7744,2.99,tropicana,0
53183.99999,1.99,tropicana,1
6784,2.99,tropicana,0
8000,2.49,tropicana,1
6592,2.99,tropicana,0
5248,2.99,tropicana,0
6592,2.94,tropicana,0
5888,2.94,tropicana,0
6336,2.94,tropicana,0
5888,2.94,tropicana,0
6080,2.94,tropicana,0
6848,2.99,tropicana,0
54016,1.99,tropicana,1
10368,2.99,tropicana,0
5568,2.99,tropicana,0
4864,2.99,tropicana,0
7232,2.99,tropicana,0
15232,2.39,tropicana,0
47040.00002,2.39,tropicana,0
9280,2.29,tropicana,0
6720,2.29,tropicana,0
5056,2.89,tropicana,0
6080,2.89,tropicana,0
10496,2.89,tropicana,0
39040.00002,1.99,tropicana,1
4480,2.89,tropicana,0
61760.00002,1.99,tropicana,1
15360,1.79,tropicana,0
54975.99998,1.79,tropicana,0
34368,1.79,tropicana,0
10752,2.89,tropicana,0
20096,2.5,tropicana,1
16192,2.5,tropicana,0
6528,2.89,tropicana,0
8320,2.89,tropicana,0
30783.99999,2.16,tropicana,1
18048,2.89,tropicana,0
12864,2.89,tropicana,0
7168,2.89,tropicana,0
9024,2.89,tropicana,0
84991.99997,2.49,tropicana,1
14144,2.49,tropicana,0
7488,2.89,tropicana,1
12352,2.69,tropicana,0
5696,2.89,tropicana,0
7680,2.89,tropicana,0
5440,2.89,tropicana,0
5632,2.89,tropicana,0
8960,2.79,tropicana,1
6080,2.89,tropicana,0
8576,2.79,tropicana,1
8000,2.89,tropicana,0
21760,2.49,tropicana,1
12800,2.49,tropicana,0
10112,2.89,tropicana,0
10304,2.79,tropicana,1
6400,2.89,tropicana,0
6080,2.62,minute.maid,0
51968.00002,1.99,minute.maid,1
4928,2.62,minute.maid,0
5312,2.62,minute.maid,0
39424,2.59,minute.maid,1
5568,2.62,minute.maid,0
14592,2.62,minute.maid,0
22207.99999,2.39,minute.maid,1
5760,2.62,minute.maid,0
54016,1.99,minute.maid,1
5824,2.62,minute.maid,0
6528,2.62,minute.maid,0
5440,2.62,minute.maid,0
36544,2.19,minute.maid,1
3776,2.62,minute.maid,0
5504,2.62,minute.maid,0
12416,2.62,minute.maid,0
53696.00001,1.99,minute.maid,1
5696,2.51,minute.maid,0
4864,2.62,minute.maid,0
37183.99999,1.99,minute.maid,1
5504,2.62,minute.maid,0
51007.99999,1.99,minute.maid,1
11072,1.99,minute.maid,0
12160,2.62,minute.maid,0
30527.99999,1.99,minute.maid,1
12096,1.99,minute.maid,0
16448,1.99,minute.maid,0
9344,1.99,minute.maid,0
16128,1.99,minute.maid,0
5376,2.17,minute.maid,0
6656,2.17,minute.maid,0
59711.99999,1.99,minute.maid,1
9856,2.17,minute.maid,0
6720,2.12,minute.maid,0
4224,2.12,minute.maid,0
9728,2.12,minute.maid,0
40320.00001,1.99,minute.maid,1
5120,2.17,minute.maid,0
19264,2.17,minute.maid,0
170432,1.69,minute.maid,1
39679.99998,1.69,minute.maid,0
8128,2.17,minute.maid,1
9088,1.99,minute.maid,0
6720,1.99,minute.maid,0
7552,1.99,minute.maid,0
24767.99999,1.99,minute.maid,0
183295.9999,1.39,minute.maid,1
8896,1.99,minute.maid,0
6656,1.99,minute.maid,0
35456,1.49,minute.maid,1
17408,1.99,minute.maid,0
75520.00001,1.69,minute.maid,1
21632,1.69,minute.maid,0
8384,1.99,minute.maid,0
9920,1.99,minute.maid,0
6592,1.99,minute.maid,0
7168,1.99,minute.maid,0
6208,1.99,minute.maid,0
30527.99999,1.99,minute.maid,0
155840,1.29,minute.maid,1
10752,1.99,minute.maid,0
6976,1.99,minute.maid,0
31871.99999,1.99,minute.maid,1
5312,1.99,minute.maid,0
33344,1.89,minute.maid,0
13504,1.79,minute.maid,0
13504,1.79,minute.maid,0
335808,1.69,minute.maid,1
13120,1.99,minute.maid,0
49664.00002,1.49,minute.maid,0
10880,1.99,minute.maid,0
9984,1.99,minute.maid,0
9216,1.99,minute.maid,0
7680,1.99,minute.maid,0
7296,1.99,minute.maid,0
8192,1.99,minute.maid,0
6080,1.99,minute.maid,0
15040,1.99,minute.maid,1
9472,1.99,minute.maid,0
5888,1.99,minute.maid,0
14336,2.49,minute.maid,1
11712,2.49,minute.maid,1
7936,2.49,minute.maid,0
5184,2.39,minute.maid,0
7168,1.99,minute.maid,0
216064,1.99,minute.maid,1
15040,1.99,minute.maid,0
11840,2.39,minute.maid,0
25472.00001,1.99,minute.maid,1
16384,1.99,minute.maid,0
20480,2.39,minute.maid,0
34688.00001,1.99,minute.maid,1
22400,1.99,minute.maid,0
7808,2.39,minute.maid,0
48063.99999,1.79,minute.maid,1
7360,2.39,minute.maid,0
6272,2.39,minute.maid,0
6400,2.39,minute.maid,0
54592.00001,1.79,minute.maid,1
8128,2.39,minute.maid,0
4928,2.49,minute.maid,0
5440,2.49,minute.maid,0
5888,2.49,minute.maid,0
23872,2.02,minute.maid,1
6848,2.19,minute.maid,1
8192,2.49,minute.maid,0
55040.00002,2.29,minute.maid,1
6528,2.49,minute.maid,0
6208,2.45,minute.maid,1
94719.99999,1.99,minute.maid,1
55552,1.99,minute.maid,1
18688,1.69,minute.maid,0
14656,1.69,minute.maid,0
30143.99999,1.99,minute.maid,1
6208,2.49,minute.maid,0
7104,2.49,minute.maid,0
65855.99999,2.19,minute.maid,1
14336,1.59,dominicks,1
6400,2.29,dominicks,0
3968,2.29,dominicks,0
4352,2.29,dominicks,0
3520,2.29,dominicks,0
6464,2.29,dominicks,0
5952,2.29,dominicks,0
8832,2.09,dominicks,1
7232,2.09,dominicks,0
5504,2.09,dominicks,0
4800,2.09,dominicks,0
52672,1.89,dominicks,1
16448,1.89,dominicks,0
19072,1.89,dominicks,0
13376,1.79,dominicks,0
61440.00001,1.79,dominicks,1
13760,1.79,dominicks,0
3136,2.29,dominicks,0
186176,1.14,dominicks,1
3712,1.59,dominicks,0
35776.00002,1.59,dominicks,1
26880.00001,1.29,dominicks,0
71680.00003,0.99,dominicks,0
25088,1.59,dominicks,1
91455.99997,2.29,dominicks,1
23808.00001,1.89,dominicks,0
89856,1.39,dominicks,1
12224,1.89,dominicks,0
3776,1.89,dominicks,0
